obj1_bin_0,obj1_nom_0,obj1_nom_1,obj1_ord_0,obj1_ord_1,obj1_ord_2,obj1_qnt_0,obj1_qnt_1,obj1_qnt_2,obj1_qnt_3,obj2_bin_0,obj2_nom_0,obj2_nom_1,obj2_ord_0,obj2_ord_1,obj2_ord_2,obj2_qnt_0,obj2_qnt_1,obj2_qnt_2,obj2_qnt_3,Collision
1,square,hexagon,high,low,high,12.03,34.47,31.04,14.36,1,hexagon,star,low,high,medium,5.79,88.34,43.35,82.98,Да
1,square,square,low,high,low,63.02,36.88,92.27,39.28,0,circle,circle,low,high,low,59.95,50.59,36.43,1.11,Да
0,star,star,medium,low,low,74.67,11.63,8.65,62.46,0,square,square,high,low,high,79.88,51.72,23.92,25.72,Да
0,hexagon,triangle,medium,high,high,87.36,24.98,58.86,67.62,0,star,hexagon,high,high,low,99.23,72.06,89.24,21.61,Да
1,hexagon,square,medium,high,low,58.24,73.12,48.54,20.04,0,star,hexagon,high,medium,high,93.6,87.78,95.74,11.09,Да
1,square,square,high,high,low,33.2,86.27,97.63,24.94,0,square,triangle,high,medium,high,4.93,60.27,32.35,93.78,Да
1,square,circle,low,low,high,85.17,26.56,96.33,93.01,0,hexagon,triangle,high,medium,high,25.75,94.42,61.67,13.1,Да
1,circle,hexagon,medium,high,low,59.66,58.87,42.4,38.51,0,square,square,medium,medium,high,41.21,23.26,95.84,26.28,Да
1,circle,triangle,medium,low,high,35.81,3.47,44.14,31.41,0,triangle,star,high,low,medium,87.5,92.43,49.95,33.52,Да
0,star,hexagon,low,high,low,32.25,7.74,38.45,69.57,1,triangle,star,low,low,high,36.01,22.17,46.87,62.46,Да
0,square,hexagon,low,low,high,32.06,96.44,78.92,46.79,1,circle,square,high,low,medium,57.03,52.64,52.77,76.75,Да
0,star,square,low,low,medium,5.63,89.65,10.02,24.68,1,circle,hexagon,medium,medium,medium,65.96,79.6,3.32,60.47,Да
1,hexagon,triangle,low,medium,low,10.13,8.13,11.61,40.93,0,triangle,star,low,low,high,29.8,80.16,30.01,74.9,Нет
0,hexagon,star,medium,high,low,8.97,82.23,70.47,14.42,1,square,hexagon,medium,low,medium,58.19,27.82,69.9,40.21,Да
0,square,triangle,high,low,medium,31.22,10.25,1.67,27.96,1,circle,circle,low,medium,high,5.09,98.59,96.67,99.58,Да
1,triangle,circle,low,medium,medium,47.4,82.85,67.1,41.85,0,square,triangle,low,high,high,48.02,8.06,56.87,17.01,Нет
0,star,square,high,high,high,14.76,91.35,12.87,51.8,1,circle,star,high,low,high,37.85,3.48,19.05,39.98,Да
1,triangle,triangle,high,low,low,82.8,15.31,78.62,74.17,1,star,triangle,medium,low,high,35.58,84.15,42.68,83.22,Да
1,hexagon,circle,high,medium,low,6.56,14.72,73.96,38.49,1,square,square,medium,high,medium,23.49,81.9,49.0,24.68,Да
1,star,star,low,medium,high,94.53,92.66,18.23,54.57,0,triangle,circle,low,low,low,81.77,71.28,15.22,75.08,Да
0,hexagon,hexagon,high,medium,medium,7.44,30.14,75.69,95.1,0,triangle,star,high,medium,low,88.19,85.08,32.93,36.43,Нет
1,circle,hexagon,high,low,low,89.47,47.27,79.02,81.83,0,circle,star,low,high,high,88.81,13.76,44.51,17.76,Да
0,square,circle,medium,high,medium,26.07,30.44,92.56,23.7,0,square,hexagon,medium,low,high,39.61,9.57,26.19,40.33,Да
1,circle,square,low,high,high,98.67,74.93,72.44,21.35,1,hexagon,triangle,low,low,high,25.92,96.94,35.39,78.48,Нет
0,star,hexagon,low,medium,low,52.13,21.11,86.76,66.27,1,triangle,circle,high,low,low,9.84,62.42,27.62,11.2,Да
1,circle,square,low,high,high,1.83,49.41,63.75,59.53,1,triangle,hexagon,medium,low,low,67.24,91.98,61.28,51.61,Да
0,star,square,low,medium,high,28.27,85.05,62.55,54.69,1,square,circle,low,medium,high,33.02,90.64,57.86,74.14,Да
1,triangle,hexagon,low,low,low,94.02,94.26,67.53,15.42,0,square,circle,high,high,medium,27.67,65.31,55.17,75.16,Да
0,square,star,medium,low,medium,29.97,35.27,40.64,36.26,1,circle,square,medium,medium,medium,37.14,62.85,9.67,38.96,Да
0,triangle,triangle,high,high,medium,35.96,11.4,22.86,75.94,1,hexagon,square,high,medium,low,55.47,35.99,18.36,46.64,Да
0,hexagon,hexagon,medium,medium,high,4.41,80.97,41.33,72.36,0,triangle,hexagon,low,low,medium,16.19,14.91,11.08,85.68,Нет
1,square,triangle,high,low,high,25.33,11.08,59.34,16.52,1,square,hexagon,medium,low,medium,96.13,68.66,6.33,20.84,Нет
1,circle,square,low,high,medium,25.93,77.93,69.0,42.69,1,triangle,hexagon,high,low,high,73.26,81.79,24.68,99.26,Да
0,star,star,medium,medium,high,71.6,68.9,45.67,44.27,0,hexagon,circle,medium,high,medium,4.68,54.46,19.45,41.92,Нет
0,square,square,low,low,high,50.58,57.76,33.01,50.86,0,star,star,low,medium,high,30.68,5.09,72.5,27.55,Да
0,hexagon,star,low,high,low,16.1,93.95,24.69,46.12,0,star,square,low,medium,high,5.03,14.49,69.59,0.26,Нет
1,triangle,circle,high,medium,high,79.56,32.24,18.32,50.17,0,hexagon,star,high,medium,high,22.95,10.2,20.13,12.5,Да
0,hexagon,star,high,medium,high,61.15,9.33,47.64,81.31,0,square,triangle,medium,high,high,28.66,65.78,16.56,75.65,Нет
1,circle,star,high,low,low,26.85,98.16,70.64,38.95,1,star,square,low,low,medium,71.8,56.48,14.49,64.92,Да
0,star,square,medium,high,medium,22.38,44.11,82.98,55.2,1,square,triangle,high,low,low,71.87,46.65,32.0,24.65,Да
1,star,hexagon,high,high,low,92.49,43.34,34.53,60.68,0,circle,triangle,high,high,medium,4.53,54.34,29.42,92.7,Да
0,circle,hexagon,low,medium,medium,63.71,8.95,61.12,94.23,0,triangle,hexagon,high,high,low,58.81,27.6,2.85,83.57,Да
1,star,triangle,high,low,low,80.74,74.36,47.77,65.47,0,circle,circle,medium,low,low,96.09,80.47,56.79,26.93,Да
1,square,circle,high,low,high,22.55,72.01,96.63,13.07,0,star,star,low,medium,high,62.84,32.85,89.8,33.01,Да
0,square,star,high,high,medium,58.87,14.53,88.24,58.25,0,star,triangle,low,low,medium,96.05,64.43,53.89,18.48,Нет
0,circle,triangle,high,medium,low,5.35,23.38,88.23,66.19,0,square,hexagon,medium,high,low,38.06,39.09,6.38,64.26,Да
0,circle,star,low,high,low,59.47,1.64,57.92,0.95,0,star,circle,low,high,low,45.98,7.22,59.96,70.11,Да
0,hexagon,star,high,high,medium,20.36,88.97,43.68,7.53,1,square,square,high,low,medium,49.55,25.7,48.5,39.59,Да
0,star,circle,low,medium,medium,66.91,24.45,65.19,1.9,1,hexagon,triangle,high,medium,low,92.39,96.51,90.69,73.72,Да
1,triangle,circle,medium,low,medium,93.2,92.7,15.97,4.83,1,star,hexagon,medium,high,medium,38.03,19.05,36.32,99.16,Да
1,circle,triangle,medium,high,medium,45.87,57.12,88.3,8.97,1,hexagon,hexagon,high,high,high,98.34,10.49,75.2,61.19,Да
1,hexagon,hexagon,low,medium,low,30.54,42.54,27.12,95.78,0,hexagon,hexagon,low,high,low,54.31,29.12,3.84,64.93,Да
0,circle,star,medium,low,medium,12.33,0.78,82.69,20.67,1,triangle,square,low,low,high,21.81,87.79,72.15,37.38,Да
1,circle,square,high,medium,medium,67.06,9.23,29.85,20.46,0,square,circle,medium,low,low,10.37,30.6,4.15,1.06,Да
0,square,triangle,high,medium,medium,58.42,15.87,52.2,85.74,1,hexagon,star,high,high,high,17.29,41.74,34.47,95.39,Да
1,star,star,high,medium,high,54.46,10.57,77.23,75.28,1,triangle,star,low,low,low,3.93,31.01,94.81,77.23,Да
1,circle,circle,medium,low,medium,93.6,25.62,39.37,67.58,1,star,triangle,low,medium,medium,69.23,98.9,70.32,69.56,Да
0,star,circle,low,low,high,97.82,15.46,35.8,42.17,0,star,circle,low,low,high,51.69,99.99,92.5,2.98,Нет
0,hexagon,circle,medium,low,medium,71.7,66.38,88.79,3.12,0,hexagon,triangle,high,high,medium,73.79,48.28,49.59,75.9,Да
0,circle,circle,medium,high,medium,19.6,29.7,6.89,82.65,1,star,star,low,medium,low,78.23,78.48,60.62,67.01,Да
1,triangle,hexagon,low,high,low,94.68,71.83,84.15,86.08,0,square,square,high,low,high,93.14,22.01,51.77,56.89,Да
1,square,hexagon,low,low,low,34.49,13.55,92.82,48.18,0,star,circle,low,high,high,11.7,37.43,47.89,62.36,Да
1,triangle,star,medium,high,low,7.92,20.91,56.32,64.49,1,circle,circle,high,high,low,18.61,67.93,57.82,91.84,Да
0,square,star,medium,medium,low,24.11,78.74,69.6,47.77,0,star,triangle,low,medium,low,54.83,28.63,3.89,0.67,Да
1,circle,triangle,low,medium,medium,83.04,63.41,86.14,29.62,0,hexagon,triangle,high,low,low,12.95,22.47,18.57,15.7,Да
1,circle,circle,low,medium,high,20.38,9.64,43.55,54.03,0,triangle,square,medium,low,medium,9.27,92.22,21.46,89.48,Да
1,star,circle,medium,high,medium,39.51,95.94,87.88,68.86,0,square,circle,medium,low,high,66.63,24.43,38.28,0.82,Да
0,square,square,high,low,medium,27.35,76.25,37.23,15.46,1,square,star,medium,low,high,72.47,5.93,43.46,90.36,Нет
1,hexagon,square,high,high,medium,4.78,55.26,30.65,53.07,0,triangle,star,low,medium,medium,84.34,75.11,73.97,2.96,Да
1,triangle,circle,high,high,low,56.17,34.29,98.32,77.6,1,square,hexagon,high,high,high,91.57,24.33,16.55,77.93,Да
1,hexagon,square,low,low,medium,62.88,9.39,3.11,47.56,0,hexagon,star,low,high,medium,44.25,45.02,56.99,89.09,Да
1,square,square,high,medium,medium,79.11,35.82,31.96,15.69,1,hexagon,hexagon,high,high,medium,97.99,11.16,27.23,61.25,Да
0,hexagon,circle,high,low,high,41.47,32.3,45.86,86.97,1,triangle,hexagon,high,low,low,3.79,6.85,51.57,64.14,Да
1,square,hexagon,low,medium,low,14.13,7.84,31.09,67.39,0,hexagon,triangle,low,low,medium,87.01,46.04,62.66,5.06,Нет
0,star,hexagon,low,low,high,65.22,78.38,28.22,63.25,1,circle,star,high,low,high,32.15,33.71,58.25,21.09,Да
1,star,star,low,high,high,89.01,41.53,37.07,65.17,1,hexagon,hexagon,medium,low,high,92.17,50.59,21.54,89.95,Да
0,hexagon,hexagon,high,low,medium,11.98,88.95,39.81,24.51,0,square,star,low,high,low,22.26,96.58,70.95,82.37,Да
1,hexagon,circle,high,low,high,18.26,15.8,7.16,49.23,0,triangle,star,medium,high,high,74.1,40.74,65.38,5.95,Да
0,square,square,high,medium,high,32.92,31.76,77.52,32.6,1,circle,star,medium,medium,medium,42.55,60.27,93.2,81.3,Да
1,star,circle,high,low,medium,65.03,27.9,16.82,83.35,1,hexagon,square,medium,medium,high,38.15,9.76,63.42,42.35,Да
1,hexagon,triangle,low,low,low,52.38,86.52,4.1,58.88,1,circle,hexagon,low,low,medium,5.94,88.59,72.03,56.07,Да
1,square,square,high,low,medium,71.24,50.77,59.04,71.73,1,star,star,medium,medium,high,70.59,80.59,81.1,10.84,Да
1,square,circle,low,low,low,3.13,14.18,66.86,66.03,1,star,triangle,low,high,high,17.54,52.24,10.6,39.86,Да
0,hexagon,star,medium,high,high,81.05,35.74,76.03,48.37,1,circle,square,low,high,low,46.3,18.34,69.63,43.49,Да
0,triangle,star,medium,low,low,98.75,94.32,8.78,80.49,1,star,hexagon,medium,high,medium,14.13,42.59,31.86,66.95,Да
0,circle,square,medium,low,medium,4.67,55.15,17.17,61.54,1,star,circle,high,high,low,60.45,29.74,82.31,65.75,Да
1,square,hexagon,high,medium,low,49.54,3.67,18.23,22.68,0,star,hexagon,high,low,low,23.11,99.45,48.02,54.89,Да
0,star,star,low,low,medium,73.99,5.78,59.36,29.07,0,triangle,square,low,low,low,59.44,49.08,58.06,3.14,Да
1,circle,triangle,medium,high,medium,47.64,23.57,88.97,82.7,1,triangle,triangle,medium,medium,low,94.66,42.22,26.03,16.15,Да
0,square,square,low,medium,medium,59.29,62.13,70.64,94.12,0,star,square,low,low,medium,92.09,16.91,65.06,16.03,Да
1,triangle,triangle,high,medium,low,92.09,24.53,31.47,54.8,1,square,star,high,medium,medium,20.05,23.91,3.56,88.77,Да
1,circle,square,high,low,high,53.98,85.01,85.32,38.55,1,star,square,low,high,high,9.92,71.16,74.86,90.17,Да
1,star,hexagon,medium,medium,high,23.66,62.94,66.98,62.5,1,star,circle,low,medium,high,4.27,53.49,16.33,80.65,Да
1,circle,circle,medium,medium,high,73.86,30.07,68.84,48.35,0,star,circle,high,low,low,82.85,35.8,22.76,17.49,Да
1,hexagon,square,medium,low,low,37.54,39.39,95.74,84.17,0,square,star,medium,low,medium,24.93,29.7,0.09,84.02,Да
0,square,circle,high,high,low,28.51,37.53,95.04,83.3,0,square,star,high,high,high,28.39,20.07,31.32,18.76,Да
1,hexagon,square,high,high,low,24.84,31.42,38.57,45.62,1,star,circle,medium,low,low,22.62,3.39,38.82,55.46,Да
0,triangle,hexagon,medium,low,low,7.94,62.99,63.58,80.46,0,hexagon,triangle,medium,high,low,84.01,97.71,23.4,73.39,Нет
0,circle,triangle,high,medium,medium,93.29,20.17,20.2,19.3,1,circle,square,high,low,high,97.89,75.31,23.02,5.16,Да
1,hexagon,circle,high,low,medium,56.34,29.21,41.19,37.39,0,triangle,circle,low,high,medium,75.52,92.79,89.3,59.79,Да
1,triangle,triangle,medium,low,high,95.51,8.52,27.34,7.96,0,circle,star,low,medium,high,82.36,41.26,32.65,25.11,Да
0,hexagon,square,high,medium,low,86.18,37.6,36.74,80.78,1,triangle,star,high,medium,high,62.05,86.94,72.23,49.79,Да
0,star,square,high,medium,high,3.02,6.44,67.54,97.52,1,circle,triangle,medium,high,medium,52.88,25.62,23.74,38.39,Да
1,hexagon,hexagon,low,low,medium,24.73,1.79,21.02,57.68,1,square,hexagon,high,medium,high,72.16,50.98,80.9,68.66,Да
0,square,square,low,medium,low,31.54,64.6,18.03,76.65,0,star,star,low,low,low,3.58,20.25,67.77,48.92,Да
0,hexagon,hexagon,low,medium,high,48.98,16.25,37.93,40.16,0,triangle,triangle,low,high,high,6.14,77.03,75.62,30.16,Нет
0,hexagon,square,high,high,low,71.61,3.52,9.81,56.16,0,star,circle,medium,medium,medium,68.73,49.76,43.95,91.04,Да
1,hexagon,triangle,high,high,high,68.08,6.83,81.39,34.74,1,star,hexagon,high,medium,medium,33.51,53.63,87.96,95.91,Да
0,hexagon,square,low,low,low,98.73,19.92,95.85,69.68,1,square,circle,low,low,high,48.88,85.95,37.4,80.19,Нет
1,hexagon,circle,low,low,high,92.33,72.09,80.13,24.62,1,triangle,triangle,high,medium,high,78.2,73.92,60.09,58.07,Да
0,circle,star,low,low,low,18.63,1.19,53.14,15.32,0,hexagon,circle,high,medium,high,57.72,96.63,64.01,88.44,Нет
0,circle,circle,medium,high,high,85.99,72.65,67.41,89.86,0,square,square,high,high,low,80.53,40.53,95.23,60.17,Да
1,star,circle,low,medium,medium,84.29,59.71,80.56,86.43,0,star,triangle,medium,low,medium,41.92,46.15,13.45,14.88,Да
1,circle,hexagon,low,low,high,57.48,51.39,6.82,83.5,1,triangle,hexagon,low,medium,low,28.74,61.53,13.56,1.74,Да
1,triangle,square,low,high,high,33.81,90.93,41.81,82.15,1,square,star,medium,high,low,23.48,45.33,46.21,72.59,Да
1,square,triangle,medium,low,medium,20.86,82.96,14.38,72.95,1,square,circle,low,medium,low,13.17,41.96,91.79,75.25,Да
0,hexagon,square,medium,high,medium,21.25,41.88,9.07,87.48,0,hexagon,triangle,low,high,medium,3.68,34.06,2.17,92.58,Да
0,hexagon,star,high,high,high,33.78,0.67,75.9,21.02,0,circle,circle,high,low,medium,5.31,83.19,27.63,82.42,Нет
0,hexagon,square,low,medium,low,50.39,71.06,85.81,87.04,0,triangle,triangle,high,low,low,27.1,53.35,28.36,63.96,Да
0,star,star,low,high,medium,58.38,4.77,8.38,91.78,0,triangle,triangle,low,low,medium,27.84,60.74,30.5,19.03,Нет
0,star,star,high,medium,low,32.5,27.81,17.88,71.6,1,triangle,hexagon,high,medium,medium,38.18,20.41,2.47,59.41,Да
0,triangle,circle,low,low,medium,35.66,49.3,22.08,59.94,1,triangle,circle,high,medium,medium,59.16,25.18,82.56,43.47,Да
0,hexagon,star,high,medium,high,1.35,9.93,85.7,23.61,0,circle,circle,high,high,high,75.93,33.98,0.89,23.21,Нет
1,star,star,low,low,high,0.21,67.93,91.36,86.62,1,square,triangle,medium,low,medium,19.77,46.54,47.77,79.91,Да
0,hexagon,triangle,low,low,medium,90.72,32.14,76.5,57.68,0,square,square,medium,low,medium,75.92,4.39,5.64,14.96,Да
1,circle,hexagon,low,medium,high,1.4,36.17,79.64,61.07,1,circle,star,low,high,medium,13.9,88.84,79.86,63.03,Да
0,hexagon,square,high,low,low,3.31,64.83,34.27,60.66,0,square,star,high,high,low,98.87,90.37,74.66,61.08,Нет
0,triangle,triangle,high,low,high,20.56,39.82,40.83,86.68,1,circle,square,high,medium,high,28.5,66.17,72.15,30.36,Да
0,triangle,hexagon,high,low,high,74.34,22.46,28.05,13.7,1,circle,hexagon,high,low,high,83.73,31.61,73.63,42.92,Да
0,star,circle,high,low,high,67.89,17.68,95.84,6.17,1,square,square,medium,medium,low,19.05,38.53,94.02,11.66,Да
1,hexagon,triangle,high,high,medium,64.72,72.4,72.77,22.4,0,square,square,low,high,medium,95.06,73.41,41.68,2.55,Да
0,triangle,triangle,medium,high,medium,57.5,75.06,34.13,49.18,1,circle,hexagon,high,low,medium,82.66,28.63,86.16,1.3,Да
0,circle,circle,high,medium,high,20.17,19.57,13.57,46.94,0,hexagon,triangle,medium,high,high,35.94,60.89,18.42,17.43,Да
0,star,star,low,high,medium,39.79,31.9,19.48,51.2,1,star,circle,medium,high,medium,42.15,90.63,45.13,86.7,Да
0,circle,circle,medium,high,low,47.81,95.66,20.41,11.43,1,triangle,star,high,low,high,0.38,41.04,0.89,52.26,Да
0,triangle,square,medium,high,low,58.24,98.42,61.48,79.29,0,circle,star,high,medium,low,25.14,58.7,28.41,11.71,Да
0,star,circle,medium,high,low,19.84,58.53,90.3,30.21,1,square,star,medium,high,high,28.93,92.86,45.82,90.55,Да
1,hexagon,triangle,medium,high,low,72.9,75.69,86.87,91.32,0,circle,square,medium,high,high,45.27,34.06,90.93,56.89,Да
1,square,circle,high,high,high,30.89,74.83,6.97,84.0,1,square,triangle,low,high,high,13.9,75.96,31.7,2.79,Да
1,hexagon,square,low,medium,medium,66.02,39.56,70.91,6.35,1,circle,triangle,medium,medium,high,47.88,75.51,67.24,76.27,Да
1,hexagon,star,high,medium,low,51.4,4.84,16.77,5.36,1,square,square,medium,medium,high,66.85,92.85,83.4,47.34,Да
1,circle,star,high,medium,high,59.22,74.07,31.04,62.9,0,hexagon,hexagon,low,medium,low,37.13,85.86,32.65,53.29,Да
1,hexagon,hexagon,medium,high,low,41.31,13.58,54.38,7.73,0,star,hexagon,medium,low,medium,23.22,74.88,16.92,61.32,Да
1,square,hexagon,high,high,medium,44.51,29.05,84.09,57.18,0,square,triangle,medium,medium,medium,54.77,63.65,59.12,9.45,Да
0,star,square,medium,high,medium,86.82,31.55,23.67,7.92,1,hexagon,square,low,high,high,2.9,24.12,28.44,94.77,Да
1,star,hexagon,high,low,medium,47.59,34.91,87.38,47.93,0,star,star,low,high,medium,34.08,67.06,65.25,25.54,Да
1,square,star,medium,high,low,79.39,46.57,73.47,41.91,1,square,circle,high,low,high,52.76,27.64,13.47,62.18,Да
1,circle,star,medium,medium,low,39.5,50.16,67.43,59.09,0,triangle,triangle,medium,medium,medium,33.58,44.0,15.16,85.56,Да
1,square,hexagon,medium,low,low,70.05,48.35,13.29,35.62,0,circle,star,high,low,medium,34.54,70.97,67.59,33.19,Да
0,star,circle,medium,low,high,23.29,16.29,47.42,14.0,1,circle,triangle,low,high,medium,84.83,67.49,97.36,62.76,Да
1,square,star,high,high,high,91.7,64.88,27.51,84.21,0,circle,circle,medium,medium,medium,93.4,40.12,24.69,98.89,Да
1,circle,hexagon,high,high,medium,96.73,79.02,58.81,29.93,0,square,hexagon,low,low,low,82.74,18.27,71.39,85.18,Да
1,hexagon,hexagon,low,medium,medium,90.13,46.17,67.36,6.75,1,triangle,triangle,medium,medium,high,9.89,48.41,53.2,77.93,Да
1,hexagon,square,low,medium,low,34.64,83.83,6.54,50.06,1,triangle,square,high,medium,high,28.97,27.0,84.38,43.93,Да
0,star,square,medium,high,medium,27.65,44.43,64.42,87.77,1,triangle,hexagon,medium,high,low,71.13,25.54,38.89,45.13,Да
0,circle,star,low,medium,medium,18.24,56.83,49.81,28.07,1,star,hexagon,low,high,low,97.44,32.68,97.17,48.55,Нет
1,hexagon,triangle,low,medium,high,87.3,6.95,83.87,45.08,0,square,star,medium,high,low,24.23,70.62,8.24,69.04,Да
0,hexagon,hexagon,medium,high,medium,11.86,14.68,79.33,40.26,0,hexagon,square,high,low,low,89.82,49.73,98.46,14.43,Нет
1,hexagon,circle,medium,medium,low,64.23,76.73,41.3,4.84,1,star,triangle,high,low,low,73.9,37.32,84.62,86.1,Да
0,triangle,triangle,medium,low,high,33.15,24.92,97.62,86.83,1,square,triangle,high,low,high,98.35,90.06,86.65,1.81,Да
0,hexagon,hexagon,low,low,low,18.79,9.38,58.69,75.89,1,triangle,square,low,medium,low,9.36,70.68,84.24,17.0,Нет
0,triangle,triangle,medium,medium,low,18.45,56.82,96.36,9.58,0,square,hexagon,medium,medium,high,39.47,49.47,86.19,48.18,Да
0,square,hexagon,low,low,high,87.1,9.44,71.93,13.22,1,triangle,triangle,medium,high,high,47.81,42.13,81.52,25.21,Да
1,star,hexagon,medium,medium,low,85.98,68.41,40.76,1.06,0,hexagon,triangle,low,medium,medium,67.21,81.89,89.95,36.56,Да
0,star,triangle,medium,low,medium,27.2,68.92,23.38,98.57,1,triangle,triangle,high,medium,medium,65.4,17.29,46.08,33.26,Да
1,triangle,square,high,medium,medium,3.38,45.31,46.54,41.62,0,star,circle,low,high,medium,90.63,66.42,93.93,26.9,Да
1,circle,hexagon,high,high,high,86.91,68.58,93.6,93.04,1,square,square,medium,low,low,83.87,2.1,38.5,38.03,Да
0,triangle,star,medium,medium,medium,5.73,79.94,13.02,42.01,0,circle,circle,medium,high,low,5.54,0.7,72.85,50.53,Нет
0,hexagon,triangle,high,high,low,8.47,19.77,46.03,10.38,1,triangle,circle,medium,medium,medium,48.65,93.18,71.04,47.64,Да
0,circle,square,high,medium,high,82.19,64.95,34.69,34.33,0,triangle,star,medium,high,low,40.71,51.4,82.09,81.19,Да
1,star,circle,high,medium,high,81.72,69.23,86.73,41.82,1,circle,triangle,medium,medium,medium,99.71,31.51,73.84,30.81,Да
1,square,hexagon,high,high,low,20.25,19.45,80.41,17.66,1,star,circle,high,high,high,42.73,79.47,3.54,28.19,Да
0,square,hexagon,low,low,low,3.82,72.69,55.21,5.35,0,hexagon,square,low,medium,high,68.26,98.48,73.92,50.44,Нет
1,triangle,star,high,high,low,6.3,71.95,41.51,31.65,0,hexagon,star,high,medium,high,28.44,3.44,2.33,4.79,Да
0,triangle,square,medium,low,high,45.34,15.73,68.42,53.93,0,star,star,medium,high,high,61.46,3.8,53.32,11.18,Да
0,triangle,hexagon,high,medium,high,41.82,31.74,95.31,25.53,0,square,hexagon,high,medium,medium,20.66,85.48,83.89,80.31,Да
0,triangle,square,medium,low,low,18.23,94.12,10.12,95.87,0,hexagon,hexagon,low,medium,high,60.36,55.67,82.96,49.37,Да
0,star,hexagon,low,medium,high,90.9,7.11,89.88,48.14,0,star,star,medium,medium,high,86.82,88.27,84.13,6.65,Нет
1,hexagon,circle,medium,high,low,55.24,22.89,29.42,13.03,1,triangle,square,high,high,low,1.92,69.46,60.24,44.04,Да
0,star,star,medium,low,medium,80.73,57.88,0.42,41.35,1,circle,circle,low,low,high,50.46,47.06,18.38,39.83,Да
1,square,circle,high,medium,high,10.37,96.87,74.1,70.77,0,square,hexagon,high,low,high,98.24,16.13,50.8,24.61,Нет
1,square,circle,medium,low,high,97.35,25.71,78.84,48.71,0,square,circle,high,high,medium,15.93,38.99,51.62,37.21,Нет
1,square,triangle,medium,high,high,80.97,81.68,30.48,33.12,1,triangle,square,low,high,low,18.34,78.71,32.48,18.84,Да
0,hexagon,circle,low,medium,low,28.78,36.74,77.84,10.63,0,hexagon,circle,medium,low,low,47.08,23.39,42.41,44.91,Да
1,hexagon,star,low,high,high,2.08,35.25,79.8,45.96,1,square,star,high,high,low,87.1,71.24,87.22,40.85,Да
0,circle,star,high,medium,low,16.45,99.61,67.53,9.74,1,circle,hexagon,medium,medium,low,56.28,24.73,51.79,60.75,Нет
1,hexagon,hexagon,low,low,high,41.85,81.72,3.86,37.09,1,triangle,square,low,high,medium,50.87,46.35,70.47,94.21,Да
0,square,circle,low,low,high,0.3,24.85,66.74,11.62,0,square,star,medium,low,medium,8.68,8.54,49.58,18.55,Да
0,hexagon,square,medium,low,high,4.08,18.57,93.24,67.62,1,triangle,square,high,medium,medium,96.2,45.5,61.75,41.74,Да
1,hexagon,triangle,high,low,high,9.86,8.41,62.03,77.26,0,hexagon,hexagon,high,low,high,34.71,61.27,9.26,56.22,Да
1,hexagon,triangle,high,high,medium,80.97,48.27,36.69,24.35,0,star,circle,low,low,low,25.18,56.33,93.14,54.7,Да
1,triangle,triangle,medium,medium,medium,54.69,33.45,56.35,7.47,0,triangle,square,high,medium,low,41.17,40.65,43.59,66.13,Да
0,hexagon,star,low,low,medium,19.1,38.08,99.31,34.7,1,hexagon,hexagon,high,low,medium,41.42,36.97,74.83,26.79,Да
0,triangle,star,low,low,low,26.45,43.14,47.26,56.05,1,square,star,low,low,low,45.85,27.54,66.71,63.46,Да
0,square,hexagon,low,low,medium,64.22,99.1,84.16,76.79,1,square,hexagon,medium,low,high,68.85,76.71,79.93,20.12,Да
1,circle,circle,high,low,low,31.86,0.29,13.85,40.29,0,hexagon,circle,medium,low,low,86.79,78.26,3.49,12.55,Да
0,star,star,medium,medium,medium,68.21,42.61,5.65,36.59,1,square,hexagon,medium,high,high,5.73,48.3,93.54,83.16,Да
0,circle,triangle,medium,low,low,77.82,6.5,39.01,90.83,1,square,star,medium,low,low,49.08,38.26,82.97,47.37,Да
0,star,star,low,medium,high,30.66,67.3,13.78,44.97,1,square,star,high,high,low,41.4,63.74,83.38,39.73,Да
0,square,circle,high,high,high,36.65,5.04,33.05,44.72,1,hexagon,square,medium,low,medium,1.09,55.77,46.71,92.85,Да
1,triangle,star,medium,low,medium,5.01,76.68,71.54,41.0,1,hexagon,star,low,low,high,81.65,66.73,79.63,70.98,Да
0,hexagon,circle,low,low,low,81.98,86.78,44.55,36.32,0,triangle,triangle,low,high,low,10.43,30.6,57.52,67.71,Нет
1,triangle,hexagon,low,high,high,60.61,97.08,32.12,72.85,0,circle,star,medium,medium,low,11.47,78.83,50.35,19.43,Да
0,star,star,medium,high,high,88.83,12.09,89.15,28.18,0,star,circle,high,medium,medium,4.83,31.67,78.49,20.93,Нет
0,hexagon,circle,medium,low,medium,18.89,97.89,0.94,37.88,0,square,star,low,medium,high,20.04,41.87,62.78,48.31,Да
0,star,circle,medium,low,low,96.06,41.23,81.4,28.23,0,circle,square,low,low,high,17.68,13.24,7.72,65.23,Нет
1,star,square,high,high,high,70.67,63.26,62.13,57.03,1,circle,star,high,medium,medium,34.79,85.54,31.45,39.53,Да
0,hexagon,hexagon,low,medium,low,19.66,0.0,4.65,96.04,0,hexagon,hexagon,low,low,low,65.93,64.43,62.21,6.42,Нет
1,circle,star,medium,medium,low,46.3,37.03,3.42,39.03,1,hexagon,hexagon,medium,low,high,5.43,23.53,90.38,68.3,Да
