obj1_bin_0,obj1_nom_0,obj1_nom_1,obj1_nom_2,obj1_ord_0,obj1_ord_1,obj1_ord_2,obj1_qnt_0,obj1_qnt_1,obj1_qnt_2,obj1_qnt_3,obj1_qnt_4,obj2_bin_0,obj2_nom_0,obj2_nom_1,obj2_nom_2,obj2_ord_0,obj2_ord_1,obj2_ord_2,obj2_qnt_0,obj2_qnt_1,obj2_qnt_2,obj2_qnt_3,obj2_qnt_4,Collision
0,circle,triangle,square,high,high,low,91.51,71.13,17.88,48.51,86.05,0,triangle,hexagon,circle,medium,medium,medium,81.59,79.18,67.92,13.84,95.55,Да
0,triangle,triangle,hexagon,high,low,low,1.58,73.44,3.59,22.69,84.0,1,square,circle,star,high,low,low,35.49,12.79,98.0,25.41,62.28,Да
1,circle,hexagon,circle,high,medium,medium,21.26,96.36,42.44,88.22,71.87,0,hexagon,circle,triangle,low,medium,medium,59.54,39.4,99.41,15.43,35.43,Да
0,triangle,star,star,medium,low,high,23.45,25.37,98.89,53.26,50.03,0,square,circle,circle,medium,high,medium,86.46,40.92,7.21,74.77,3.67,Нет
0,hexagon,circle,hexagon,medium,high,medium,32.66,8.27,87.39,59.43,27.32,0,square,star,circle,high,low,low,48.16,66.45,55.35,20.91,72.53,Нет
0,triangle,triangle,triangle,medium,high,low,28.18,91.51,63.29,99.01,87.72,1,triangle,square,square,medium,low,medium,5.1,27.85,72.66,15.22,37.36,Нет
1,circle,square,hexagon,high,high,low,59.01,25.86,86.11,98.5,77.67,1,triangle,triangle,hexagon,high,high,medium,90.37,83.82,18.69,6.99,59.92,Да
0,hexagon,hexagon,square,medium,low,medium,88.56,72.15,59.42,58.63,83.79,0,square,circle,square,low,high,low,51.7,20.75,82.19,83.13,87.63,Нет
1,triangle,star,square,medium,low,medium,63.7,6.07,36.88,3.4,14.08,0,star,star,triangle,low,low,low,54.52,78.91,46.85,12.4,0.77,Да
1,triangle,triangle,square,medium,high,high,24.15,76.06,17.35,39.61,31.48,1,star,hexagon,hexagon,high,high,medium,1.37,84.98,49.78,2.97,75.96,Да
1,hexagon,circle,star,medium,high,low,86.38,12.7,65.3,93.73,42.49,1,circle,square,star,medium,high,high,10.01,19.32,27.43,6.43,43.53,Да
1,square,square,hexagon,low,high,low,63.2,69.56,19.31,28.83,83.84,1,circle,star,triangle,low,high,low,77.74,80.94,30.01,36.68,12.41,Да
1,circle,hexagon,hexagon,high,medium,medium,21.9,53.23,41.74,99.93,89.29,1,circle,triangle,triangle,medium,high,high,43.49,71.37,8.42,59.67,58.25,Да
0,square,circle,triangle,medium,medium,high,36.17,95.55,82.58,8.43,28.49,0,triangle,triangle,square,medium,low,low,99.81,87.44,93.15,39.82,53.26,Нет
0,hexagon,circle,circle,low,medium,high,79.0,3.69,12.92,56.81,68.64,0,square,hexagon,hexagon,high,low,high,69.57,51.0,38.19,45.54,84.23,Да
0,hexagon,hexagon,square,low,high,low,73.89,29.2,12.9,51.54,7.78,0,hexagon,circle,triangle,medium,medium,low,94.96,23.39,16.22,91.93,52.16,Да
0,star,circle,circle,high,medium,low,57.66,6.95,22.44,25.54,40.96,1,square,circle,hexagon,high,medium,medium,27.94,91.2,14.24,75.89,82.74,Да
1,star,square,circle,high,high,medium,14.48,87.92,55.19,94.86,48.67,1,square,star,star,high,low,medium,17.62,79.0,40.74,34.1,54.45,Да
1,hexagon,square,square,medium,low,low,80.33,59.39,25.17,61.92,76.56,0,circle,star,hexagon,high,medium,high,37.66,2.1,63.22,15.43,44.69,Да
1,star,circle,square,high,high,medium,30.75,53.5,50.32,23.02,89.2,0,square,circle,square,low,high,high,26.48,93.94,77.78,74.92,37.12,Да
1,triangle,triangle,triangle,high,high,low,77.16,13.15,30.2,38.4,33.73,0,circle,circle,square,medium,high,low,61.34,94.85,92.46,57.35,17.37,Да
1,square,circle,star,high,medium,low,64.76,48.9,50.62,72.12,52.77,0,square,star,triangle,high,low,low,74.44,35.53,63.57,96.22,58.4,Да
1,hexagon,triangle,square,high,low,low,26.42,39.87,27.76,29.77,64.74,0,hexagon,square,hexagon,high,medium,high,40.21,1.0,42.07,90.84,54.43,Да
0,triangle,circle,circle,medium,low,high,21.24,31.58,98.0,87.96,32.87,1,star,triangle,square,medium,high,high,8.98,55.25,42.19,56.36,97.57,Да
0,circle,star,triangle,low,low,low,13.09,77.22,49.27,16.57,98.55,0,star,triangle,circle,low,medium,medium,2.63,91.37,57.44,6.99,41.24,Да
0,circle,square,hexagon,high,medium,low,24.19,6.13,74.36,26.45,87.58,1,triangle,hexagon,square,high,low,high,21.8,12.44,53.8,3.1,42.15,Да
0,star,circle,triangle,low,medium,high,15.78,64.67,70.05,14.49,29.64,1,hexagon,triangle,star,high,low,medium,73.25,59.05,64.08,83.75,16.39,Да
1,star,square,square,low,medium,high,61.71,82.3,49.06,10.42,50.79,1,square,star,circle,high,medium,high,22.16,73.18,50.34,69.8,59.76,Да
1,triangle,hexagon,square,low,medium,low,59.88,90.73,23.89,30.03,23.08,0,hexagon,square,hexagon,high,low,medium,91.1,13.47,5.9,56.02,84.79,Да
1,circle,star,star,high,medium,high,58.62,74.59,51.07,99.92,51.45,1,square,star,triangle,medium,high,medium,65.16,51.33,50.07,68.89,24.79,Да
0,hexagon,triangle,triangle,high,high,high,64.19,28.25,68.1,9.43,68.33,0,hexagon,circle,circle,high,high,medium,86.21,8.88,2.25,53.98,0.91,Да
0,square,hexagon,square,medium,low,high,81.48,60.05,45.99,21.3,8.55,0,hexagon,circle,square,low,medium,low,38.58,55.81,18.06,57.83,69.15,Да
0,star,star,circle,high,medium,high,91.36,14.14,8.19,27.16,87.01,1,star,triangle,triangle,medium,medium,medium,98.35,44.21,38.74,22.59,3.14,Да
0,triangle,hexagon,circle,high,low,medium,23.04,11.71,1.8,61.91,59.37,0,hexagon,square,triangle,low,low,high,67.95,26.47,55.13,45.55,40.93,Да
0,star,square,triangle,high,medium,low,58.78,63.86,32.79,74.53,98.96,1,triangle,hexagon,triangle,medium,low,high,35.7,85.31,18.48,1.11,61.27,Да
0,triangle,star,star,low,high,medium,7.83,85.11,15.02,75.19,2.56,0,square,star,triangle,medium,medium,high,21.25,38.18,27.63,66.87,38.6,Да
1,circle,hexagon,triangle,medium,low,low,12.01,6.72,90.62,0.86,83.15,0,circle,hexagon,hexagon,medium,low,low,86.65,69.98,37.42,33.23,26.06,Нет
0,star,triangle,star,low,medium,high,65.43,10.6,17.58,65.19,79.2,1,hexagon,hexagon,hexagon,low,medium,medium,31.81,79.07,19.72,65.63,79.93,Нет
0,triangle,star,circle,medium,high,medium,48.66,56.56,39.43,63.07,13.29,1,circle,hexagon,hexagon,low,medium,low,4.44,17.86,99.88,92.65,30.09,Да
0,triangle,star,square,high,high,high,75.83,21.82,71.21,51.77,33.53,0,star,hexagon,square,high,high,medium,27.87,11.91,80.47,59.16,18.0,Да
1,star,hexagon,hexagon,high,low,high,42.57,61.18,81.54,37.92,88.48,1,circle,star,hexagon,low,low,high,17.95,0.78,81.09,32.81,38.84,Да
0,square,circle,square,low,medium,high,12.76,21.45,47.77,79.74,51.85,1,triangle,circle,triangle,high,medium,medium,31.97,30.58,56.89,20.72,13.17,Да
0,hexagon,triangle,circle,low,high,low,87.21,11.65,18.11,34.39,40.13,0,triangle,star,circle,medium,high,low,61.33,81.6,96.13,25.17,69.04,Нет
1,circle,triangle,circle,low,high,high,8.29,54.56,27.09,23.0,90.55,1,star,circle,circle,high,medium,low,50.04,77.28,73.22,98.73,71.01,Да
0,star,hexagon,square,medium,high,low,18.9,86.22,41.9,31.01,9.33,1,triangle,circle,circle,low,low,low,71.09,87.18,33.09,61.54,1.48,Да
0,star,square,square,low,low,low,27.7,68.51,36.46,43.96,47.31,0,square,star,circle,medium,high,low,33.38,76.06,61.05,44.05,69.49,Да
1,square,square,circle,high,low,high,99.53,81.87,34.87,21.41,65.24,1,triangle,star,circle,medium,low,high,11.98,2.4,54.37,23.1,29.9,Да
1,circle,circle,square,medium,medium,low,41.69,26.63,13.19,60.76,60.85,0,hexagon,star,star,high,high,low,16.03,38.55,58.03,77.31,65.62,Да
0,star,circle,hexagon,medium,medium,medium,50.17,88.6,91.33,88.42,26.43,1,triangle,circle,circle,high,low,low,79.73,0.59,81.77,38.74,70.65,Да
1,square,hexagon,hexagon,high,low,low,76.97,37.7,2.98,59.55,56.33,0,square,star,circle,low,medium,low,9.8,3.61,50.96,30.11,27.78,Нет
1,hexagon,square,triangle,low,low,high,63.64,85.24,44.0,44.67,70.86,1,star,square,circle,medium,medium,high,79.81,47.86,72.86,22.23,18.54,Да
0,triangle,triangle,hexagon,low,low,high,84.14,47.12,98.03,79.69,58.49,0,triangle,triangle,square,high,medium,medium,21.26,36.0,25.06,18.56,82.64,Нет
1,hexagon,square,circle,high,high,medium,48.64,26.79,65.97,74.8,68.45,0,square,triangle,star,medium,low,high,67.84,55.85,93.21,27.34,73.92,Да
1,hexagon,hexagon,circle,high,low,medium,97.22,26.03,35.54,36.71,25.61,0,hexagon,square,circle,low,high,high,62.31,6.62,8.64,62.72,83.71,Да
0,hexagon,square,triangle,high,medium,low,79.68,56.77,14.61,60.42,83.28,1,circle,triangle,hexagon,medium,low,high,9.83,58.83,99.36,23.98,43.57,Да
1,hexagon,star,star,high,high,low,40.14,7.9,96.39,72.98,44.97,0,circle,circle,square,high,medium,medium,66.59,6.5,63.27,6.06,45.64,Да
0,triangle,hexagon,triangle,medium,low,medium,38.13,93.01,1.4,24.55,98.72,0,star,star,star,low,low,low,44.75,42.37,47.0,35.9,34.42,Да
1,circle,star,star,medium,medium,high,92.95,27.15,68.14,36.63,2.33,1,star,star,hexagon,low,high,high,70.72,35.24,31.08,58.49,49.91,Да
1,circle,hexagon,star,low,low,high,68.44,33.56,88.01,10.58,38.03,0,circle,star,hexagon,medium,medium,low,83.55,22.39,40.51,6.02,64.66,Да
0,square,triangle,square,medium,medium,medium,62.14,23.33,2.52,98.77,18.05,0,circle,square,square,high,low,low,3.95,31.2,78.24,45.26,81.45,Да
1,square,hexagon,hexagon,medium,high,medium,75.78,0.3,72.52,8.59,55.56,0,star,square,hexagon,medium,medium,medium,64.8,0.05,13.94,5.23,18.32,Да
1,star,hexagon,star,medium,high,high,56.08,69.26,99.88,16.86,24.32,0,circle,circle,triangle,medium,low,medium,10.5,32.41,25.27,76.82,40.54,Да
1,hexagon,hexagon,square,high,medium,high,15.92,59.06,63.96,47.98,73.75,1,triangle,square,square,medium,low,high,37.89,7.84,12.37,87.19,46.12,Да
1,hexagon,hexagon,triangle,medium,medium,low,31.92,80.96,41.47,86.53,88.19,1,square,star,square,high,medium,medium,1.27,92.13,42.67,96.38,48.8,Да
1,triangle,circle,triangle,low,high,medium,55.79,4.1,87.44,35.59,21.09,1,star,circle,triangle,medium,high,medium,32.86,7.43,38.72,69.13,54.2,Да
0,hexagon,star,star,medium,high,medium,1.82,92.87,55.42,76.86,16.07,0,square,circle,square,medium,medium,medium,16.94,95.31,64.88,63.21,80.17,Да
1,triangle,hexagon,square,high,medium,medium,43.74,33.09,74.94,67.6,87.54,1,hexagon,star,hexagon,low,high,low,55.63,49.14,99.57,69.41,88.63,Да
0,star,hexagon,circle,medium,medium,high,75.58,91.31,58.78,63.87,36.13,0,hexagon,hexagon,hexagon,low,medium,medium,51.23,51.32,89.24,85.46,15.92,Да
1,square,circle,hexagon,low,low,low,16.42,10.71,3.83,84.5,43.46,0,triangle,star,hexagon,low,medium,high,79.33,78.81,88.04,80.71,71.27,Нет
1,square,square,star,medium,low,high,6.46,74.39,21.31,1.42,22.1,1,hexagon,circle,triangle,high,medium,medium,64.0,69.54,64.57,43.85,47.91,Да
0,star,circle,circle,low,high,medium,83.6,57.94,7.88,92.92,42.53,0,star,hexagon,hexagon,medium,low,high,71.46,23.71,27.06,65.11,41.77,Да
1,star,circle,hexagon,high,high,medium,61.73,35.82,10.67,82.92,23.13,0,triangle,star,triangle,medium,low,high,9.25,2.55,38.41,16.19,11.33,Да
1,hexagon,circle,circle,low,low,medium,17.66,7.91,1.54,93.79,66.59,1,triangle,star,triangle,low,high,medium,2.78,77.84,25.01,69.49,6.41,Нет
1,square,hexagon,square,low,low,medium,80.63,60.47,42.12,79.36,49.89,1,star,hexagon,triangle,medium,medium,low,96.95,12.97,13.51,73.08,97.78,Да
1,circle,circle,star,high,high,medium,65.81,2.64,17.87,87.86,78.81,0,circle,hexagon,square,high,low,high,42.7,59.84,43.6,80.13,64.24,Нет
0,star,circle,circle,low,high,high,33.41,50.13,85.57,20.31,31.27,0,square,triangle,star,medium,low,high,39.5,94.26,89.75,81.76,45.24,Да
0,square,circle,circle,medium,medium,low,37.62,60.42,75.0,31.92,50.56,0,star,hexagon,triangle,low,medium,high,3.5,54.94,74.38,43.99,76.18,Да
1,square,hexagon,circle,medium,medium,medium,15.59,73.25,57.32,31.52,25.95,0,circle,square,hexagon,high,medium,medium,11.89,28.56,98.48,90.35,9.11,Да
0,triangle,triangle,star,low,high,medium,83.53,99.13,48.9,10.92,93.45,1,circle,hexagon,triangle,medium,medium,high,94.05,17.88,19.48,98.1,60.74,Да
0,square,triangle,square,medium,low,medium,50.9,26.01,25.59,72.96,52.19,1,hexagon,circle,circle,medium,high,medium,69.48,2.69,50.05,97.8,66.06,Да
1,star,square,square,medium,medium,high,55.7,32.24,47.5,13.62,17.35,0,triangle,hexagon,square,medium,medium,high,40.92,62.32,79.3,58.58,45.21,Да
1,hexagon,hexagon,circle,high,high,high,88.35,34.11,64.12,5.25,27.28,1,triangle,star,hexagon,high,low,low,90.45,55.8,46.05,55.95,25.26,Да
0,square,circle,square,low,low,medium,1.58,73.16,78.22,77.54,8.29,0,hexagon,square,square,medium,low,high,58.99,46.17,35.51,45.73,95.46,Нет
0,circle,circle,hexagon,medium,low,medium,6.69,93.18,8.17,90.47,2.78,1,hexagon,hexagon,square,low,medium,medium,74.65,19.38,81.59,29.98,30.11,Да
0,star,circle,square,low,high,medium,16.16,97.43,70.85,76.41,52.59,1,triangle,square,circle,low,high,medium,43.16,23.66,43.03,33.38,12.48,Нет
0,hexagon,triangle,circle,low,medium,medium,3.0,94.58,74.27,82.54,33.71,0,star,triangle,triangle,low,high,high,43.15,95.85,91.3,21.58,63.05,Да
0,hexagon,circle,hexagon,medium,medium,medium,65.82,87.94,55.9,59.56,96.38,1,star,square,hexagon,low,low,medium,6.84,2.04,26.84,95.57,57.43,Да
0,star,circle,star,high,high,high,63.39,99.1,21.43,88.77,17.13,0,star,star,star,high,high,low,73.4,36.34,89.65,61.98,75.48,Нет
1,hexagon,triangle,triangle,high,low,medium,21.08,37.59,53.92,49.67,79.39,1,star,triangle,square,low,medium,medium,9.91,3.88,27.85,93.45,75.38,Да
1,circle,circle,square,low,medium,medium,14.94,94.83,50.27,98.83,31.6,1,hexagon,hexagon,star,low,high,high,76.43,19.16,28.96,38.71,62.02,Нет
0,square,square,hexagon,high,high,medium,14.57,76.1,47.57,10.34,22.35,0,square,square,star,low,high,low,19.09,93.31,42.06,29.82,20.75,Да
1,star,star,triangle,medium,medium,high,95.32,16.85,46.06,80.92,96.96,1,square,triangle,triangle,high,low,medium,24.74,14.96,51.58,13.27,88.71,Да
1,square,square,star,medium,high,medium,69.35,4.55,11.08,64.14,80.26,1,triangle,hexagon,star,high,low,high,91.79,60.08,41.82,30.02,24.83,Да
0,square,hexagon,triangle,high,medium,high,58.54,21.45,18.29,58.06,63.06,0,square,hexagon,hexagon,medium,low,medium,47.16,34.69,86.21,89.02,9.4,Да
0,hexagon,square,star,high,medium,low,32.25,77.88,9.73,72.58,69.71,1,star,square,triangle,low,high,high,12.52,63.3,79.56,58.23,30.15,Да
0,star,square,circle,low,medium,high,43.3,63.17,24.25,84.03,99.14,1,hexagon,square,star,medium,low,medium,90.51,85.21,30.99,45.25,48.32,Да
1,square,triangle,circle,high,high,medium,8.94,22.44,26.35,86.29,59.32,0,star,triangle,triangle,high,low,medium,45.24,28.65,51.15,56.82,20.72,Да
0,triangle,hexagon,star,low,high,high,99.82,74.19,24.51,17.54,10.19,0,circle,square,hexagon,medium,high,low,13.06,7.86,43.1,89.27,33.37,Нет
1,circle,square,triangle,medium,low,medium,75.51,14.13,21.09,19.7,6.49,1,hexagon,hexagon,square,high,high,low,39.08,20.42,5.61,19.28,51.37,Да
1,hexagon,star,square,high,medium,high,62.15,82.18,73.54,1.62,66.66,1,circle,star,circle,medium,high,medium,58.93,43.91,74.81,96.57,32.29,Да
0,star,square,triangle,low,medium,high,58.78,79.42,81.86,13.18,65.76,0,circle,triangle,triangle,low,medium,high,36.23,51.51,18.17,66.62,8.93,Да
1,star,circle,triangle,low,high,low,50.43,97.26,32.71,26.39,74.82,0,triangle,star,circle,high,medium,high,92.43,94.19,93.41,85.54,19.72,Да
0,hexagon,triangle,square,low,medium,high,25.74,15.03,30.51,72.1,10.88,1,circle,star,square,high,high,medium,26.97,1.61,39.78,52.54,79.42,Да
0,square,circle,triangle,low,high,low,22.64,90.66,84.4,47.58,94.49,1,square,hexagon,hexagon,high,low,medium,17.58,75.76,62.23,23.66,95.43,Да
1,hexagon,hexagon,triangle,medium,low,low,54.95,34.11,62.39,75.79,55.12,0,square,star,square,low,high,low,22.1,7.25,81.83,56.74,14.84,Да
0,star,hexagon,hexagon,high,medium,high,7.02,41.61,29.34,48.65,64.96,1,circle,circle,circle,low,medium,medium,8.37,7.79,18.03,6.79,68.1,Да
0,triangle,triangle,star,low,high,high,7.45,46.84,71.36,55.56,3.49,1,triangle,triangle,hexagon,high,low,medium,45.23,65.41,54.11,85.22,90.56,Да
0,square,square,circle,high,high,high,56.08,62.69,34.46,11.11,96.1,0,circle,hexagon,star,high,medium,high,87.83,90.89,23.74,64.96,29.91,Да
0,hexagon,hexagon,star,high,medium,low,91.98,99.48,58.66,77.66,56.26,1,hexagon,square,star,low,medium,low,30.53,28.77,50.97,28.29,82.95,Нет
0,star,star,triangle,medium,low,medium,91.43,60.0,99.26,75.81,56.34,1,hexagon,hexagon,triangle,low,medium,low,25.83,26.93,57.94,27.45,90.49,Да
0,star,triangle,square,high,high,medium,1.08,92.67,30.16,30.76,94.36,0,hexagon,square,star,low,medium,medium,83.74,61.77,16.91,90.28,29.95,Нет
1,star,circle,square,medium,medium,low,10.74,25.5,93.05,32.86,92.94,1,hexagon,hexagon,circle,low,low,low,30.6,77.63,58.08,84.09,5.67,Да
0,triangle,star,circle,medium,low,low,58.31,39.84,32.07,21.97,22.03,1,circle,circle,star,low,high,high,47.69,86.9,45.49,76.31,91.68,Да
1,square,triangle,circle,low,high,high,84.85,50.45,54.03,81.38,93.11,0,star,triangle,triangle,low,low,medium,3.12,24.97,52.2,41.48,33.05,Нет
0,hexagon,star,circle,medium,low,high,95.44,32.29,46.0,74.7,73.66,0,star,star,hexagon,medium,high,medium,28.71,74.02,90.5,87.25,1.37,Нет
0,square,triangle,square,low,high,medium,86.06,97.69,78.32,60.91,1.89,0,hexagon,hexagon,star,low,high,high,13.06,30.72,48.38,24.69,47.49,Нет
1,star,circle,triangle,medium,medium,medium,67.76,72.57,6.11,23.88,23.98,1,triangle,triangle,triangle,low,low,low,10.58,54.48,47.61,2.43,11.59,Да
1,triangle,square,circle,medium,medium,medium,20.05,47.89,62.71,17.19,41.3,1,triangle,triangle,star,high,high,low,43.14,19.09,47.04,43.28,90.17,Да
0,triangle,triangle,circle,high,medium,high,7.26,75.13,76.07,5.03,58.28,1,circle,triangle,star,high,low,high,27.73,14.6,62.31,91.95,15.5,Да
0,star,hexagon,square,low,low,high,4.75,46.74,47.21,4.56,70.13,1,star,triangle,circle,medium,low,high,16.64,93.53,36.75,57.12,30.44,Да
1,square,circle,triangle,high,low,low,61.21,1.72,10.53,18.71,21.02,0,circle,triangle,triangle,low,high,high,51.15,54.72,80.14,22.94,79.05,Да
1,square,circle,circle,medium,medium,high,3.62,54.32,24.48,10.05,83.67,0,square,star,triangle,high,high,high,78.4,0.46,28.61,65.08,80.63,Нет
1,triangle,star,triangle,low,high,medium,73.92,62.52,67.97,55.61,84.57,0,hexagon,star,square,high,medium,low,73.49,79.34,29.95,74.5,90.13,Да
1,circle,hexagon,hexagon,medium,low,low,71.25,98.12,89.54,35.81,63.5,1,square,hexagon,square,medium,high,low,25.08,69.09,58.88,55.03,49.74,Да
0,triangle,star,circle,medium,low,high,7.96,4.08,42.16,44.49,92.11,0,square,square,triangle,low,high,high,26.31,32.59,25.99,84.26,98.67,Да
1,triangle,circle,circle,high,high,medium,90.66,51.21,56.04,59.41,81.3,1,triangle,hexagon,circle,high,high,high,73.19,46.4,8.99,59.24,51.62,Да
0,hexagon,triangle,square,low,high,high,52.19,9.82,22.84,65.91,22.16,1,star,triangle,star,low,low,medium,55.72,44.99,20.56,9.6,79.07,Да
1,triangle,hexagon,hexagon,low,medium,low,90.44,14.9,41.22,64.82,79.87,1,hexagon,square,hexagon,medium,medium,medium,74.24,27.48,91.37,80.95,36.19,Да
0,circle,circle,hexagon,low,low,high,90.16,61.05,33.68,26.09,95.32,0,circle,hexagon,star,medium,medium,low,0.14,98.06,1.07,14.64,94.13,Нет
1,triangle,hexagon,hexagon,medium,high,medium,19.7,23.16,65.55,80.96,13.76,1,hexagon,square,hexagon,low,low,medium,8.71,54.39,13.35,88.28,68.5,Да
0,square,triangle,star,low,high,low,38.06,74.92,98.47,91.77,97.87,1,circle,star,circle,medium,high,medium,80.2,89.73,75.8,52.18,7.71,Да
1,hexagon,square,square,medium,medium,medium,13.46,51.42,81.33,31.59,2.5,0,circle,triangle,square,high,high,medium,85.11,58.54,97.99,73.19,10.85,Да
1,hexagon,star,square,medium,medium,low,77.5,21.82,19.22,1.71,52.22,0,star,square,triangle,medium,low,low,34.34,69.02,68.82,97.21,89.08,Да
1,triangle,star,circle,medium,low,high,50.41,49.38,57.77,89.92,77.39,1,square,circle,circle,medium,medium,medium,95.83,2.95,92.23,43.19,80.96,Да
1,hexagon,circle,square,low,high,high,92.88,0.09,6.64,92.35,79.04,1,circle,triangle,hexagon,low,low,high,30.16,51.18,85.52,45.97,33.01,Нет
0,hexagon,circle,circle,high,medium,medium,20.82,86.27,24.69,5.09,73.47,1,star,star,triangle,high,low,low,89.03,72.13,48.0,82.58,52.16,Да
1,triangle,triangle,circle,medium,low,high,68.84,1.27,17.22,0.5,52.94,0,square,star,hexagon,low,high,medium,42.17,12.19,33.35,11.02,85.27,Да
1,circle,circle,star,high,medium,low,98.92,0.7,33.55,81.64,65.1,0,square,hexagon,star,low,low,low,56.18,67.83,63.22,2.77,10.34,Да
1,triangle,circle,square,low,low,high,66.54,61.15,67.88,30.15,69.99,0,hexagon,circle,star,low,low,medium,64.33,8.43,53.36,60.43,13.81,Да
0,square,circle,square,low,high,high,6.88,97.35,49.94,91.46,49.45,0,hexagon,square,star,medium,low,low,13.31,80.7,2.58,16.75,71.55,Да
0,star,hexagon,star,low,medium,high,58.84,85.59,93.29,21.67,59.57,0,hexagon,hexagon,triangle,medium,high,high,3.71,97.78,95.73,25.57,8.22,Да
1,circle,hexagon,star,low,low,high,17.98,25.2,21.27,86.12,84.64,1,triangle,star,square,low,high,medium,42.68,62.67,57.02,97.63,35.26,Да
0,triangle,square,square,low,low,high,3.05,19.67,36.42,6.86,31.29,1,square,square,square,medium,medium,medium,16.04,7.71,87.45,65.31,25.18,Да
0,circle,hexagon,square,high,high,high,33.5,62.61,32.99,26.06,52.32,1,triangle,star,hexagon,medium,medium,low,54.89,58.68,73.46,85.58,76.03,Да
0,star,star,circle,low,medium,high,26.61,82.26,23.6,97.31,0.85,1,hexagon,star,square,low,medium,high,45.36,74.09,34.08,89.78,0.24,Да
1,hexagon,square,triangle,low,low,high,78.88,36.21,99.32,23.12,68.74,0,star,circle,square,high,high,medium,12.21,93.31,90.12,12.14,11.54,Да
0,hexagon,circle,circle,low,low,medium,37.37,43.24,38.72,13.3,19.54,0,hexagon,triangle,hexagon,high,medium,high,66.58,4.55,79.04,92.78,9.9,Да
0,star,star,hexagon,low,low,medium,73.3,11.55,94.05,85.71,48.1,1,circle,square,hexagon,medium,low,medium,2.05,77.5,42.98,86.65,31.81,Да
1,hexagon,square,hexagon,low,low,high,1.62,15.28,39.05,11.78,21.02,1,star,circle,hexagon,high,medium,high,12.64,13.26,84.05,4.53,23.25,Да
1,circle,square,triangle,medium,medium,medium,1.48,56.84,20.41,9.75,2.35,0,star,star,triangle,high,low,medium,70.02,79.06,27.16,97.72,22.83,Да
1,hexagon,star,star,medium,medium,high,2.93,10.27,11.92,32.34,48.32,1,square,star,hexagon,medium,medium,low,52.79,88.87,67.07,45.83,37.04,Да
0,star,square,hexagon,high,low,high,21.94,20.2,85.56,63.53,42.48,1,triangle,circle,triangle,high,high,low,28.19,86.12,11.46,97.45,21.4,Да
1,star,star,star,low,medium,high,37.4,23.47,3.21,71.07,42.51,0,circle,square,triangle,medium,low,high,18.02,65.29,86.58,82.39,10.62,Да
0,star,square,star,high,medium,medium,60.78,44.39,96.44,88.12,20.88,1,star,star,triangle,low,low,medium,64.23,50.08,72.94,44.01,58.33,Да
0,square,square,circle,high,high,low,98.59,4.56,41.82,54.09,94.72,0,triangle,square,hexagon,high,high,medium,20.56,87.46,15.26,51.16,95.17,Нет
1,circle,square,star,low,high,high,35.44,49.98,24.74,39.34,0.35,1,triangle,circle,square,low,low,high,98.46,51.91,2.13,27.51,60.72,Нет
1,star,star,triangle,low,low,high,5.57,92.87,61.74,35.88,89.15,1,circle,star,square,low,medium,medium,86.93,19.01,38.99,48.69,75.7,Нет
1,circle,square,circle,medium,high,low,19.49,2.45,13.29,84.69,73.69,1,circle,hexagon,hexagon,medium,high,low,13.22,94.28,67.53,10.75,97.22,Нет
1,square,hexagon,triangle,low,medium,medium,89.79,63.1,7.21,72.38,17.21,0,hexagon,hexagon,square,high,low,medium,85.92,37.33,28.31,90.86,15.32,Да
1,circle,hexagon,star,medium,low,low,69.94,83.58,82.78,90.54,47.22,0,hexagon,star,hexagon,high,high,low,34.5,62.43,97.33,71.32,45.98,Да
1,triangle,hexagon,hexagon,high,high,high,79.02,31.25,42.47,96.4,98.89,0,star,triangle,triangle,high,low,high,49.0,19.91,93.47,80.52,58.18,Да
0,square,hexagon,star,high,low,low,12.42,13.15,51.83,30.01,64.37,0,star,star,star,high,low,medium,14.28,11.05,59.79,53.11,32.21,Да
1,square,hexagon,triangle,medium,low,high,13.5,4.33,17.67,52.97,12.74,0,star,star,circle,medium,high,high,11.86,55.1,31.56,12.56,61.31,Да
0,hexagon,circle,square,medium,high,medium,11.22,64.39,6.14,63.18,45.76,0,hexagon,star,hexagon,low,low,low,86.55,55.46,89.63,53.72,62.38,Нет
0,star,square,square,low,medium,medium,85.72,55.22,36.78,16.38,46.82,1,star,circle,triangle,high,medium,high,62.99,36.97,80.35,32.92,84.22,Да
0,square,triangle,hexagon,medium,medium,medium,21.0,22.93,50.61,5.33,80.23,1,star,star,star,high,medium,high,46.05,31.17,8.62,1.01,83.25,Да
0,circle,circle,triangle,medium,high,high,64.32,83.16,76.54,86.78,91.62,1,hexagon,star,triangle,medium,low,medium,3.62,37.42,47.63,61.5,14.25,Да
0,triangle,star,hexagon,low,high,medium,51.62,73.55,50.11,53.55,8.22,1,hexagon,circle,circle,high,low,high,92.2,79.51,98.12,85.36,16.89,Да
0,circle,circle,circle,high,high,low,54.44,27.64,78.25,57.08,31.4,0,star,star,square,high,medium,high,37.61,35.77,45.39,71.06,22.24,Да
1,circle,triangle,star,medium,high,medium,19.54,75.34,11.54,55.49,29.84,1,star,hexagon,square,low,low,medium,41.66,92.14,93.29,22.35,26.12,Да
0,triangle,circle,circle,low,low,high,63.52,24.5,6.4,75.5,99.6,0,triangle,hexagon,triangle,high,low,high,28.98,11.3,97.73,81.91,56.45,Да
