obj1_bin_0,obj1_nom_0,obj1_ord_0,obj1_ord_1,obj1_qnt_0,obj1_qnt_1,obj2_bin_0,obj2_nom_0,obj2_ord_0,obj2_ord_1,obj2_qnt_0,obj2_qnt_1,Collision
0,circle,high,low,32.79,99.71,0,hexagon,high,low,31.51,98.37,Да
1,star,medium,high,70.19,25.94,0,circle,medium,medium,9.52,19.01,Да
0,triangle,low,high,4.51,73.55,1,star,low,medium,14.35,44.9,Да
0,star,high,low,38.56,55.14,1,triangle,low,medium,88.32,91.82,Да
1,circle,medium,high,34.32,31.3,1,circle,low,low,10.91,91.47,Нет
1,square,low,high,81.67,16.06,1,square,low,medium,9.57,49.53,Нет
0,hexagon,low,medium,96.71,89.59,1,star,high,medium,94.04,13.48,Да
1,star,low,low,46.09,59.55,0,square,low,low,64.59,81.5,Да
1,circle,high,low,82.48,82.49,0,circle,low,low,10.09,58.52,Нет
0,hexagon,low,high,69.97,54.53,0,circle,high,high,97.17,77.32,Да
0,hexagon,low,high,96.74,22.0,0,circle,high,medium,14.71,46.25,Нет
0,circle,medium,medium,81.11,33.75,0,hexagon,medium,low,76.63,20.39,Да
1,triangle,high,low,7.75,38.15,1,star,high,high,3.49,2.4,Да
1,circle,medium,low,71.33,97.29,0,star,medium,low,62.45,55.91,Да
0,square,high,high,53.55,0.56,1,star,medium,high,54.67,16.1,Да
0,hexagon,low,low,1.64,98.57,0,hexagon,low,high,20.8,18.71,Нет
1,square,medium,high,25.13,98.05,0,circle,low,medium,64.31,43.63,Да
1,star,high,medium,92.18,99.62,1,circle,low,medium,61.71,44.21,Да
1,hexagon,high,high,92.61,47.66,0,square,high,high,79.84,27.44,Да
0,triangle,low,medium,79.89,96.38,0,hexagon,high,medium,87.59,13.19,Нет
1,circle,low,high,98.18,39.56,0,triangle,low,low,51.01,94.5,Нет
1,star,medium,medium,80.65,2.63,0,hexagon,low,low,49.03,13.16,Да
0,square,medium,medium,1.02,22.43,1,square,high,high,62.16,35.08,Нет
1,star,high,low,28.78,94.53,0,square,medium,high,72.92,30.49,Да
0,triangle,medium,high,3.06,1.38,0,square,medium,low,35.62,86.63,Нет
1,circle,low,low,9.41,54.6,0,circle,low,low,50.46,41.01,Да
0,star,medium,low,21.88,7.56,0,triangle,low,high,58.51,12.4,Да
0,square,medium,high,50.36,28.64,0,square,low,low,98.84,1.03,Да
0,star,high,low,84.75,8.81,0,star,medium,low,58.77,72.19,Нет
1,circle,low,low,86.2,85.95,0,circle,low,high,22.42,71.45,Нет
1,star,high,low,61.62,59.11,0,triangle,medium,medium,58.8,41.78,Да
1,square,low,high,92.82,90.21,1,star,high,low,81.95,12.63,Да
1,circle,low,low,50.01,68.84,1,triangle,high,medium,85.74,37.16,Да
0,triangle,high,low,88.9,97.1,1,triangle,high,medium,80.03,58.99,Да
1,triangle,medium,low,45.41,50.99,0,star,low,low,88.82,70.39,Да
1,hexagon,high,high,27.72,63.87,0,hexagon,high,medium,33.48,7.82,Да
0,star,medium,medium,91.64,57.63,1,triangle,medium,high,50.76,55.63,Да
0,square,high,medium,38.79,48.43,1,hexagon,medium,low,77.96,27.61,Да
0,star,high,medium,50.34,84.6,1,triangle,medium,low,26.44,61.73,Да
0,circle,medium,medium,32.89,64.45,1,star,low,medium,37.16,64.81,Да
1,hexagon,medium,low,66.28,80.13,0,triangle,low,low,83.12,91.06,Да
0,square,medium,high,99.5,78.64,1,square,medium,low,77.01,41.04,Да
1,star,high,low,2.55,19.1,0,square,medium,medium,97.12,53.76,Да
1,square,medium,high,89.98,65.02,1,triangle,medium,medium,99.6,26.82,Да
0,circle,medium,low,0.39,19.96,0,star,medium,low,24.07,28.66,Да
0,hexagon,medium,medium,36.42,58.33,0,star,high,low,90.04,4.6,Нет
0,square,low,medium,16.86,67.74,0,circle,medium,high,9.45,28.61,Да
0,circle,medium,high,75.73,99.72,0,star,low,high,70.98,6.38,Нет
0,triangle,medium,low,5.06,3.05,1,hexagon,low,low,22.01,96.39,Да
1,square,medium,medium,55.35,9.12,0,triangle,low,low,30.03,62.43,Да
0,hexagon,low,high,29.49,7.7,0,square,low,high,94.63,17.31,Нет
1,square,low,low,13.37,39.84,1,star,low,medium,26.32,11.68,Да
0,square,medium,high,77.18,82.16,1,square,medium,low,67.32,37.01,Да
1,circle,medium,low,21.74,84.41,1,circle,medium,high,17.81,30.76,Да
1,star,medium,low,22.37,73.7,1,triangle,high,high,9.34,27.93,Да
1,star,medium,low,27.51,89.69,0,star,high,low,33.93,46.82,Да
0,square,low,high,58.68,32.29,1,square,high,low,62.42,91.29,Да
0,hexagon,medium,high,65.97,8.82,0,star,medium,high,24.79,56.81,Нет
0,hexagon,low,low,1.76,5.82,1,circle,high,low,30.02,52.12,Да
1,circle,high,medium,24.19,85.21,0,square,medium,medium,70.87,80.65,Да
1,square,low,low,43.1,73.04,1,square,low,low,10.28,0.4,Нет
0,square,high,high,33.2,69.86,1,triangle,medium,high,44.69,19.74,Да
0,star,low,low,88.42,33.97,1,triangle,medium,high,94.17,49.62,Да
1,circle,low,high,78.77,37.99,1,square,low,low,39.7,70.53,Да
1,triangle,low,low,62.59,95.81,0,triangle,low,high,43.42,48.5,Да
0,hexagon,medium,low,33.8,6.38,1,square,low,medium,73.82,16.37,Да
0,hexagon,low,medium,70.07,77.37,0,hexagon,high,low,77.9,93.0,Да
0,square,medium,medium,84.36,30.96,0,star,high,low,76.96,32.87,Да
1,circle,low,high,59.48,3.91,1,hexagon,high,high,99.79,78.82,Да
1,triangle,low,low,78.45,74.26,1,hexagon,low,medium,7.15,89.14,Нет
0,hexagon,high,high,74.91,33.09,0,star,high,low,98.23,34.64,Да
0,circle,low,low,57.17,72.21,0,square,low,high,95.02,84.53,Да
0,triangle,medium,low,31.22,70.77,0,square,low,low,85.21,71.08,Да
0,square,high,low,74.58,53.48,0,triangle,low,medium,45.41,90.43,Да
0,star,high,medium,20.68,77.74,0,circle,high,high,87.09,25.13,Нет
1,hexagon,low,high,77.95,58.1,1,square,high,low,22.08,93.13,Да
0,hexagon,low,low,80.45,28.66,1,star,low,high,79.17,6.53,Да
1,triangle,high,low,82.21,73.41,0,circle,high,high,18.52,79.37,Да
1,star,medium,high,47.29,58.91,1,star,medium,medium,81.54,43.57,Да
1,circle,low,high,19.25,1.27,0,star,high,medium,61.45,17.79,Да
1,square,high,low,9.97,90.16,1,star,low,low,9.8,7.94,Да
1,circle,medium,medium,74.34,54.56,0,circle,low,high,89.53,38.95,Да
1,triangle,low,medium,88.63,86.86,1,hexagon,low,high,57.8,38.93,Да
1,hexagon,high,low,65.08,88.27,1,star,medium,high,65.62,23.0,Да
1,hexagon,high,medium,14.42,44.5,0,triangle,low,low,28.35,21.55,Да
0,circle,low,high,93.49,50.77,1,square,low,medium,87.16,39.95,Да
0,square,medium,medium,98.91,41.58,0,square,high,medium,54.52,41.01,Да
0,triangle,medium,high,43.34,44.94,0,square,medium,high,42.11,44.24,Да
0,square,high,high,59.48,89.51,1,circle,high,low,53.43,86.88,Да
0,triangle,medium,high,77.72,78.81,0,triangle,low,high,70.33,61.13,Да
1,square,high,high,73.64,12.65,1,triangle,low,medium,69.5,2.04,Да
1,circle,low,medium,96.78,61.03,1,triangle,medium,high,35.76,51.91,Да
1,star,medium,high,11.49,99.59,0,triangle,low,high,38.53,76.25,Да
1,triangle,low,low,58.07,59.56,1,triangle,medium,high,56.22,5.64,Да
1,circle,high,high,69.19,78.59,0,hexagon,high,medium,92.44,42.26,Да
0,hexagon,low,low,89.01,76.91,0,triangle,medium,low,74.54,45.12,Да
0,hexagon,medium,high,87.41,35.03,1,triangle,high,high,39.04,95.4,Да
1,square,low,high,97.8,37.18,0,circle,low,medium,33.7,47.57,Нет
0,hexagon,medium,medium,51.21,72.41,1,circle,high,high,52.36,74.99,Да
0,star,medium,high,83.08,50.0,1,triangle,high,low,87.0,30.29,Да
0,triangle,medium,high,42.73,57.06,0,hexagon,high,high,0.87,77.93,Да
0,square,medium,medium,42.23,71.29,1,triangle,medium,low,71.05,32.27,Да
0,triangle,medium,medium,25.33,77.76,0,triangle,high,medium,29.45,43.0,Да
1,triangle,high,low,81.82,27.15,0,triangle,medium,low,20.84,47.95,Нет
0,circle,low,medium,98.58,14.68,0,star,medium,low,1.21,92.64,Нет
0,hexagon,high,low,25.63,29.18,0,hexagon,medium,medium,89.66,5.35,Нет
1,triangle,low,high,5.61,50.75,1,square,low,low,91.22,19.69,Нет
1,star,low,low,81.55,34.21,0,triangle,low,low,6.14,70.57,Нет
1,star,low,medium,62.02,56.84,0,square,low,medium,52.18,57.76,Да
1,hexagon,high,high,95.97,5.35,0,hexagon,medium,low,15.26,25.15,Нет
1,hexagon,medium,low,25.22,50.98,1,triangle,low,low,75.87,28.92,Да
1,square,medium,low,7.1,36.8,1,square,high,high,66.54,36.73,Да
1,square,high,low,49.24,53.47,0,square,medium,low,29.71,45.03,Да
1,square,medium,high,8.55,42.25,1,hexagon,low,low,11.7,81.8,Да
0,hexagon,low,low,26.18,28.42,1,triangle,medium,low,83.12,1.38,Да
1,triangle,medium,low,12.6,90.41,0,star,low,medium,67.43,89.8,Да
1,circle,medium,medium,22.41,18.48,0,hexagon,high,low,0.68,41.3,Да
0,square,medium,low,10.61,68.14,1,star,medium,medium,62.79,23.05,Да
1,circle,low,high,95.39,92.46,1,triangle,low,medium,81.03,50.84,Да
1,star,medium,medium,27.86,53.87,1,square,low,low,59.08,65.97,Да
1,hexagon,medium,high,44.39,87.64,0,hexagon,high,low,42.47,4.48,Нет
1,star,medium,medium,89.86,12.49,1,hexagon,high,low,58.39,71.58,Да
0,square,high,medium,67.73,49.38,1,hexagon,low,low,61.97,76.08,Да
0,triangle,high,low,61.8,45.7,1,circle,low,low,64.0,16.62,Да
1,square,medium,high,70.56,0.81,1,triangle,medium,low,96.7,16.79,Да
0,circle,high,low,82.88,44.33,0,circle,medium,low,17.86,20.38,Нет
0,square,high,medium,87.77,36.9,0,hexagon,low,medium,62.31,79.66,Да
0,triangle,low,low,64.26,66.98,0,hexagon,high,high,18.8,27.2,Нет
0,triangle,high,medium,89.0,93.83,1,star,medium,medium,21.0,79.59,Да
0,hexagon,high,medium,53.54,8.58,0,circle,low,low,66.93,54.05,Да
0,hexagon,medium,high,27.73,32.75,1,square,high,high,91.6,76.72,Да
1,triangle,low,high,88.01,44.41,1,triangle,high,high,15.9,55.37,Нет
1,triangle,low,high,54.15,45.52,0,square,low,low,96.25,33.58,Да
0,circle,low,high,90.61,77.48,1,square,low,low,31.94,91.07,Нет
0,square,high,low,4.02,44.34,1,triangle,medium,medium,39.13,71.53,Да
0,hexagon,medium,high,39.75,2.72,1,hexagon,low,high,15.37,48.41,Да
1,circle,low,high,94.78,71.01,0,star,medium,high,61.58,63.74,Да
1,square,low,high,24.97,88.48,0,hexagon,high,low,59.64,61.58,Да
1,hexagon,high,medium,94.15,51.39,0,hexagon,medium,low,44.23,35.81,Да
1,circle,low,medium,95.39,58.11,0,circle,low,high,47.61,42.38,Да
1,star,medium,high,88.21,16.29,0,square,medium,high,62.3,31.83,Да
1,star,low,medium,56.37,22.06,0,square,high,low,58.35,99.95,Да
0,hexagon,medium,medium,64.69,23.52,0,square,high,low,37.43,58.01,Да
1,circle,medium,low,86.96,43.07,0,star,low,low,88.41,9.21,Да
1,square,medium,medium,77.59,92.81,0,star,medium,medium,66.77,51.91,Да
1,square,high,low,63.01,52.18,0,star,low,medium,20.54,5.0,Да
0,circle,high,medium,98.23,19.21,1,triangle,low,low,31.99,28.87,Да
1,star,medium,high,68.57,26.61,0,star,high,medium,78.79,44.6,Да
0,circle,medium,medium,97.55,38.4,1,circle,medium,high,10.45,53.43,Нет
0,star,low,medium,5.74,62.33,1,circle,low,high,75.02,97.62,Нет
1,star,low,low,13.9,44.0,0,hexagon,high,low,35.88,98.22,Да
1,square,low,high,45.15,39.24,0,hexagon,low,high,55.17,9.81,Да
1,hexagon,high,low,38.49,56.47,1,hexagon,medium,high,28.06,53.81,Да
0,triangle,low,high,78.27,24.18,0,hexagon,low,high,98.65,81.71,Нет
1,circle,medium,high,16.06,7.89,0,circle,medium,high,90.58,23.77,Нет
0,star,medium,low,97.61,2.44,1,hexagon,high,high,92.84,75.06,Да
0,circle,high,medium,31.51,25.13,0,circle,high,medium,18.48,87.86,Нет
1,hexagon,high,high,42.89,9.16,0,star,low,medium,84.17,66.25,Да
1,hexagon,low,medium,27.47,33.63,1,star,high,low,53.54,32.77,Да
1,triangle,high,low,57.94,77.29,1,triangle,low,high,70.79,92.31,Да
0,triangle,medium,low,5.86,71.63,1,hexagon,low,medium,21.75,88.35,Да
1,star,medium,low,14.97,61.09,0,star,medium,medium,71.2,71.58,Да
0,triangle,high,low,74.58,85.25,1,star,low,medium,91.43,36.37,Да
1,star,medium,high,18.65,28.21,0,square,medium,high,26.75,79.19,Да
0,square,high,low,23.55,88.51,0,square,low,medium,23.34,31.61,Да
1,star,medium,medium,79.3,39.92,0,circle,medium,low,10.44,25.3,Да
1,triangle,low,medium,9.33,40.09,1,triangle,high,low,26.68,51.5,Да
0,circle,high,high,43.75,40.54,0,square,low,high,53.58,99.71,Да
0,triangle,high,low,2.31,9.81,0,triangle,medium,low,83.27,80.43,Нет
1,hexagon,high,high,34.68,97.55,1,star,low,medium,27.88,72.98,Да
0,triangle,medium,high,69.9,13.85,1,circle,medium,high,62.11,45.2,Да
0,square,low,high,9.01,34.09,0,triangle,medium,low,47.96,31.2,Да
0,star,high,low,88.83,31.93,1,square,low,high,28.86,85.59,Да
0,hexagon,medium,medium,90.95,7.47,0,star,low,medium,51.04,56.77,Нет
1,star,high,medium,10.5,15.23,0,hexagon,high,low,16.8,81.33,Да
0,star,medium,high,99.07,4.49,0,star,high,medium,63.96,48.78,Да
1,triangle,low,high,29.75,29.24,1,square,high,low,11.57,75.4,Да
1,circle,medium,medium,8.41,86.67,1,square,low,high,73.1,86.77,Да
1,hexagon,medium,medium,0.51,33.94,0,hexagon,high,low,17.77,39.14,Да
0,square,high,low,40.85,12.37,0,star,medium,low,99.82,1.36,Да
1,square,medium,high,62.98,64.57,0,triangle,low,low,82.37,25.49,Да
1,circle,high,low,33.22,99.66,0,triangle,medium,high,34.38,91.49,Да
1,circle,medium,medium,83.67,23.23,1,star,medium,low,42.62,68.75,Да
1,triangle,low,medium,71.66,27.96,1,triangle,medium,medium,25.92,73.72,Нет
1,square,medium,medium,35.02,97.18,1,star,low,high,76.71,32.53,Да
0,hexagon,high,medium,73.43,17.88,1,star,low,high,38.07,70.13,Да
1,circle,medium,low,94.05,51.12,1,square,high,medium,75.52,64.63,Да
0,circle,medium,medium,9.31,23.97,0,circle,high,high,1.84,17.84,Да
1,circle,low,high,30.61,93.24,1,square,high,low,13.56,96.87,Да
1,hexagon,high,medium,46.33,98.15,0,triangle,high,high,36.5,35.4,Да
0,square,low,high,49.8,81.47,0,circle,medium,medium,10.89,32.93,Нет
0,hexagon,medium,medium,54.22,31.48,1,star,low,high,60.11,36.92,Да
1,hexagon,low,low,30.06,40.35,1,triangle,high,medium,5.08,9.17,Да
1,triangle,medium,high,66.73,24.23,0,hexagon,medium,high,85.98,62.5,Да
1,circle,medium,low,64.51,89.08,0,triangle,low,medium,76.13,23.86,Да
1,square,low,medium,57.78,91.46,0,circle,low,high,21.63,80.33,Да
1,triangle,low,low,11.38,41.89,1,circle,low,low,48.38,39.42,Да
0,triangle,medium,medium,47.7,65.65,1,star,medium,medium,45.18,45.86,Да
1,star,low,low,35.62,16.56,1,hexagon,high,medium,72.49,64.64,Да
1,circle,low,low,49.1,43.49,1,star,low,high,40.15,76.19,Да
0,square,medium,high,92.19,63.15,0,hexagon,medium,high,3.29,23.11,Нет
0,square,high,medium,48.05,38.54,1,hexagon,low,high,27.37,96.63,Да
1,square,low,low,1.4,35.76,0,star,medium,low,46.62,62.23,Да
0,circle,low,medium,43.88,0.1,1,triangle,high,high,97.45,0.56,Да
0,square,high,high,82.06,80.43,1,square,high,medium,88.12,41.56,Да
0,hexagon,low,low,78.01,88.93,1,hexagon,low,high,18.14,43.68,Нет
1,hexagon,medium,medium,51.34,96.95,0,circle,high,low,72.33,80.92,Да
1,circle,low,low,24.98,71.93,0,star,high,high,93.68,30.51,Да
1,square,medium,low,46.51,54.88,1,triangle,medium,high,0.88,33.12,Да
0,star,high,low,56.37,26.93,0,hexagon,medium,medium,72.09,7.05,Да
1,star,high,low,99.99,99.93,0,triangle,low,high,45.93,28.35,Да
1,star,high,high,64.42,58.98,1,star,medium,low,68.02,71.7,Да
0,hexagon,low,high,69.43,68.12,1,circle,high,high,60.56,63.48,Да
1,star,high,medium,49.15,68.24,0,hexagon,medium,high,98.47,8.14,Да
0,square,low,medium,35.45,84.53,1,hexagon,high,medium,28.88,11.47,Да
0,square,low,low,81.3,0.97,0,triangle,low,high,78.61,37.69,Да
0,star,low,low,49.49,22.02,0,star,high,medium,23.46,74.38,Да
0,triangle,high,low,99.47,66.55,1,square,medium,medium,43.56,83.29,Да
1,star,high,high,45.71,89.51,0,hexagon,medium,high,97.54,1.46,Да
1,triangle,low,low,6.8,68.53,1,circle,medium,medium,76.61,32.9,Да
1,circle,high,medium,68.26,41.35,0,hexagon,medium,medium,31.58,42.43,Да
0,circle,low,low,4.66,36.16,0,hexagon,low,high,61.94,91.11,Нет
1,square,high,high,25.05,73.79,0,square,high,high,4.97,50.14,Да
1,hexagon,medium,low,35.37,74.12,0,square,medium,low,26.64,26.97,Да
0,square,high,high,73.95,60.71,0,star,high,low,71.84,39.0,Да
0,square,high,high,49.42,29.15,0,hexagon,low,medium,57.01,43.64,Да
1,hexagon,high,high,2.86,92.52,1,hexagon,high,medium,46.97,67.0,Да
0,square,low,high,61.68,55.19,0,triangle,medium,high,69.09,4.11,Да
1,hexagon,low,medium,41.14,79.05,0,triangle,high,low,39.85,38.95,Да
0,square,medium,high,92.18,21.43,0,circle,medium,low,2.62,64.66,Нет
0,circle,medium,medium,49.96,34.4,1,circle,medium,high,44.1,28.33,Да
1,triangle,medium,medium,70.9,87.46,0,triangle,low,high,90.21,59.18,Да
0,square,low,low,21.89,5.01,0,circle,low,high,85.66,35.73,Нет
0,triangle,medium,low,76.1,51.23,0,hexagon,high,high,40.9,75.87,Да
0,star,medium,high,72.1,48.17,1,square,high,low,2.22,6.06,Да
1,square,high,low,90.41,75.12,1,hexagon,medium,high,63.63,91.8,Да
1,circle,medium,high,3.38,28.19,1,triangle,medium,high,74.12,17.16,Да
1,hexagon,high,low,44.75,21.91,0,star,medium,low,29.42,15.85,Да
0,circle,low,high,67.92,92.61,0,star,medium,high,47.67,84.06,Да
0,triangle,low,low,9.52,57.17,0,triangle,low,low,99.19,86.93,Нет
0,hexagon,high,low,41.06,10.47,1,hexagon,medium,low,57.63,9.3,Да
0,circle,medium,medium,94.21,19.3,0,circle,low,high,35.11,90.87,Нет
1,circle,low,low,43.59,99.88,1,circle,high,high,62.75,27.33,Нет
1,circle,high,low,98.54,19.56,1,star,high,medium,18.0,61.86,Да
0,hexagon,low,high,5.68,61.05,0,triangle,low,medium,19.93,6.86,Да
1,circle,low,medium,71.78,42.01,0,triangle,medium,low,92.49,38.07,Да
1,circle,medium,high,58.1,88.56,1,square,high,low,23.92,45.07,Да
1,triangle,low,low,50.05,75.52,0,star,low,medium,31.08,59.98,Да
