obj1_bin_0,obj1_nom_0,obj1_nom_1,obj1_ord_0,obj1_ord_1,obj1_ord_2,obj1_qnt_0,obj1_qnt_1,obj1_qnt_2,obj1_qnt_3,obj2_bin_0,obj2_nom_0,obj2_nom_1,obj2_ord_0,obj2_ord_1,obj2_ord_2,obj2_qnt_0,obj2_qnt_1,obj2_qnt_2,obj2_qnt_3,Collision
0,circle,square,high,medium,medium,85.13,40.18,12.82,67.12,0,circle,square,high,low,low,56.51,10.44,0.31,40.29,Да
0,square,circle,high,high,medium,79.85,7.63,12.29,3.14,1,hexagon,star,low,medium,low,94.87,98.27,30.35,93.52,Да
1,star,square,medium,medium,high,26.72,73.27,61.96,72.65,0,triangle,circle,medium,medium,medium,90.22,86.02,10.86,1.18,Да
1,square,star,high,medium,high,24.45,61.69,67.55,83.58,1,square,hexagon,low,medium,high,87.57,68.79,47.28,58.79,Нет
1,star,star,low,high,medium,22.73,0.29,77.73,41.52,1,square,square,low,high,medium,80.14,93.87,67.71,50.14,Нет
1,star,hexagon,low,low,medium,33.92,0.94,55.67,76.49,0,hexagon,hexagon,medium,medium,high,94.34,72.23,87.45,87.34,Да
0,triangle,square,medium,medium,medium,49.82,80.88,64.58,17.46,0,circle,star,medium,low,medium,9.85,19.05,74.92,8.4,Нет
1,square,square,low,high,low,43.87,25.94,1.35,32.23,0,triangle,triangle,high,medium,low,26.51,44.22,93.86,68.15,Да
0,square,circle,low,medium,medium,21.83,63.61,16.22,97.43,1,hexagon,hexagon,high,low,medium,49.51,7.15,5.39,68.01,Да
0,triangle,circle,low,medium,low,13.05,45.42,98.49,98.63,0,hexagon,circle,low,low,medium,84.65,38.97,1.22,66.91,Нет
0,hexagon,hexagon,low,medium,medium,1.26,86.34,7.6,51.26,1,square,square,high,high,high,50.52,74.16,66.13,94.23,Да
1,square,triangle,high,medium,low,15.4,91.7,67.88,93.43,0,triangle,circle,low,medium,high,74.8,38.64,28.94,82.31,Да
0,circle,triangle,low,medium,medium,70.54,99.68,17.61,52.27,0,circle,hexagon,low,high,medium,13.9,33.03,25.35,4.2,Нет
0,triangle,triangle,medium,low,medium,24.36,15.37,71.67,29.16,1,square,triangle,high,medium,high,25.24,59.54,33.09,47.11,Да
1,square,square,medium,low,medium,46.86,86.3,70.6,26.69,0,hexagon,triangle,high,medium,high,73.18,87.22,26.98,39.8,Да
0,hexagon,square,low,high,high,59.13,26.6,23.42,92.95,0,square,circle,high,medium,high,16.47,4.76,51.14,31.01,Да
1,square,star,medium,low,high,88.68,59.08,26.96,17.24,1,square,star,medium,medium,high,35.14,38.55,44.01,45.13,Да
1,star,square,low,low,medium,88.89,50.58,65.48,57.96,1,star,star,low,medium,high,26.49,15.82,51.24,38.42,Нет
1,circle,square,medium,low,low,74.57,1.8,39.01,55.55,1,square,triangle,low,low,medium,34.99,69.54,67.27,43.23,Да
0,triangle,square,medium,medium,low,3.52,93.28,19.45,73.96,0,square,circle,low,low,high,70.83,10.57,38.71,97.93,Нет
1,star,hexagon,low,medium,medium,57.51,7.83,73.17,49.92,0,triangle,circle,high,medium,low,36.78,66.48,25.13,8.86,Да
1,hexagon,square,low,high,high,78.66,68.82,15.41,27.23,0,square,circle,high,low,medium,55.53,28.62,16.62,92.22,Да
1,star,circle,high,high,low,1.73,78.5,85.56,16.94,0,circle,hexagon,high,high,medium,9.99,19.89,34.95,48.02,Да
1,star,circle,low,high,high,54.97,79.53,51.47,62.08,0,hexagon,star,high,high,medium,80.5,93.64,74.18,62.37,Да
0,hexagon,star,low,medium,low,85.78,13.55,10.57,71.9,1,triangle,star,high,high,high,36.99,1.85,75.67,83.02,Да
1,star,hexagon,high,low,medium,47.41,44.76,69.41,56.95,0,square,hexagon,medium,medium,low,64.85,43.78,66.69,36.05,Да
0,triangle,circle,low,low,high,0.41,82.94,51.92,73.84,1,circle,square,high,medium,high,72.54,2.16,23.4,43.04,Да
1,square,hexagon,low,medium,low,1.1,30.27,29.81,14.15,0,hexagon,hexagon,low,low,medium,20.97,48.36,58.81,40.95,Да
0,star,hexagon,high,high,medium,41.66,46.77,42.25,88.25,1,triangle,circle,high,low,medium,88.47,50.1,57.07,37.47,Да
1,triangle,star,low,high,medium,15.5,27.28,29.83,58.24,0,circle,hexagon,low,low,medium,61.62,32.17,48.43,92.55,Да
0,square,hexagon,low,high,medium,66.45,46.36,26.3,12.68,0,square,circle,high,high,medium,42.87,13.22,55.0,82.89,Да
1,square,square,high,medium,high,70.88,88.78,16.36,46.19,1,star,triangle,high,high,high,18.23,37.64,49.18,10.9,Да
0,star,hexagon,high,high,high,17.79,45.51,36.28,84.48,0,star,circle,low,high,low,94.23,67.23,56.55,10.81,Нет
0,triangle,star,medium,high,medium,88.85,55.59,25.1,89.76,1,triangle,star,low,high,low,75.51,78.24,71.55,42.79,Да
0,star,star,low,medium,high,44.19,40.4,68.34,26.46,0,circle,hexagon,low,low,medium,20.8,53.08,10.96,9.87,Да
1,hexagon,star,medium,low,low,14.28,46.01,68.39,71.13,0,hexagon,circle,low,medium,low,33.77,58.98,74.96,61.91,Да
0,square,circle,medium,medium,medium,76.43,1.52,50.18,10.0,1,circle,square,medium,medium,medium,80.97,20.06,13.59,14.37,Да
0,star,square,high,medium,medium,79.0,28.37,77.79,3.35,0,star,triangle,low,high,medium,69.57,28.73,6.66,52.24,Да
0,square,circle,low,medium,high,63.93,43.66,84.13,56.04,1,triangle,square,high,medium,low,76.58,16.19,97.61,0.72,Да
0,triangle,triangle,low,medium,medium,85.35,63.38,57.98,69.48,0,square,square,high,medium,medium,44.12,24.93,95.7,31.66,Да
1,circle,square,high,low,low,73.74,45.01,61.89,79.58,0,circle,square,medium,medium,low,71.65,22.49,6.04,67.72,Да
0,star,hexagon,medium,high,high,88.22,33.78,28.29,34.02,0,star,triangle,low,high,medium,38.65,51.94,44.33,48.4,Да
0,star,star,high,medium,high,43.39,38.81,89.49,0.65,0,hexagon,triangle,high,low,low,21.13,56.27,18.62,97.83,Да
0,square,triangle,low,low,medium,74.76,24.23,2.42,47.95,0,triangle,triangle,medium,low,medium,63.27,94.49,48.53,87.41,Нет
1,triangle,square,high,high,medium,99.98,92.45,34.86,1.59,0,square,triangle,high,medium,low,97.6,19.56,83.02,35.91,Да
0,hexagon,circle,low,high,medium,72.49,52.17,72.18,9.2,0,circle,square,medium,low,medium,31.06,64.17,95.06,4.55,Да
0,triangle,star,medium,high,high,11.42,1.34,8.01,32.67,1,hexagon,star,medium,low,medium,46.1,81.73,63.43,84.56,Да
0,star,circle,low,medium,medium,51.83,1.94,18.32,43.72,0,square,star,low,high,medium,67.4,56.02,35.39,91.12,Да
0,hexagon,square,medium,medium,low,58.73,97.3,58.93,27.95,0,star,triangle,medium,high,low,54.15,25.5,60.33,82.06,Нет
1,triangle,square,medium,high,medium,17.42,22.15,56.0,58.19,0,star,hexagon,high,medium,high,84.34,26.26,31.2,12.79,Да
0,circle,triangle,low,high,medium,96.29,80.56,73.89,5.53,1,hexagon,circle,high,medium,medium,76.17,3.93,90.98,99.79,Да
0,square,hexagon,low,high,high,17.56,5.83,81.26,14.46,1,star,hexagon,low,medium,medium,5.83,30.54,87.04,25.86,Да
1,triangle,circle,medium,high,medium,17.76,92.12,12.86,69.53,0,triangle,hexagon,low,high,low,99.84,74.46,55.82,72.42,Нет
1,triangle,triangle,high,high,high,91.52,87.44,1.84,14.21,0,hexagon,hexagon,medium,low,medium,75.24,4.75,32.48,90.8,Да
1,circle,star,low,high,medium,46.52,57.11,68.96,63.98,0,star,star,low,high,medium,86.39,21.93,29.34,23.57,Да
0,star,hexagon,medium,low,low,6.32,0.9,30.14,5.47,1,circle,circle,high,high,medium,65.12,70.62,3.34,90.83,Да
1,square,triangle,medium,high,low,59.82,25.78,62.6,40.74,0,star,hexagon,high,low,medium,85.63,78.27,81.58,30.95,Да
0,triangle,circle,high,medium,high,60.18,40.68,15.05,17.74,1,triangle,triangle,low,low,high,11.24,45.53,45.04,97.64,Да
1,hexagon,square,low,medium,high,6.45,46.01,46.9,10.96,0,square,star,low,medium,high,34.77,69.81,32.51,28.13,Да
0,triangle,star,medium,medium,medium,97.25,29.77,50.44,56.7,1,square,triangle,low,low,medium,87.64,38.8,47.11,95.34,Да
1,square,circle,high,high,medium,54.4,3.29,58.51,92.83,1,star,triangle,medium,low,medium,20.17,15.99,81.87,5.35,Да
0,triangle,hexagon,medium,medium,low,55.98,59.01,51.32,5.48,0,square,hexagon,medium,low,medium,7.82,39.81,12.46,70.93,Да
1,circle,hexagon,low,low,medium,52.01,52.42,49.57,42.16,0,star,triangle,high,low,high,78.81,58.0,85.77,53.21,Да
0,triangle,square,high,high,low,61.07,28.3,33.27,70.75,0,triangle,circle,medium,medium,high,83.55,94.81,89.75,47.79,Нет
0,triangle,square,medium,medium,high,26.43,3.8,7.12,46.27,0,square,triangle,medium,medium,low,16.27,6.88,94.67,22.35,Да
0,hexagon,star,high,low,medium,28.72,99.46,8.95,80.65,0,circle,hexagon,medium,low,low,85.43,50.74,39.75,70.56,Нет
0,circle,star,low,low,high,51.13,48.2,43.38,17.96,0,star,triangle,medium,low,medium,68.68,32.89,21.71,19.08,Да
0,circle,square,high,medium,medium,80.67,75.6,35.58,95.96,0,square,star,high,medium,medium,52.01,50.83,37.36,55.28,Да
0,triangle,square,low,low,low,4.99,45.23,51.61,38.52,1,triangle,star,low,medium,high,83.03,2.4,33.29,25.32,Нет
0,hexagon,hexagon,medium,medium,high,60.34,4.32,30.48,34.16,0,triangle,star,high,low,medium,41.92,31.3,17.62,95.56,Да
0,triangle,square,low,low,high,80.68,30.96,68.79,87.46,0,circle,square,medium,high,medium,19.4,81.99,60.73,2.86,Нет
1,triangle,triangle,medium,high,medium,15.69,32.01,86.4,56.39,1,triangle,star,low,medium,high,28.49,55.39,47.66,19.97,Да
0,square,circle,medium,high,high,1.5,83.84,29.89,51.64,0,triangle,star,low,medium,high,50.52,45.06,86.57,24.23,Нет
0,square,square,low,high,low,31.27,65.42,19.3,72.7,0,square,square,low,medium,high,53.13,28.55,3.21,41.41,Да
1,hexagon,star,medium,high,high,58.81,27.54,11.62,57.98,0,star,star,high,low,high,80.56,29.8,64.39,23.27,Да
0,star,triangle,high,high,high,13.83,96.77,61.63,16.25,0,hexagon,hexagon,low,low,low,79.14,38.31,76.29,49.13,Нет
1,square,star,medium,medium,medium,42.61,32.15,44.39,67.42,1,triangle,star,high,medium,high,58.14,83.56,75.95,87.25,Да
0,star,triangle,low,high,high,55.23,99.82,18.8,13.35,1,triangle,star,high,low,high,78.08,96.72,88.61,71.21,Да
1,circle,square,high,high,medium,59.89,99.62,65.31,80.59,0,hexagon,square,medium,low,medium,19.18,43.87,72.9,58.0,Да
1,square,circle,high,high,medium,27.44,19.12,14.85,98.97,0,triangle,hexagon,medium,medium,medium,5.01,39.34,92.78,8.9,Да
0,square,star,medium,high,high,40.0,31.27,55.43,37.74,1,square,triangle,low,low,medium,87.36,84.66,33.27,69.4,Нет
1,hexagon,triangle,medium,low,low,77.83,48.6,52.71,44.48,0,square,circle,low,high,low,7.56,42.69,50.32,16.64,Да
0,star,hexagon,low,high,medium,94.12,66.41,73.42,4.64,1,hexagon,hexagon,medium,low,high,24.67,55.2,1.41,78.64,Да
0,square,square,high,high,high,86.19,52.8,5.51,1.37,1,triangle,triangle,high,low,high,69.53,23.09,0.7,25.01,Да
0,square,circle,low,medium,medium,56.43,96.94,88.79,92.14,1,triangle,hexagon,high,medium,low,40.94,74.35,24.01,41.7,Да
0,hexagon,square,medium,low,low,41.03,72.4,70.3,12.86,0,star,triangle,medium,medium,high,87.63,53.2,10.08,35.05,Да
1,hexagon,hexagon,high,medium,low,33.3,21.2,21.61,44.58,0,triangle,triangle,high,high,medium,29.8,80.9,26.02,85.88,Да
0,star,circle,low,high,medium,12.5,10.51,18.34,81.54,0,square,hexagon,medium,low,low,1.19,78.07,17.7,12.65,Нет
1,circle,hexagon,low,medium,low,10.66,68.84,43.17,88.93,1,circle,square,medium,high,high,30.07,21.5,2.85,56.56,Да
1,circle,square,low,medium,high,68.84,15.85,81.76,51.94,0,circle,hexagon,low,high,low,57.81,71.56,90.93,14.21,Да
0,triangle,triangle,low,high,high,25.98,78.77,84.29,56.5,0,circle,hexagon,low,medium,low,37.59,80.01,0.82,70.48,Да
0,square,square,low,low,medium,25.47,31.1,52.05,66.97,1,circle,triangle,medium,low,high,53.49,34.61,73.61,90.51,Да
0,star,square,high,low,low,99.82,32.69,86.08,96.14,0,triangle,circle,low,medium,medium,87.66,17.26,15.21,43.46,Да
0,square,square,low,medium,high,18.79,1.08,0.54,60.27,0,triangle,triangle,medium,high,high,91.25,0.26,91.22,48.81,Нет
1,star,star,high,high,high,14.81,70.1,3.52,55.95,0,star,star,high,high,high,26.6,45.09,89.28,92.74,Да
0,star,hexagon,low,medium,high,9.87,11.33,91.18,1.45,1,triangle,hexagon,high,medium,medium,46.21,35.24,65.39,52.1,Да
1,star,hexagon,medium,medium,medium,57.98,77.29,77.53,8.09,0,circle,hexagon,high,medium,high,54.91,55.49,67.22,48.76,Да
0,square,hexagon,medium,medium,medium,62.79,49.19,45.07,57.72,1,hexagon,square,high,medium,high,94.91,18.8,0.53,57.83,Да
0,hexagon,star,low,high,high,36.52,78.43,75.36,93.62,1,hexagon,triangle,medium,medium,high,99.86,85.97,98.49,68.92,Нет
0,square,triangle,medium,high,high,53.54,58.39,95.56,86.67,1,square,square,high,medium,low,23.54,25.78,87.78,10.69,Да
0,star,square,high,low,low,78.84,8.24,77.21,98.26,0,square,hexagon,high,high,low,72.7,22.64,89.51,82.11,Да
1,triangle,triangle,low,high,low,81.81,76.57,84.24,52.78,0,triangle,triangle,high,medium,low,37.8,48.07,65.92,43.55,Да
1,circle,star,high,medium,low,95.79,6.98,76.06,78.79,0,hexagon,triangle,high,low,high,0.81,49.89,34.48,7.23,Да
0,star,hexagon,low,medium,medium,82.43,47.87,16.82,84.04,1,circle,star,medium,high,medium,0.93,21.51,89.36,78.62,Да
1,triangle,square,medium,low,high,56.48,17.23,83.36,64.8,1,circle,star,high,high,low,46.06,27.19,29.15,37.69,Да
1,hexagon,circle,high,high,medium,17.97,75.23,19.51,33.87,0,circle,circle,low,low,medium,48.83,16.97,56.27,10.04,Да
0,star,circle,medium,medium,high,9.98,91.16,89.26,47.0,1,triangle,star,low,low,high,2.26,71.85,9.97,63.38,Да
0,triangle,triangle,medium,low,low,5.45,55.41,45.86,85.79,0,triangle,triangle,low,high,low,68.69,77.01,92.2,88.01,Нет
1,star,hexagon,low,low,low,66.65,52.71,67.7,29.85,0,star,star,low,medium,high,29.4,46.23,14.08,88.78,Да
1,square,circle,high,medium,low,80.75,76.4,49.72,92.37,0,circle,circle,low,high,medium,55.99,71.41,22.49,95.77,Да
1,triangle,triangle,medium,medium,low,50.87,0.51,9.4,22.98,0,circle,hexagon,low,high,low,30.09,73.59,55.81,86.77,Да
1,square,star,low,high,high,5.47,91.78,29.07,74.95,0,triangle,star,medium,low,low,16.71,13.83,76.41,0.21,Да
0,square,triangle,low,low,low,53.55,19.74,98.37,63.06,0,triangle,triangle,low,high,low,40.72,96.62,61.94,38.02,Нет
