obj1_bin_0,obj1_nom_0,obj1_nom_1,obj1_ord_0,obj1_ord_1,obj1_ord_2,obj1_qnt_0,obj1_qnt_1,obj1_qnt_2,obj1_qnt_3,obj2_bin_0,obj2_nom_0,obj2_nom_1,obj2_ord_0,obj2_ord_1,obj2_ord_2,obj2_qnt_0,obj2_qnt_1,obj2_qnt_2,obj2_qnt_3,Collision
0,square,triangle,medium,high,low,82.65,90.27,27.27,12.17,0,circle,hexagon,low,medium,high,77.42,50.16,97.31,95.41,Да
1,triangle,square,low,low,high,72.77,11.39,57.19,31.52,1,hexagon,circle,high,low,medium,35.56,16.72,71.44,14.1,Да
1,star,hexagon,medium,high,medium,39.36,31.54,24.23,66.16,0,star,triangle,high,medium,medium,0.84,68.3,48.1,68.01,Да
1,circle,triangle,high,high,medium,84.76,9.08,83.88,15.74,1,circle,hexagon,low,medium,low,73.44,75.68,91.61,19.19,Нет
0,triangle,square,high,low,low,92.03,40.74,48.06,30.88,1,triangle,circle,low,low,high,99.97,7.17,57.53,24.66,Да
1,circle,square,high,high,low,53.69,91.16,64.29,70.3,0,triangle,square,low,high,low,40.59,85.01,13.5,77.93,Да
1,square,hexagon,low,medium,high,21.5,78.15,79.41,65.08,1,circle,hexagon,medium,high,medium,98.55,82.93,54.75,37.74,Да
0,square,triangle,low,low,medium,91.58,72.29,89.53,9.1,1,square,triangle,low,medium,medium,14.17,47.25,18.1,0.71,Нет
0,star,square,low,medium,low,18.95,53.3,73.21,57.73,1,triangle,circle,high,high,medium,29.65,56.04,76.75,41.42,Да
0,triangle,hexagon,low,high,medium,4.84,88.35,14.88,14.73,1,square,square,high,low,high,17.07,71.34,96.72,22.81,Да
0,triangle,triangle,low,low,high,32.75,44.94,85.45,25.23,1,square,triangle,medium,high,low,47.52,67.67,36.08,68.33,Да
1,square,triangle,low,medium,high,72.7,14.97,61.86,45.92,1,hexagon,square,high,high,high,79.7,1.65,43.49,19.44,Да
1,circle,hexagon,medium,medium,high,92.33,83.76,60.94,10.93,0,circle,triangle,low,medium,medium,34.07,12.24,42.15,84.23,Нет
0,star,triangle,high,medium,medium,63.73,27.96,92.13,99.36,1,circle,star,medium,high,low,90.62,16.26,28.53,26.71,Да
0,hexagon,star,medium,medium,medium,95.18,5.36,24.88,16.54,0,square,star,medium,low,medium,54.48,75.57,79.42,39.3,Нет
0,square,square,low,medium,medium,9.24,12.6,23.96,78.13,0,hexagon,star,high,medium,low,46.54,44.01,61.77,29.8,Да
0,square,square,high,high,medium,6.08,60.91,51.32,82.98,1,triangle,square,low,low,high,78.7,54.55,6.41,64.39,Да
1,star,triangle,high,high,medium,60.42,60.71,75.09,99.45,1,triangle,star,low,high,high,10.14,77.27,83.88,10.12,Да
0,circle,hexagon,high,high,high,96.61,26.02,44.72,42.87,0,circle,circle,low,high,high,77.38,34.1,18.71,47.81,Да
0,triangle,circle,medium,high,high,50.27,72.72,63.39,87.41,0,square,circle,medium,medium,high,24.3,74.89,97.92,33.45,Да
1,square,triangle,high,high,high,5.15,77.36,45.25,95.75,1,hexagon,star,high,low,high,28.08,44.23,37.67,88.41,Да
0,star,circle,low,high,low,22.12,92.05,61.04,17.29,0,hexagon,triangle,high,high,low,59.95,37.72,61.64,7.34,Нет
0,star,triangle,low,high,high,24.48,58.49,82.23,47.94,0,triangle,triangle,high,high,low,90.19,33.3,7.78,82.97,Нет
0,star,circle,medium,medium,medium,33.79,77.94,18.05,6.0,1,triangle,square,low,medium,medium,57.84,96.49,34.47,16.77,Да
0,triangle,triangle,medium,high,high,4.36,75.31,69.54,62.07,0,star,triangle,medium,high,low,64.89,77.2,80.24,8.86,Нет
0,square,hexagon,low,medium,low,90.49,25.78,78.74,58.14,0,star,hexagon,medium,high,medium,77.66,2.02,47.72,20.23,Да
1,star,circle,medium,low,low,51.56,31.02,44.71,20.41,1,square,triangle,high,high,high,25.93,95.74,90.46,10.27,Да
1,triangle,star,high,high,low,67.09,47.85,32.32,79.79,1,star,circle,high,low,low,82.72,77.54,57.51,52.1,Да
1,circle,hexagon,medium,medium,low,6.72,1.9,1.35,3.73,1,hexagon,triangle,medium,low,low,41.8,14.92,92.86,98.82,Да
1,hexagon,triangle,high,low,low,5.41,29.74,79.71,80.62,1,star,square,high,low,high,17.57,7.63,98.26,3.43,Да
0,square,circle,high,low,medium,58.65,47.39,32.79,2.66,0,circle,triangle,medium,high,high,35.01,30.82,45.39,46.11,Да
0,triangle,square,high,medium,high,88.73,10.81,35.73,65.68,0,circle,square,medium,medium,high,24.61,62.42,56.52,38.61,Нет
0,hexagon,hexagon,high,medium,medium,52.85,12.63,33.6,7.88,0,triangle,hexagon,high,medium,medium,22.87,61.65,83.49,33.96,Да
0,hexagon,circle,high,medium,medium,87.78,46.32,49.87,25.12,0,triangle,star,medium,medium,medium,28.26,27.59,22.15,33.19,Нет
0,triangle,hexagon,low,high,low,81.1,73.1,70.25,72.19,0,square,hexagon,medium,low,low,18.09,44.57,86.16,89.5,Нет
0,triangle,circle,low,low,high,7.59,83.37,77.19,28.04,1,circle,circle,high,low,high,66.77,21.19,59.19,1.9,Да
1,triangle,square,low,high,high,20.2,54.63,39.26,51.12,0,square,hexagon,high,low,low,58.0,5.06,72.55,77.49,Да
0,star,star,high,high,high,65.77,47.47,66.31,91.52,0,square,hexagon,high,low,high,64.84,51.7,7.99,25.29,Да
0,circle,square,medium,high,low,44.35,38.43,72.07,4.96,1,star,circle,medium,high,high,34.37,34.7,76.62,38.33,Да
1,star,triangle,medium,low,medium,29.07,19.29,29.69,81.11,0,triangle,circle,high,medium,high,76.97,54.29,31.08,42.01,Да
1,hexagon,hexagon,high,low,high,41.86,14.66,9.66,6.53,0,square,star,high,medium,high,12.96,94.65,80.52,30.47,Да
0,hexagon,star,medium,low,medium,44.52,79.19,89.47,12.68,1,square,star,medium,low,high,57.11,14.34,50.92,9.36,Да
1,hexagon,hexagon,high,medium,high,91.06,46.5,67.71,11.93,1,triangle,triangle,medium,medium,medium,27.55,0.2,27.46,11.43,Да
1,triangle,circle,medium,high,high,10.35,79.03,64.81,99.41,0,triangle,square,high,medium,low,52.76,7.69,95.28,29.81,Нет
0,square,triangle,high,medium,high,27.97,70.41,5.89,18.02,1,circle,circle,high,low,high,32.36,46.27,76.51,82.18,Да
0,star,triangle,medium,medium,high,53.76,19.39,81.79,89.68,0,triangle,hexagon,medium,low,medium,79.05,70.69,98.57,13.46,Да
1,square,hexagon,medium,high,low,69.83,51.03,56.61,99.09,0,star,hexagon,medium,low,medium,89.13,58.08,36.45,74.26,Да
1,circle,triangle,low,low,low,63.06,44.4,84.79,38.38,1,circle,star,low,low,high,74.26,49.49,64.92,28.89,Да
1,circle,hexagon,medium,high,medium,94.16,42.39,97.46,63.1,0,square,square,medium,high,high,17.56,35.4,61.16,88.35,Да
1,star,circle,medium,medium,low,79.56,54.26,95.71,77.91,1,star,circle,medium,medium,medium,27.49,31.0,68.76,42.83,Да
1,hexagon,circle,high,low,high,55.71,98.21,85.61,39.26,1,star,star,low,high,high,91.94,37.63,3.83,17.17,Да
1,circle,hexagon,medium,low,medium,21.47,81.29,1.09,16.18,0,circle,square,high,medium,medium,43.72,61.16,29.17,98.58,Да
0,square,square,medium,medium,medium,45.09,90.37,88.57,43.38,0,square,circle,low,high,high,94.12,16.78,90.93,17.66,Нет
0,square,square,medium,low,medium,69.34,2.96,7.51,77.19,1,circle,hexagon,medium,low,medium,39.25,77.14,42.38,56.76,Да
1,triangle,circle,medium,low,high,83.8,14.03,85.12,78.08,1,hexagon,hexagon,low,high,high,95.18,57.53,96.06,56.93,Да
1,hexagon,star,medium,high,high,95.97,8.48,28.02,23.05,1,hexagon,star,low,low,medium,92.57,26.92,21.35,37.28,Да
0,triangle,square,low,high,medium,60.55,26.32,61.01,17.5,1,circle,square,low,low,low,66.05,50.12,99.74,95.15,Да
1,star,hexagon,medium,medium,low,52.69,44.19,3.81,92.06,0,square,hexagon,low,high,high,0.88,96.28,69.76,84.39,Да
0,circle,circle,high,medium,high,1.77,64.21,77.12,4.4,1,square,square,low,medium,high,40.03,2.05,77.64,82.98,Да
1,triangle,triangle,high,medium,high,7.21,50.08,11.17,73.47,0,triangle,star,low,high,medium,91.12,19.95,39.69,97.42,Нет
1,triangle,triangle,medium,low,low,15.61,90.32,41.07,4.64,1,star,triangle,high,low,high,88.51,44.84,90.7,45.71,Да
1,star,square,medium,medium,medium,5.48,93.99,81.74,83.79,1,circle,square,low,low,low,18.74,63.84,54.55,9.72,Да
1,square,star,medium,high,low,40.09,16.35,69.53,90.54,0,star,square,low,medium,low,39.92,21.22,68.09,76.55,Да
0,square,square,low,low,high,33.69,85.29,0.6,29.74,0,star,star,low,medium,medium,83.55,93.14,9.48,38.08,Да
0,star,star,high,medium,medium,63.74,48.17,40.3,7.39,1,hexagon,triangle,low,medium,medium,57.79,64.26,63.17,19.03,Да
0,square,square,low,low,medium,53.57,45.33,4.19,48.07,0,hexagon,hexagon,medium,low,high,84.73,87.74,87.91,48.32,Да
0,star,triangle,low,low,low,59.6,78.49,67.35,29.85,0,circle,circle,low,high,medium,82.66,32.93,17.83,92.57,Да
1,square,star,medium,low,high,47.2,9.31,96.89,41.71,0,circle,star,low,medium,low,90.75,82.9,73.77,17.14,Да
0,star,triangle,medium,medium,high,27.77,88.25,65.53,66.5,0,square,circle,low,low,low,11.72,37.82,2.54,84.87,Да
0,square,hexagon,high,low,medium,95.28,67.09,22.44,20.98,1,circle,triangle,high,high,high,14.52,25.28,92.62,41.82,Да
0,triangle,hexagon,medium,low,high,8.64,87.53,35.52,35.7,0,square,triangle,low,medium,low,8.28,91.17,98.29,13.68,Да
1,triangle,circle,high,low,medium,93.89,99.45,97.67,78.26,1,square,square,medium,high,medium,93.53,9.22,35.42,84.84,Да
1,square,triangle,low,high,medium,31.12,51.8,22.41,64.38,1,circle,circle,high,high,high,47.52,94.29,10.71,96.96,Да
1,star,triangle,high,medium,medium,51.27,9.33,56.15,32.63,1,square,circle,medium,low,high,6.43,45.85,65.86,29.13,Да
1,triangle,circle,high,high,high,10.88,16.65,40.05,66.43,1,star,triangle,high,low,high,32.15,99.26,2.98,30.35,Да
1,circle,hexagon,high,low,low,7.09,32.36,76.83,76.53,0,square,circle,high,low,medium,35.14,53.96,48.25,39.05,Да
0,square,hexagon,low,low,medium,42.95,10.36,86.74,59.25,1,star,hexagon,low,high,high,80.96,75.75,27.18,81.41,Нет
0,circle,star,low,high,low,74.17,81.53,34.08,23.95,1,star,triangle,low,medium,high,73.55,0.71,47.33,1.04,Нет
0,circle,star,medium,low,low,26.94,29.69,66.04,0.02,0,star,square,high,medium,low,68.94,49.67,1.83,22.4,Да
0,hexagon,hexagon,medium,high,low,56.23,97.59,54.9,80.28,0,triangle,square,low,medium,low,2.19,73.75,5.16,70.59,Да
1,circle,square,high,low,low,27.87,70.26,27.84,82.26,0,triangle,square,low,low,high,91.07,78.28,1.6,40.56,Да
0,circle,triangle,high,low,low,38.86,17.34,27.19,69.76,1,square,circle,high,medium,medium,21.56,15.8,61.91,33.03,Да
1,hexagon,star,low,low,medium,90.64,47.6,53.86,7.66,0,circle,triangle,high,medium,medium,62.91,41.9,56.01,87.23,Да
1,hexagon,square,low,low,high,85.58,46.69,15.4,58.52,1,square,square,medium,low,medium,6.18,41.91,23.32,91.73,Да
0,hexagon,star,low,medium,low,51.6,49.25,81.08,82.1,1,triangle,triangle,high,medium,medium,8.15,10.36,64.66,94.8,Да
0,star,circle,high,medium,high,23.81,53.57,6.9,38.97,1,hexagon,circle,medium,medium,low,0.96,44.3,88.42,27.26,Да
0,hexagon,triangle,high,medium,high,19.32,3.12,9.46,19.8,0,hexagon,hexagon,medium,medium,medium,56.59,80.71,27.73,91.25,Нет
0,star,star,low,high,medium,95.41,68.63,34.22,58.76,1,square,hexagon,low,high,medium,62.94,30.02,83.2,73.7,Да
0,square,hexagon,high,high,low,20.27,48.72,11.81,82.63,1,triangle,hexagon,low,high,high,5.05,43.26,66.25,15.42,Да
1,star,circle,low,high,high,80.82,79.1,47.57,4.89,0,star,circle,high,low,medium,29.05,96.1,3.38,61.03,Да
0,square,circle,medium,high,high,36.9,81.53,39.97,59.7,1,triangle,square,high,low,medium,85.15,3.17,37.51,2.63,Да
1,hexagon,hexagon,low,medium,low,98.57,23.05,72.18,64.32,0,square,circle,medium,high,medium,10.13,59.15,50.78,70.84,Да
1,hexagon,circle,high,high,medium,36.82,4.84,95.3,60.24,0,triangle,triangle,medium,low,medium,21.65,74.34,73.17,73.36,Да
0,square,triangle,high,high,medium,35.15,70.32,75.36,65.0,0,hexagon,hexagon,low,low,low,42.44,76.09,28.71,78.93,Да
1,triangle,star,high,high,low,63.75,97.78,17.94,63.14,0,star,triangle,high,medium,high,84.23,71.59,98.27,17.25,Да
1,star,circle,high,low,high,96.15,44.67,93.55,13.04,0,square,circle,high,low,low,25.48,72.65,68.45,62.82,Да
1,circle,triangle,low,high,medium,97.62,25.96,39.21,23.49,0,square,star,high,low,high,99.71,5.9,37.28,17.89,Да
1,hexagon,hexagon,low,low,medium,70.72,15.67,47.42,61.9,1,circle,star,high,medium,high,35.53,53.41,9.7,94.67,Да
1,star,star,medium,high,high,75.46,28.74,42.16,1.77,0,star,circle,low,medium,high,38.64,78.3,18.14,67.5,Нет
0,star,hexagon,low,high,high,56.34,32.79,28.05,63.47,1,square,square,low,high,high,12.21,9.41,48.76,9.53,Да
0,hexagon,star,medium,low,high,75.58,42.39,89.5,66.54,1,triangle,triangle,medium,low,low,68.02,1.2,49.47,18.7,Да
0,square,circle,low,high,high,85.98,65.54,33.22,23.92,1,triangle,circle,low,medium,high,24.35,81.46,76.77,66.35,Нет
1,hexagon,circle,low,low,low,48.61,27.32,57.86,59.81,1,triangle,circle,medium,low,medium,62.89,71.23,72.62,47.67,Да
1,star,star,high,high,high,61.99,5.1,24.0,53.41,0,triangle,star,low,low,medium,22.32,41.22,20.13,73.63,Да
0,triangle,triangle,medium,high,medium,53.73,37.33,79.74,26.07,1,square,hexagon,low,high,high,38.79,94.04,59.5,28.08,Да
1,square,triangle,high,low,high,56.25,85.56,77.42,46.3,0,hexagon,hexagon,high,high,medium,85.67,76.66,2.06,65.79,Да
1,hexagon,triangle,high,medium,high,89.0,49.84,29.63,90.96,1,star,square,medium,high,medium,73.89,96.79,39.85,17.7,Да
1,circle,square,low,low,low,35.56,96.48,68.16,42.66,0,triangle,square,medium,high,high,15.46,92.93,76.41,54.37,Да
1,hexagon,triangle,low,medium,low,20.82,50.36,70.39,62.98,0,square,square,medium,high,high,60.77,48.13,39.95,95.78,Да
1,star,circle,medium,low,high,45.63,27.59,56.25,3.54,1,square,star,low,medium,high,62.86,75.47,83.56,62.82,Да
0,star,square,medium,medium,low,20.81,19.33,60.06,7.78,0,triangle,circle,high,high,low,9.06,66.92,97.62,5.0,Да
0,circle,triangle,low,high,low,49.84,69.45,57.45,8.13,0,circle,square,low,medium,high,46.58,81.14,60.72,98.88,Да
1,square,circle,medium,medium,low,90.35,53.64,8.19,77.82,0,square,star,high,high,high,26.07,78.77,14.5,15.69,Нет
0,star,square,low,high,low,61.74,60.4,67.03,35.03,0,star,triangle,low,medium,low,46.71,15.32,37.97,71.81,Да
0,square,circle,low,low,high,85.54,75.51,46.98,22.76,1,star,circle,medium,low,medium,77.71,23.37,0.95,53.25,Да
1,square,star,low,medium,low,16.62,72.59,43.85,74.73,1,circle,triangle,low,high,low,15.83,26.57,60.27,29.44,Да
0,hexagon,circle,medium,high,low,90.09,4.34,86.0,17.0,1,square,hexagon,medium,medium,medium,12.33,81.85,82.16,17.73,Да
0,square,square,high,low,medium,60.18,80.26,2.32,24.65,1,circle,hexagon,high,high,low,26.93,81.07,62.99,17.77,Да
1,star,triangle,medium,medium,high,3.18,53.27,25.13,43.09,0,square,circle,medium,medium,high,95.23,49.53,78.61,85.84,Да
0,star,square,high,high,low,63.31,39.17,12.14,33.14,1,square,square,medium,medium,low,74.78,58.08,79.99,87.29,Да
1,triangle,triangle,medium,medium,medium,95.14,53.75,3.53,58.54,1,circle,circle,medium,high,high,1.95,82.69,85.1,46.51,Да
0,square,triangle,high,medium,low,7.92,61.25,27.57,33.78,0,hexagon,square,medium,medium,medium,40.1,31.26,26.67,10.36,Да
0,triangle,hexagon,high,high,high,58.25,14.95,98.85,39.3,0,triangle,hexagon,high,low,high,25.74,5.02,87.13,88.42,Да
0,hexagon,star,medium,high,medium,91.55,41.74,27.02,86.29,1,triangle,circle,low,high,low,63.81,48.26,65.41,48.7,Да
0,triangle,hexagon,medium,low,medium,0.97,33.56,66.37,88.45,1,triangle,circle,low,low,low,45.93,91.37,28.97,43.88,Нет
1,square,square,high,high,high,63.09,35.04,11.83,82.77,1,circle,square,low,medium,medium,96.45,79.05,98.73,40.74,Да
1,star,hexagon,low,high,medium,47.49,9.13,60.18,86.48,0,square,hexagon,low,medium,high,21.9,36.66,95.02,36.5,Да
0,hexagon,triangle,high,medium,medium,34.7,15.98,98.45,56.97,1,square,hexagon,medium,high,medium,58.79,6.48,57.44,52.6,Да
1,square,square,high,high,low,62.75,16.18,29.18,64.62,0,star,square,high,low,high,70.02,63.69,84.32,60.45,Да
1,hexagon,hexagon,low,medium,medium,5.27,37.32,84.81,55.72,0,square,square,high,low,high,82.56,83.45,26.15,46.64,Да
0,circle,circle,high,medium,high,75.31,89.45,99.76,78.56,1,hexagon,square,low,high,medium,40.7,66.49,41.6,89.66,Да
0,square,star,low,high,low,0.45,20.6,58.86,55.1,0,triangle,hexagon,low,low,medium,68.69,42.51,18.4,31.77,Нет
1,circle,circle,low,high,medium,30.69,41.62,30.94,11.11,0,hexagon,hexagon,high,high,high,30.32,12.34,52.01,57.83,Да
1,triangle,square,medium,high,low,50.4,31.16,67.35,80.96,1,triangle,circle,high,high,medium,43.55,91.08,49.6,30.0,Нет
1,square,hexagon,high,high,high,37.7,78.74,84.48,76.06,0,circle,hexagon,medium,medium,high,89.56,27.6,21.28,75.34,Да
1,circle,triangle,high,low,medium,30.75,5.01,17.14,82.03,0,hexagon,triangle,high,medium,medium,94.99,22.43,67.28,10.21,Да
0,star,hexagon,low,medium,high,83.08,19.65,45.25,19.04,0,square,triangle,high,low,medium,71.88,81.6,11.78,18.87,Нет
1,triangle,square,high,low,high,93.48,21.06,31.92,27.16,1,triangle,square,medium,high,medium,37.44,98.12,6.17,80.12,Нет
1,square,square,low,low,medium,87.37,99.3,28.34,29.58,0,star,square,medium,high,low,82.01,66.02,38.49,18.32,Да
1,square,square,high,medium,medium,52.24,57.08,86.08,50.81,0,hexagon,square,medium,high,medium,2.59,62.48,40.98,62.57,Да
0,star,square,high,low,low,88.42,13.9,42.17,13.39,0,circle,circle,high,high,low,10.27,31.94,31.97,97.02,Нет
1,star,hexagon,low,high,high,92.09,27.22,33.91,38.54,1,star,triangle,high,medium,high,66.14,2.04,25.79,52.29,Да
1,circle,circle,low,high,medium,40.92,16.78,60.35,18.22,1,circle,triangle,high,low,high,29.12,19.18,33.88,18.74,Да
0,circle,triangle,high,high,high,28.34,12.46,21.94,26.48,1,triangle,hexagon,medium,medium,medium,95.14,58.44,16.34,32.07,Да
0,circle,triangle,high,high,medium,9.83,79.72,22.99,70.64,1,hexagon,triangle,high,high,low,43.61,15.13,40.35,82.35,Да
1,hexagon,star,low,medium,high,47.91,49.58,52.03,85.48,1,circle,hexagon,high,low,high,42.94,88.38,90.46,35.17,Да
0,triangle,square,medium,high,low,94.63,63.12,40.93,2.29,1,star,circle,medium,low,low,67.81,18.81,22.44,72.35,Да
1,square,square,medium,medium,high,56.09,33.13,29.5,56.59,1,star,square,low,high,low,76.76,52.21,68.45,77.74,Да
1,triangle,square,high,medium,medium,66.76,55.37,5.4,3.61,0,square,square,low,high,high,47.56,51.2,14.18,50.12,Да
0,star,circle,high,medium,low,11.29,25.76,52.08,8.52,0,circle,hexagon,high,medium,low,21.4,60.39,35.39,78.32,Да
0,triangle,square,high,medium,low,14.35,30.8,81.66,70.51,1,hexagon,star,medium,medium,low,77.33,32.74,32.12,31.69,Да
0,triangle,star,low,low,medium,46.45,65.22,85.14,73.56,1,hexagon,hexagon,medium,high,high,32.04,87.35,93.7,51.62,Да
1,circle,star,high,low,low,95.13,15.04,23.54,81.4,1,square,circle,high,high,medium,17.51,44.43,42.8,68.66,Да
0,star,circle,high,high,high,36.08,61.72,59.96,47.42,0,star,triangle,high,medium,medium,63.16,70.02,69.05,16.81,Да
1,triangle,square,high,medium,high,87.75,85.22,85.59,85.98,0,circle,hexagon,low,low,low,9.05,63.59,60.25,27.36,Да
0,square,hexagon,medium,high,medium,12.03,12.04,40.87,16.68,0,star,circle,medium,low,medium,97.14,11.72,14.1,65.2,Нет
1,circle,hexagon,high,high,high,61.7,89.75,93.21,24.97,0,circle,square,high,low,high,63.24,62.26,93.95,65.54,Да
1,triangle,triangle,high,high,medium,60.06,7.94,90.3,13.45,1,circle,star,medium,medium,high,98.59,55.07,34.59,49.33,Да
0,star,circle,low,high,low,85.99,34.89,20.81,79.75,0,circle,star,high,high,high,33.89,89.86,4.48,79.56,Нет
0,square,hexagon,medium,medium,high,0.33,61.05,25.9,22.87,0,star,hexagon,low,low,low,97.12,88.09,30.04,48.21,Нет
1,star,triangle,low,medium,medium,18.99,55.94,18.04,15.55,0,star,triangle,high,high,high,14.56,15.1,33.56,88.13,Да
0,star,star,high,low,high,21.97,9.64,19.61,62.31,1,star,hexagon,low,medium,low,4.07,8.17,9.27,73.59,Да
0,star,triangle,high,medium,low,95.0,79.89,90.79,7.71,1,triangle,star,low,medium,low,3.3,29.46,62.0,31.47,Да
0,hexagon,square,high,medium,low,15.37,97.32,93.11,4.49,1,star,star,high,high,high,46.49,98.66,34.68,39.53,Да
0,square,square,high,high,high,3.7,18.12,5.19,10.67,0,square,square,high,high,high,8.3,2.16,62.91,66.77,Да
0,star,star,high,medium,low,53.45,89.51,59.36,0.02,0,triangle,triangle,low,high,low,51.22,67.29,0.67,89.45,Да
0,hexagon,circle,low,high,medium,52.86,55.68,56.42,69.7,0,circle,triangle,medium,high,high,32.75,60.85,98.2,17.87,Да
0,circle,square,high,medium,high,84.4,93.59,39.05,56.22,1,hexagon,star,medium,low,medium,33.56,64.66,17.05,51.47,Да
1,hexagon,square,high,low,high,94.89,17.61,63.17,20.99,1,triangle,star,low,high,low,63.56,21.83,65.93,11.88,Да
0,circle,triangle,medium,high,low,53.85,79.2,94.74,23.3,0,triangle,hexagon,low,low,low,16.31,22.67,71.58,27.95,Нет
1,hexagon,triangle,medium,medium,medium,93.0,5.98,17.03,81.1,0,circle,hexagon,high,medium,high,76.66,43.06,17.16,68.6,Да
0,star,triangle,high,medium,high,72.52,88.32,12.04,50.18,1,star,square,high,low,high,58.2,9.59,11.17,7.77,Нет
1,hexagon,hexagon,high,high,high,26.46,67.42,3.34,69.85,0,star,star,low,high,low,91.49,7.46,15.26,66.24,Да
1,hexagon,star,high,low,low,92.84,37.03,36.38,45.28,0,triangle,hexagon,low,low,low,36.48,8.84,24.68,90.08,Да
0,star,circle,high,low,low,66.74,19.05,33.76,23.77,0,star,square,medium,medium,low,98.27,57.3,16.82,96.94,Да
0,circle,triangle,high,medium,medium,41.41,81.65,43.08,97.04,1,triangle,triangle,medium,high,high,57.58,39.77,67.4,21.66,Да
0,star,circle,high,medium,medium,68.02,60.32,50.33,56.56,1,hexagon,star,medium,medium,low,97.34,29.36,42.08,74.89,Да
0,square,triangle,low,medium,low,40.13,36.04,75.78,13.1,1,hexagon,circle,low,medium,medium,2.71,31.58,53.78,92.64,Да
1,hexagon,square,low,high,medium,11.42,44.38,39.21,40.61,1,circle,star,low,high,medium,72.8,20.73,4.73,9.14,Нет
1,square,circle,low,high,low,71.9,82.65,33.06,32.93,1,square,hexagon,medium,low,high,81.66,41.15,86.12,41.4,Да
0,star,hexagon,medium,high,high,82.41,33.89,82.69,21.41,1,square,star,medium,medium,low,5.32,20.31,17.06,91.94,Да
1,star,triangle,high,medium,low,72.88,8.96,84.98,93.34,1,star,circle,high,high,low,57.9,69.8,36.02,20.28,Нет
0,triangle,star,medium,low,low,22.91,91.13,23.28,88.09,1,square,star,high,medium,medium,80.19,12.39,7.19,93.38,Да
1,square,square,medium,high,low,95.66,38.73,31.47,19.91,1,hexagon,hexagon,low,low,low,56.1,94.82,13.68,52.72,Да
0,triangle,triangle,medium,low,high,2.53,34.84,82.51,35.21,0,circle,triangle,high,medium,high,6.38,8.98,66.58,9.99,Да
1,square,circle,low,medium,medium,33.27,20.44,7.94,76.23,0,hexagon,hexagon,low,medium,high,69.34,94.35,69.26,44.99,Нет
0,triangle,triangle,high,high,medium,26.01,89.74,32.58,20.85,0,triangle,square,low,medium,high,6.06,83.33,67.7,32.63,Да
1,triangle,square,high,high,medium,4.81,21.75,44.84,59.16,0,star,hexagon,low,medium,low,81.75,68.07,55.21,28.22,Да
0,square,star,medium,high,low,40.57,63.67,18.71,69.98,1,star,square,medium,low,low,4.3,91.23,95.25,54.15,Да
0,star,star,low,medium,low,62.31,88.08,17.99,65.4,0,square,star,high,high,medium,13.74,13.92,50.72,48.36,Нет
1,circle,star,medium,medium,medium,88.26,3.49,42.49,70.64,0,triangle,square,high,medium,medium,27.51,17.63,44.94,48.2,Да
1,star,square,medium,medium,high,98.97,82.88,75.45,70.67,0,square,star,high,low,high,63.34,25.22,24.75,8.81,Да
1,circle,triangle,high,low,high,80.81,41.06,84.02,96.48,1,square,square,high,medium,low,97.64,24.48,9.88,80.23,Да
1,square,square,low,low,high,46.87,65.8,97.92,34.65,0,square,hexagon,medium,medium,low,11.78,31.08,54.82,48.14,Да
1,hexagon,square,high,high,high,72.37,37.24,7.4,87.86,0,triangle,circle,high,medium,high,14.27,57.56,31.49,82.09,Да
0,star,triangle,medium,high,low,84.36,69.55,21.67,2.18,0,square,star,high,low,high,36.89,2.82,52.4,82.46,Нет
1,triangle,hexagon,high,medium,medium,46.53,25.43,75.66,28.82,1,star,square,medium,medium,medium,83.62,38.23,20.61,31.71,Да
1,star,star,medium,medium,high,78.51,2.19,54.06,4.87,0,square,circle,high,medium,medium,46.72,24.64,83.82,0.43,Да
1,square,circle,low,medium,low,48.27,94.78,32.77,65.12,1,triangle,square,high,high,high,32.16,60.66,99.97,91.12,Да
1,hexagon,circle,high,high,low,38.65,1.64,20.56,10.08,1,triangle,square,medium,low,low,56.12,98.52,32.24,76.07,Да
0,hexagon,triangle,high,medium,low,52.61,82.41,28.05,84.57,0,hexagon,square,medium,high,medium,26.05,51.77,84.23,10.73,Да
0,star,circle,high,low,medium,67.59,16.91,42.93,64.66,1,square,hexagon,medium,high,high,40.12,42.57,87.3,70.17,Да
0,star,hexagon,high,low,low,72.69,39.22,17.72,2.88,1,triangle,square,medium,high,low,33.26,36.82,99.61,2.0,Да
0,star,square,high,high,medium,35.67,82.25,96.42,71.48,0,square,circle,low,high,high,80.41,78.49,34.27,2.78,Да
1,square,star,low,high,medium,57.13,20.59,10.76,86.2,1,circle,square,medium,medium,low,92.43,7.2,75.6,52.58,Да
0,circle,circle,low,low,medium,90.99,86.57,98.56,66.11,0,star,triangle,high,high,medium,75.96,95.98,22.88,9.6,Да
0,circle,circle,high,medium,medium,97.63,49.78,84.19,3.05,0,star,star,high,low,low,43.91,41.79,62.48,96.43,Да
1,triangle,triangle,medium,high,low,22.72,36.62,42.32,85.79,0,square,hexagon,high,medium,low,50.43,31.37,70.48,89.38,Да
1,square,triangle,medium,high,low,19.28,66.24,73.98,73.25,1,star,triangle,high,high,high,12.51,97.41,74.11,64.98,Да
1,hexagon,square,high,high,low,67.67,34.14,67.15,37.85,0,star,triangle,low,high,low,74.69,93.59,20.72,6.37,Да
