obj1_bin_0,obj1_nom_0,obj1_nom_1,obj1_nom_2,obj1_ord_0,obj1_ord_1,obj1_ord_2,obj1_qnt_0,obj1_qnt_1,obj1_qnt_2,obj1_qnt_3,obj1_qnt_4,obj2_bin_0,obj2_nom_0,obj2_nom_1,obj2_nom_2,obj2_ord_0,obj2_ord_1,obj2_ord_2,obj2_qnt_0,obj2_qnt_1,obj2_qnt_2,obj2_qnt_3,obj2_qnt_4,Collision
1,star,square,circle,low,low,low,98.91,99.83,93.53,96.89,88.28,0,circle,triangle,star,medium,medium,low,75.73,83.44,53.78,17.66,64.14,Да
1,square,hexagon,triangle,medium,low,medium,67.03,69.5,29.91,69.5,18.41,1,triangle,square,triangle,medium,medium,high,58.61,75.25,5.95,63.5,77.41,Да
0,star,square,circle,high,medium,high,46.35,30.84,35.92,40.13,84.04,1,square,triangle,star,high,low,high,78.27,46.05,55.55,29.17,40.3,Да
0,triangle,square,hexagon,medium,high,medium,61.34,87.69,71.77,19.26,12.16,1,hexagon,triangle,square,medium,high,high,74.62,42.92,79.13,79.15,72.26,Да
0,circle,hexagon,star,medium,high,low,27.25,78.17,61.13,35.61,21.5,1,triangle,star,star,low,high,medium,5.06,89.73,57.38,80.81,68.4,Да
0,square,star,square,low,medium,medium,27.42,1.54,17.85,16.98,3.72,1,triangle,hexagon,square,high,high,high,89.25,28.85,26.53,46.38,96.34,Да
0,circle,hexagon,triangle,high,medium,high,11.36,81.69,37.61,10.63,14.08,1,triangle,triangle,triangle,high,low,high,22.7,24.9,66.75,18.08,21.51,Да
1,circle,circle,square,low,high,medium,11.41,30.05,46.78,90.67,91.73,1,star,hexagon,triangle,medium,medium,low,55.34,93.92,36.15,64.68,55.17,Да
1,triangle,square,circle,low,high,medium,34.77,14.97,41.94,99.77,45.94,1,star,star,triangle,low,medium,high,64.43,80.92,54.49,99.28,60.18,Нет
1,star,triangle,square,high,high,low,76.29,22.63,17.83,16.41,7.77,0,square,hexagon,hexagon,medium,high,medium,16.86,82.06,48.76,62.26,99.86,Да
1,circle,square,square,low,medium,low,60.8,46.86,92.44,5.45,95.97,1,triangle,circle,star,low,high,high,97.62,19.52,38.12,3.58,20.12,Да
1,hexagon,circle,hexagon,low,low,low,10.26,42.49,76.23,32.97,87.9,0,star,triangle,circle,low,medium,medium,48.82,14.33,71.89,1.73,52.32,Да
0,triangle,triangle,hexagon,medium,medium,low,85.22,28.89,48.14,46.17,75.47,1,star,star,circle,high,high,high,5.76,2.6,88.39,32.04,34.62,Да
1,hexagon,triangle,star,low,high,medium,60.14,17.22,68.01,20.48,93.35,1,star,square,triangle,low,high,high,93.73,23.7,0.52,19.58,52.59,Да
0,triangle,hexagon,circle,high,low,medium,96.09,76.22,89.73,30.14,22.01,1,square,star,star,high,medium,high,58.63,77.42,93.36,81.31,23.21,Да
1,hexagon,star,hexagon,low,medium,low,67.02,99.01,13.62,20.09,83.64,1,square,triangle,square,low,high,medium,69.92,24.0,51.15,84.48,4.76,Нет
0,hexagon,hexagon,hexagon,medium,high,low,17.52,77.78,25.04,77.43,69.0,1,triangle,star,circle,high,high,low,52.52,72.91,70.07,25.86,57.26,Да
0,circle,triangle,star,low,medium,high,47.38,29.59,54.27,71.26,86.98,0,hexagon,square,triangle,low,low,medium,83.47,25.19,85.56,32.56,33.59,Да
0,circle,triangle,triangle,low,low,high,64.85,24.48,79.9,63.5,79.69,1,triangle,circle,circle,medium,high,low,3.31,39.53,46.71,23.62,18.19,Да
0,triangle,star,star,low,high,low,2.83,21.77,3.63,38.72,34.65,0,star,triangle,circle,low,low,medium,26.84,98.32,83.5,90.84,32.39,Нет
0,star,square,square,medium,medium,medium,1.49,13.67,98.4,90.9,77.44,0,star,triangle,circle,medium,medium,high,46.96,24.48,17.76,50.26,4.93,Да
0,circle,star,square,high,low,low,12.94,55.13,45.49,96.95,26.25,1,circle,star,triangle,low,low,high,7.66,37.64,15.92,65.61,95.04,Да
1,circle,hexagon,hexagon,high,low,medium,25.17,60.54,35.92,17.36,32.86,0,triangle,hexagon,triangle,low,medium,low,70.59,30.11,65.75,41.55,58.11,Да
0,square,square,hexagon,medium,medium,medium,42.95,70.55,29.27,22.3,10.79,1,star,hexagon,hexagon,high,low,low,39.37,10.96,87.01,63.1,81.48,Да
0,circle,hexagon,star,medium,low,high,48.74,68.02,17.44,52.56,93.51,1,star,square,hexagon,low,low,medium,27.27,48.99,89.24,38.59,42.31,Да
1,star,star,star,low,high,low,13.8,29.23,79.16,9.13,29.1,1,hexagon,circle,hexagon,low,low,medium,0.34,37.87,64.37,33.97,90.33,Да
0,square,square,circle,high,low,low,67.34,33.03,95.54,43.64,52.06,0,circle,circle,circle,low,high,low,71.98,69.49,52.55,63.45,48.33,Да
1,hexagon,star,square,medium,medium,medium,59.61,68.15,41.36,58.18,39.13,1,triangle,star,star,medium,high,low,83.38,81.76,33.14,59.11,57.39,Да
1,hexagon,circle,star,high,high,low,29.45,34.94,95.24,52.21,95.99,0,square,star,triangle,high,high,medium,39.5,54.42,98.0,29.35,49.18,Да
0,square,triangle,triangle,low,low,high,1.37,21.26,82.38,33.09,33.5,1,triangle,hexagon,hexagon,high,high,low,56.42,3.22,31.97,14.93,73.33,Да
0,square,square,circle,medium,low,high,7.76,37.43,48.11,54.24,77.85,1,triangle,circle,star,low,high,low,22.77,61.89,74.42,36.86,56.67,Да
1,square,triangle,star,high,high,low,39.17,27.21,67.4,95.88,85.54,0,hexagon,circle,hexagon,low,low,low,62.22,5.54,53.2,41.52,27.16,Да
0,triangle,circle,hexagon,high,high,low,15.4,8.83,43.5,20.6,43.56,0,triangle,circle,hexagon,medium,high,low,1.21,61.64,60.85,62.87,14.55,Да
1,star,square,star,low,low,high,37.68,83.01,55.87,65.48,37.82,0,hexagon,square,star,low,medium,high,48.86,68.5,39.35,91.45,60.61,Да
0,star,triangle,hexagon,medium,high,low,62.82,85.31,5.8,4.34,74.77,0,hexagon,square,hexagon,high,low,high,64.42,19.78,96.48,3.62,48.92,Нет
1,hexagon,triangle,hexagon,high,medium,medium,54.72,21.98,69.63,6.64,91.29,0,star,star,circle,high,low,low,91.82,81.93,57.17,24.37,9.6,Да
0,hexagon,square,square,low,low,low,23.12,6.48,5.28,55.18,75.49,0,square,hexagon,circle,medium,medium,medium,38.13,91.11,93.78,19.37,39.56,Нет
0,hexagon,triangle,square,high,medium,medium,34.38,73.88,81.71,10.49,22.71,1,hexagon,triangle,circle,medium,high,high,76.52,81.31,0.76,50.23,51.48,Да
1,circle,triangle,star,low,low,low,61.4,21.15,82.49,2.23,88.83,0,circle,hexagon,square,high,medium,medium,59.77,30.51,57.27,42.97,82.69,Да
1,hexagon,square,star,high,medium,low,86.09,39.34,23.71,17.15,38.76,1,circle,square,hexagon,medium,low,medium,92.7,58.66,71.72,72.9,7.61,Да
1,square,triangle,triangle,high,medium,high,75.32,6.41,32.37,56.48,57.62,1,square,square,square,low,low,high,39.84,91.48,74.51,24.24,34.85,Нет
1,hexagon,triangle,circle,low,high,medium,55.34,22.63,48.13,70.33,83.14,1,hexagon,star,triangle,low,low,medium,31.91,32.07,90.5,59.45,82.27,Да
0,square,hexagon,circle,medium,low,high,36.23,79.29,59.67,20.25,18.84,1,square,triangle,star,medium,medium,medium,88.71,82.0,0.44,88.39,64.84,Да
1,triangle,hexagon,star,low,high,low,36.51,80.44,28.74,66.83,78.45,1,star,circle,triangle,high,high,low,4.92,0.95,0.03,91.07,29.0,Да
1,circle,circle,square,medium,high,high,87.94,20.71,59.25,18.25,59.62,0,circle,triangle,square,medium,low,low,13.64,0.36,47.23,95.88,84.53,Нет
0,circle,hexagon,triangle,high,low,low,3.92,33.59,29.78,61.35,89.33,1,triangle,triangle,circle,high,high,low,8.24,75.97,2.93,77.33,49.33,Да
0,star,hexagon,circle,high,medium,low,98.8,13.42,5.55,41.2,17.2,1,circle,triangle,hexagon,medium,low,high,84.31,76.14,97.45,90.6,49.84,Да
1,triangle,circle,star,low,low,low,66.44,7.42,0.25,65.38,42.07,1,hexagon,star,hexagon,medium,high,low,1.06,78.9,22.21,23.45,97.66,Да
0,square,triangle,square,low,low,medium,68.11,99.22,10.12,99.51,83.28,0,square,square,circle,medium,medium,medium,86.17,93.0,47.27,19.76,94.71,Да
1,triangle,triangle,square,medium,low,medium,3.8,65.56,79.23,93.78,1.92,0,circle,circle,hexagon,low,low,medium,45.13,11.79,6.11,0.65,35.85,Да
0,circle,hexagon,square,medium,high,medium,60.55,54.21,96.14,0.43,11.22,0,triangle,triangle,star,low,low,medium,0.4,23.2,52.2,70.68,14.06,Нет
1,square,circle,hexagon,medium,low,high,48.48,76.55,42.7,88.54,99.06,0,triangle,circle,star,high,low,medium,40.16,90.37,38.0,93.75,32.57,Да
0,triangle,triangle,square,low,low,low,10.58,84.01,51.27,6.65,28.04,1,square,triangle,star,medium,medium,medium,18.68,17.72,4.47,18.69,3.05,Да
1,circle,star,star,high,low,high,27.79,80.67,14.68,95.3,97.55,0,square,square,triangle,low,medium,high,62.44,68.22,33.51,63.69,2.08,Да
1,square,square,triangle,low,medium,high,89.03,1.65,55.1,28.18,18.25,1,circle,circle,circle,medium,high,medium,67.94,53.05,39.14,74.65,39.55,Да
0,square,square,star,high,medium,low,55.0,18.68,14.47,38.2,36.11,0,hexagon,hexagon,star,high,medium,high,48.75,8.32,98.99,92.76,94.1,Да
0,circle,square,square,low,medium,high,41.34,65.49,61.12,9.16,75.29,0,star,square,square,low,low,medium,4.05,28.53,20.79,64.69,87.14,Да
1,square,hexagon,triangle,low,medium,low,7.27,37.58,93.33,11.23,65.78,0,triangle,circle,star,high,high,high,65.61,52.04,54.48,97.03,51.14,Да
1,circle,square,circle,medium,high,low,71.41,98.25,19.57,72.67,58.11,0,square,triangle,triangle,low,medium,high,84.2,85.24,98.73,34.47,56.52,Да
0,hexagon,square,circle,high,high,low,70.29,66.54,76.46,94.43,52.99,1,star,triangle,square,medium,high,medium,72.03,70.75,79.2,34.99,0.59,Да
0,hexagon,star,star,low,low,low,61.4,95.65,2.35,61.07,84.34,0,star,square,circle,high,high,medium,83.0,62.19,99.34,54.3,21.55,Да
0,square,triangle,triangle,low,high,high,51.03,20.14,37.55,71.59,23.49,1,star,square,circle,low,high,medium,20.05,49.6,96.83,38.35,2.48,Да
0,square,star,star,high,medium,high,43.38,86.4,11.07,76.2,44.25,1,hexagon,triangle,star,low,low,medium,88.89,29.87,48.95,0.14,75.45,Да
0,circle,hexagon,triangle,low,low,high,59.33,32.14,35.25,26.28,15.55,1,square,circle,square,medium,low,low,32.22,11.92,69.64,73.18,14.56,Да
0,square,square,triangle,high,low,medium,23.34,98.96,17.35,4.52,59.59,1,triangle,hexagon,square,high,medium,low,1.34,40.91,11.04,75.17,86.9,Да
0,star,triangle,star,medium,medium,high,94.13,15.77,37.33,0.19,25.05,1,square,star,star,high,low,high,84.34,2.85,44.11,74.7,64.33,Да
0,hexagon,square,triangle,medium,medium,high,58.88,51.63,41.75,35.06,33.38,1,circle,square,star,high,high,high,94.18,21.11,80.9,34.5,22.94,Да
0,square,square,square,high,medium,medium,31.12,79.28,30.06,24.15,47.13,1,triangle,triangle,hexagon,medium,high,low,65.56,43.25,50.53,52.23,15.77,Да
1,square,hexagon,triangle,medium,high,low,44.97,43.26,65.66,6.23,2.68,0,square,circle,hexagon,low,low,high,23.14,41.86,70.27,36.0,62.76,Да
0,triangle,square,triangle,high,low,low,80.57,46.81,91.89,17.95,9.19,1,triangle,square,star,low,high,medium,25.17,4.43,74.58,1.6,90.08,Нет
0,square,circle,star,low,medium,low,16.16,98.64,40.06,12.45,68.59,0,circle,circle,triangle,high,low,high,46.66,58.91,25.35,56.24,71.84,Да
1,star,triangle,circle,low,low,medium,29.28,42.53,19.23,91.49,42.9,0,triangle,square,hexagon,low,high,high,89.78,54.97,87.57,12.38,34.85,Нет
1,hexagon,triangle,hexagon,high,low,high,67.95,60.41,27.07,14.03,86.48,1,star,triangle,star,high,medium,high,14.96,7.81,45.98,8.0,58.74,Да
1,triangle,circle,triangle,low,high,high,31.55,5.45,85.4,53.76,69.47,1,hexagon,circle,square,medium,medium,low,82.6,94.32,21.02,75.55,31.08,Да
1,circle,hexagon,hexagon,medium,low,high,79.25,84.22,57.16,59.31,0.81,0,circle,triangle,hexagon,medium,low,low,29.13,9.94,86.54,0.95,99.91,Нет
1,circle,square,triangle,low,medium,high,13.05,64.82,45.5,54.35,61.67,0,triangle,circle,triangle,medium,low,high,80.86,85.48,41.78,95.9,74.88,Да
1,hexagon,square,star,low,medium,medium,76.27,40.4,14.96,9.91,9.37,1,circle,square,circle,high,low,medium,92.03,0.03,75.03,51.53,61.44,Да
0,circle,triangle,star,high,low,high,6.84,1.62,44.97,31.88,78.09,1,star,star,square,low,low,high,42.75,88.23,54.8,98.3,42.33,Да
1,star,hexagon,triangle,medium,low,low,1.26,59.17,27.85,5.13,99.15,0,hexagon,star,triangle,medium,low,low,36.51,1.97,38.19,5.8,61.82,Да
1,square,hexagon,star,low,high,medium,89.82,1.27,94.32,39.57,53.12,0,circle,hexagon,triangle,high,high,medium,80.22,75.78,80.99,58.35,34.16,Да
1,hexagon,hexagon,star,low,medium,medium,58.13,0.12,88.41,18.86,68.28,1,star,hexagon,triangle,high,medium,high,52.95,36.17,58.45,34.93,2.89,Да
0,triangle,square,triangle,high,medium,low,35.18,61.61,8.39,56.16,23.73,0,star,triangle,square,medium,high,low,68.44,73.82,39.06,84.35,39.51,Да
1,square,hexagon,circle,high,low,low,23.26,18.9,51.67,69.28,43.76,0,star,circle,triangle,medium,medium,medium,62.28,40.17,10.96,36.12,93.05,Да
0,circle,circle,triangle,medium,low,high,61.69,19.19,22.51,53.21,85.61,1,triangle,hexagon,circle,medium,high,high,15.29,7.09,89.54,26.05,62.63,Да
1,circle,star,circle,low,low,low,50.9,65.33,41.08,43.42,16.74,0,square,square,hexagon,low,high,low,84.48,76.75,3.55,85.76,8.4,Да
1,triangle,hexagon,star,high,medium,medium,99.16,5.37,87.68,38.73,26.55,1,circle,star,square,low,high,medium,19.58,7.13,86.32,37.47,88.5,Да
0,star,star,circle,high,low,medium,98.32,31.34,52.75,84.17,44.54,1,square,circle,triangle,high,low,high,93.23,92.21,36.0,1.68,26.89,Да
0,triangle,square,star,high,high,medium,63.5,14.94,33.42,21.94,71.22,1,star,star,star,medium,medium,medium,25.06,5.1,63.93,39.03,24.38,Да
1,hexagon,hexagon,circle,medium,high,high,44.29,58.02,20.79,73.42,37.59,0,square,circle,hexagon,medium,low,medium,73.39,47.93,92.22,65.45,29.71,Да
0,triangle,triangle,circle,high,low,high,49.11,66.18,80.03,75.75,92.77,1,star,hexagon,square,low,low,medium,28.47,72.3,15.17,25.44,57.72,Да
0,circle,square,triangle,medium,high,low,68.25,72.11,62.45,41.92,9.45,0,star,hexagon,star,medium,high,low,31.78,39.32,56.7,43.2,54.47,Да
1,star,circle,circle,medium,high,high,10.16,25.52,46.81,29.73,37.08,1,hexagon,triangle,star,high,medium,high,31.0,21.72,76.44,5.67,49.14,Да
1,star,circle,star,low,high,high,32.84,8.92,21.75,47.05,70.9,1,hexagon,circle,triangle,medium,medium,medium,74.79,75.91,75.76,58.81,71.75,Да
1,triangle,star,triangle,low,high,medium,7.53,7.87,33.42,9.32,22.6,0,square,square,square,low,medium,medium,55.68,78.43,52.56,75.63,31.65,Нет
0,hexagon,star,circle,medium,high,medium,7.34,42.62,95.98,4.59,65.64,0,circle,hexagon,triangle,high,medium,medium,88.3,92.27,62.47,41.33,78.21,Нет
1,circle,triangle,triangle,low,medium,low,19.58,94.58,52.01,11.16,16.42,0,square,triangle,circle,high,low,low,30.74,37.62,75.75,42.02,17.53,Да
1,square,triangle,hexagon,low,low,medium,48.53,21.77,40.07,18.71,5.6,1,circle,hexagon,star,medium,low,medium,69.2,50.63,84.1,8.83,78.26,Да
0,star,circle,triangle,high,high,high,78.48,25.67,52.14,50.42,12.1,0,square,star,circle,high,medium,low,75.29,36.31,76.18,20.19,66.38,Да
0,triangle,hexagon,hexagon,low,low,low,48.55,10.09,77.9,84.91,93.0,1,triangle,hexagon,triangle,medium,low,low,15.15,25.71,35.4,15.47,68.32,Да
1,hexagon,circle,hexagon,medium,high,low,33.55,60.56,34.01,23.56,55.18,0,triangle,circle,hexagon,medium,medium,medium,40.06,75.1,99.67,48.17,48.16,Да
0,hexagon,circle,triangle,low,medium,medium,8.24,67.99,17.87,93.52,79.63,1,circle,triangle,star,low,low,medium,48.28,33.97,43.45,52.93,66.7,Да
1,circle,triangle,star,high,medium,medium,55.03,64.29,58.49,95.49,33.27,1,hexagon,circle,hexagon,high,high,low,35.57,42.81,2.45,94.89,7.98,Да
0,star,star,star,medium,high,medium,27.13,86.11,66.52,95.89,59.27,1,circle,square,square,medium,high,low,32.21,40.37,36.26,7.32,85.16,Да
1,circle,triangle,star,low,high,low,61.49,48.64,71.27,83.76,49.5,1,square,square,star,medium,medium,medium,68.64,71.27,12.78,59.99,5.55,Да
0,square,triangle,square,medium,high,medium,97.72,13.45,88.2,36.38,94.57,0,star,hexagon,circle,medium,medium,low,21.59,91.78,12.14,52.65,14.87,Нет
0,square,triangle,hexagon,low,medium,high,11.13,28.94,37.12,7.27,74.76,0,triangle,triangle,hexagon,high,low,low,70.94,66.68,28.15,51.62,57.68,Нет
0,square,circle,triangle,high,medium,low,21.21,66.24,7.54,56.88,73.05,1,star,triangle,square,high,medium,medium,93.5,47.16,5.34,87.32,73.94,Да
0,hexagon,hexagon,star,low,low,medium,47.31,61.31,95.83,55.87,4.64,1,triangle,triangle,star,high,medium,medium,56.52,77.92,68.85,20.55,7.63,Да
1,star,circle,star,medium,medium,high,96.86,53.1,43.5,85.0,54.97,0,square,triangle,square,medium,low,high,61.14,64.1,7.4,4.08,92.08,Да
0,circle,square,triangle,medium,high,high,77.18,68.3,62.33,99.6,46.7,0,triangle,hexagon,circle,high,medium,medium,6.89,6.06,20.33,67.23,97.36,Нет
1,circle,triangle,hexagon,medium,low,medium,89.82,63.74,66.63,50.82,92.78,0,circle,circle,star,medium,medium,medium,86.45,9.57,9.29,34.52,60.6,Да
0,square,triangle,triangle,low,medium,high,33.37,88.13,54.65,34.52,25.73,0,star,hexagon,square,high,high,medium,28.54,3.79,6.32,1.76,48.12,Нет
0,star,square,square,low,medium,low,99.2,58.6,20.53,18.59,26.98,0,star,circle,triangle,high,high,high,61.51,45.68,26.78,25.14,74.14,Да
1,star,triangle,square,low,high,low,10.28,77.86,75.51,0.48,41.13,0,square,star,star,medium,high,low,97.91,82.59,57.19,30.93,32.84,Да
0,triangle,triangle,triangle,high,low,high,5.3,24.87,80.38,50.91,24.34,1,star,star,star,high,medium,medium,59.55,31.31,96.47,61.68,49.33,Да
0,star,triangle,hexagon,high,medium,low,85.56,67.82,55.3,55.55,12.92,0,square,circle,star,medium,low,medium,72.47,38.42,87.56,17.26,91.62,Да
1,star,square,star,high,medium,medium,92.73,90.22,48.86,82.49,85.74,0,hexagon,hexagon,star,high,high,high,44.53,90.95,87.59,41.31,95.57,Да
0,circle,circle,square,medium,high,high,9.06,38.57,11.39,50.46,55.83,1,circle,square,triangle,high,medium,high,6.04,83.69,17.61,48.25,92.71,Да
1,star,triangle,square,medium,low,low,11.34,77.91,8.4,91.65,86.14,0,triangle,hexagon,circle,high,high,high,79.76,66.5,26.49,45.92,26.24,Да
0,star,hexagon,hexagon,medium,low,medium,3.32,72.48,33.96,62.81,83.11,0,triangle,square,triangle,high,low,low,3.5,26.68,7.64,97.39,23.25,Да
0,circle,square,square,medium,low,medium,10.45,5.95,31.08,84.03,28.2,0,triangle,hexagon,triangle,low,low,high,70.07,11.7,77.85,4.55,29.77,Да
0,star,star,square,medium,low,low,20.94,58.15,95.37,14.83,54.77,1,hexagon,triangle,square,medium,low,low,2.29,1.61,6.98,95.1,44.13,Да
1,circle,square,hexagon,low,high,high,97.01,13.02,78.36,85.53,8.32,0,circle,triangle,hexagon,low,low,medium,86.23,10.7,55.67,58.19,31.42,Да
0,triangle,circle,triangle,medium,medium,medium,66.79,96.73,65.99,67.51,91.53,1,star,star,hexagon,high,low,medium,15.76,29.26,24.79,79.57,37.42,Да
0,hexagon,square,star,low,medium,medium,77.86,81.14,51.76,17.02,40.43,0,star,star,square,high,low,medium,51.43,55.18,24.34,43.04,62.06,Да
0,circle,star,star,high,low,medium,77.61,10.97,16.74,18.98,39.37,1,circle,circle,triangle,medium,medium,high,59.72,6.4,99.07,45.38,76.25,Да
0,circle,hexagon,square,high,low,medium,53.51,12.18,97.85,92.65,30.28,0,circle,square,square,medium,high,medium,45.75,13.62,75.68,87.93,73.56,Да
0,star,star,star,high,low,high,79.75,59.45,37.5,3.22,46.07,0,triangle,triangle,star,medium,low,high,34.08,18.11,83.69,89.59,81.44,Нет
0,circle,square,triangle,high,medium,low,59.58,34.49,10.69,46.25,25.18,0,star,hexagon,square,medium,high,low,46.78,63.2,57.2,23.87,3.22,Да
0,square,star,square,high,medium,low,31.45,3.49,49.38,31.35,37.49,1,circle,circle,square,high,high,medium,31.14,61.58,87.1,19.92,4.77,Да
0,square,square,star,medium,low,low,56.11,54.16,87.4,66.51,79.99,0,star,hexagon,star,medium,medium,low,43.81,55.08,64.55,49.62,78.94,Да
0,triangle,hexagon,circle,medium,high,medium,53.35,38.78,88.73,83.96,83.43,0,circle,triangle,hexagon,low,low,high,35.89,25.05,94.62,90.03,53.31,Да
1,circle,hexagon,circle,medium,medium,high,82.35,10.11,1.1,36.04,30.42,1,square,triangle,star,medium,low,high,56.62,37.11,28.13,32.24,57.81,Да
0,star,circle,circle,high,medium,low,98.17,80.19,88.63,42.69,46.9,1,triangle,triangle,circle,medium,medium,medium,23.79,9.67,59.53,65.2,5.26,Да
1,star,hexagon,circle,high,low,high,41.1,91.51,27.15,98.19,87.38,1,circle,triangle,square,low,medium,medium,98.87,22.65,69.01,70.82,25.53,Да
1,hexagon,triangle,circle,low,high,low,76.34,75.66,3.9,78.39,5.27,0,hexagon,hexagon,square,low,medium,high,50.09,89.77,39.29,77.87,63.84,Да
1,triangle,star,square,medium,low,medium,9.98,82.24,84.78,89.72,88.91,1,circle,circle,hexagon,low,medium,medium,19.42,97.97,87.97,56.39,85.92,Да
0,star,star,hexagon,high,low,low,77.68,21.65,86.39,43.88,21.92,0,square,triangle,triangle,low,medium,medium,47.71,64.77,97.98,40.25,91.7,Да
1,hexagon,square,hexagon,high,high,medium,37.14,26.36,59.62,23.41,67.85,1,hexagon,star,star,medium,high,low,86.64,91.68,49.38,96.7,50.04,Нет
1,star,hexagon,square,high,high,medium,3.94,20.85,57.44,41.19,58.26,1,hexagon,circle,triangle,low,medium,high,2.18,64.27,39.06,61.13,54.55,Да
1,hexagon,circle,square,low,high,low,36.32,76.51,81.31,71.61,55.29,0,circle,star,circle,high,low,low,67.96,3.32,47.19,72.86,83.3,Да
0,square,circle,triangle,high,medium,high,61.06,94.79,78.63,10.94,85.94,0,square,hexagon,star,medium,low,medium,54.8,99.68,85.27,34.5,53.76,Да
1,square,circle,hexagon,low,low,medium,11.93,71.68,89.01,27.05,10.16,0,hexagon,triangle,circle,high,medium,low,16.96,9.9,64.55,66.99,51.69,Да
0,star,triangle,circle,low,medium,high,92.4,88.15,55.27,4.66,34.7,0,triangle,circle,circle,medium,medium,high,81.75,68.26,4.48,25.78,90.51,Да
1,triangle,hexagon,square,medium,high,low,7.77,63.87,96.76,43.23,53.83,1,triangle,triangle,circle,medium,medium,low,36.89,25.28,54.22,24.51,78.99,Да
1,circle,circle,circle,high,medium,medium,93.0,38.77,99.61,82.74,81.13,1,star,triangle,star,high,medium,low,29.38,39.2,1.73,71.47,90.91,Да
0,triangle,triangle,hexagon,low,high,high,70.71,42.58,11.65,2.47,21.64,1,star,circle,star,low,medium,medium,82.81,64.59,77.85,52.14,21.82,Да
0,triangle,star,star,high,high,medium,32.97,7.53,84.95,67.53,80.29,0,square,triangle,hexagon,low,low,high,63.85,43.65,32.83,68.33,52.44,Да
1,circle,square,star,medium,low,low,39.08,3.15,49.98,93.25,39.96,0,hexagon,triangle,square,high,high,medium,89.83,25.05,47.2,26.94,84.25,Да
1,square,hexagon,square,medium,low,medium,74.08,69.55,38.76,23.69,18.89,1,triangle,square,triangle,low,medium,medium,62.99,33.44,79.87,59.87,11.11,Да
1,square,hexagon,triangle,low,low,low,60.15,43.84,61.31,69.36,75.9,1,triangle,square,triangle,medium,medium,high,74.08,34.15,4.64,44.39,79.47,Да
0,circle,star,circle,medium,medium,high,67.16,55.22,5.6,97.51,9.09,0,square,circle,circle,medium,medium,low,83.64,95.93,15.85,59.7,18.3,Да
