obj1_bin_0,obj1_nom_0,obj1_nom_1,obj1_nom_2,obj1_ord_0,obj1_ord_1,obj1_ord_2,obj1_qnt_0,obj1_qnt_1,obj1_qnt_2,obj1_qnt_3,obj1_qnt_4,obj2_bin_0,obj2_nom_0,obj2_nom_1,obj2_nom_2,obj2_ord_0,obj2_ord_1,obj2_ord_2,obj2_qnt_0,obj2_qnt_1,obj2_qnt_2,obj2_qnt_3,obj2_qnt_4,Collision
0,hexagon,hexagon,hexagon,medium,medium,low,49.41,4.69,26.98,25.17,71.74,1,star,circle,circle,low,high,high,62.45,56.62,28.15,39.5,70.09,Да
0,circle,square,circle,low,medium,medium,61.2,19.77,71.2,57.73,22.11,0,square,triangle,circle,medium,high,high,1.54,96.94,66.15,75.78,48.89,Нет
1,hexagon,circle,square,medium,low,medium,62.9,94.14,39.4,59.81,62.92,0,star,hexagon,hexagon,low,low,high,90.83,37.22,3.34,45.97,33.47,Да
0,circle,circle,circle,high,high,low,38.14,57.2,89.36,4.58,33.43,0,hexagon,star,triangle,high,medium,low,31.85,75.09,2.57,7.25,92.16,Да
1,square,triangle,circle,medium,low,low,26.95,32.53,31.54,64.97,22.69,0,circle,star,star,high,medium,high,15.04,39.18,37.28,24.68,82.13,Да
1,square,star,star,low,low,high,56.49,78.95,1.59,46.76,3.97,0,square,circle,square,medium,high,high,43.32,47.02,25.12,89.46,4.28,Да
0,star,circle,square,medium,high,low,79.47,89.58,10.61,54.7,15.64,0,circle,star,triangle,high,low,high,51.4,33.56,70.1,59.19,69.86,Нет
0,square,hexagon,circle,low,medium,medium,89.5,7.07,6.79,89.33,93.46,1,hexagon,hexagon,circle,high,low,medium,5.2,15.31,75.59,86.22,17.21,Да
1,triangle,square,triangle,medium,high,high,59.15,34.43,31.0,18.33,45.06,0,triangle,circle,hexagon,medium,low,high,79.91,97.22,3.62,30.52,1.67,Нет
1,star,star,hexagon,medium,low,low,52.88,81.86,67.24,40.44,84.5,1,square,triangle,circle,low,low,low,73.74,44.73,43.64,68.9,21.86,Да
0,circle,star,circle,low,low,low,96.59,60.71,51.61,48.52,76.05,0,triangle,triangle,hexagon,high,high,medium,51.18,27.93,94.32,78.53,4.78,Да
1,square,square,circle,medium,high,high,20.31,68.23,24.9,59.08,69.21,0,circle,circle,star,low,medium,high,18.6,64.63,31.3,18.29,63.82,Да
0,circle,square,hexagon,low,high,low,1.68,55.96,99.88,67.77,73.69,1,circle,triangle,hexagon,high,medium,medium,92.66,11.09,19.7,2.33,75.75,Нет
1,square,circle,circle,medium,high,high,49.25,8.22,6.57,12.93,16.77,1,triangle,triangle,triangle,medium,low,low,79.42,54.34,52.13,63.44,17.81,Да
0,star,square,square,low,medium,medium,5.79,85.08,62.32,74.9,24.66,1,hexagon,circle,triangle,medium,medium,medium,23.37,57.41,45.09,57.69,20.94,Да
0,triangle,triangle,circle,medium,medium,low,5.92,23.84,80.16,22.1,77.85,1,circle,square,triangle,low,high,low,73.6,19.6,21.95,3.98,13.41,Да
1,circle,star,square,medium,high,medium,3.29,10.32,95.8,95.12,66.79,1,star,star,triangle,medium,high,high,10.14,95.96,22.68,41.08,56.24,Да
1,hexagon,star,square,medium,high,high,61.83,33.95,35.44,10.57,81.16,1,circle,star,square,low,medium,medium,11.84,59.47,68.67,56.34,48.93,Да
0,square,hexagon,square,high,low,low,62.58,74.53,57.02,98.67,68.58,1,circle,square,circle,low,high,medium,44.46,22.26,32.29,21.21,0.62,Да
0,star,circle,hexagon,medium,high,low,25.57,88.0,25.17,92.8,78.55,1,star,triangle,star,high,low,low,70.17,83.34,98.6,9.65,36.96,Да
1,circle,hexagon,square,high,medium,medium,44.98,65.05,3.36,88.92,58.27,0,circle,star,star,low,high,high,91.73,30.7,28.98,80.13,8.8,Да
1,star,circle,circle,low,high,high,41.88,35.81,51.77,3.03,81.69,1,hexagon,hexagon,star,low,high,low,97.1,72.99,54.79,92.5,57.9,Нет
1,circle,circle,star,high,high,low,49.29,72.82,59.07,20.15,32.36,0,star,square,circle,medium,medium,medium,69.19,62.84,7.31,44.75,47.38,Да
1,triangle,circle,square,medium,high,medium,19.95,76.65,27.53,56.78,6.79,0,circle,triangle,hexagon,low,high,low,78.32,15.97,53.88,13.4,45.89,Да
0,square,triangle,circle,medium,low,medium,81.27,92.3,23.23,72.13,20.13,1,star,hexagon,star,high,high,low,51.04,9.45,46.06,42.13,73.51,Да
0,circle,square,circle,high,medium,low,28.82,11.86,28.09,73.48,15.17,0,circle,square,star,low,high,high,5.59,60.75,34.93,27.91,45.94,Да
0,hexagon,square,triangle,high,high,low,32.67,14.02,52.43,4.61,47.24,1,circle,triangle,square,medium,low,medium,12.53,66.83,42.96,49.05,48.62,Да
1,square,triangle,circle,high,low,high,65.07,43.64,68.05,68.87,90.45,1,square,circle,star,low,low,low,97.08,13.11,17.85,0.9,63.26,Да
0,square,hexagon,triangle,medium,high,low,98.15,34.05,72.07,49.64,31.09,0,circle,triangle,star,low,medium,high,39.3,17.27,82.02,86.7,30.14,Нет
1,star,circle,circle,low,medium,high,20.44,77.22,27.71,31.36,51.7,1,square,hexagon,hexagon,medium,low,medium,77.19,5.01,92.18,5.81,93.74,Да
1,square,triangle,square,high,low,high,35.79,58.83,85.63,68.95,81.51,0,circle,star,star,low,high,high,22.05,13.45,83.75,42.99,28.15,Да
1,circle,hexagon,triangle,low,low,high,37.43,9.6,48.53,25.07,87.11,0,hexagon,square,star,low,medium,high,53.29,58.81,80.49,66.11,91.38,Да
1,triangle,square,triangle,high,low,high,52.92,53.46,54.81,64.5,27.82,0,triangle,circle,circle,medium,high,high,15.27,20.06,54.84,65.11,81.37,Да
0,circle,star,triangle,high,medium,low,83.51,28.56,22.83,61.22,52.33,0,square,square,square,high,low,medium,80.87,28.87,33.36,29.82,90.62,Да
1,square,circle,square,high,high,low,72.56,40.73,38.32,59.11,25.64,1,triangle,triangle,circle,high,high,medium,16.81,55.53,17.19,49.96,18.33,Да
0,hexagon,circle,star,low,low,high,20.54,8.14,5.16,53.29,41.95,1,triangle,circle,star,high,medium,high,70.59,41.41,81.97,49.69,23.13,Да
1,hexagon,circle,square,medium,medium,high,71.27,3.5,57.73,27.26,39.23,0,hexagon,star,square,high,low,medium,15.09,84.52,4.35,13.13,84.78,Нет
1,circle,square,star,medium,low,low,12.61,96.53,74.89,20.11,6.41,0,hexagon,square,hexagon,high,low,high,81.87,57.11,18.1,37.24,95.72,Да
0,circle,circle,square,medium,low,high,19.18,74.17,54.35,38.32,2.73,1,hexagon,square,circle,high,medium,high,50.29,13.21,40.17,11.93,75.32,Да
0,circle,circle,circle,medium,low,low,39.38,65.32,32.65,97.08,61.79,0,triangle,hexagon,hexagon,medium,medium,low,41.24,38.43,19.46,5.71,63.8,Да
0,circle,square,square,high,medium,low,34.48,67.63,83.47,78.75,17.18,0,circle,triangle,star,medium,medium,medium,33.68,25.88,58.3,5.56,80.94,Да
0,star,triangle,star,low,medium,low,86.98,63.76,5.76,38.44,14.84,0,star,hexagon,star,low,high,high,68.77,25.9,72.42,43.5,4.16,Да
1,circle,hexagon,hexagon,high,high,medium,99.7,37.93,24.87,68.37,35.82,1,hexagon,circle,square,low,low,high,8.81,25.65,90.91,72.96,85.43,Да
1,star,star,circle,medium,low,low,20.31,49.78,5.0,28.08,23.14,0,square,square,hexagon,medium,high,low,85.62,41.84,21.04,98.45,28.11,Да
0,square,hexagon,triangle,medium,high,high,65.74,92.53,39.3,21.47,74.55,1,circle,circle,star,high,high,low,76.12,13.21,27.96,57.12,5.67,Да
1,circle,square,square,high,high,medium,58.24,37.08,25.04,58.35,64.93,0,hexagon,star,hexagon,high,high,high,37.29,25.24,71.67,29.93,68.16,Да
0,circle,square,circle,high,low,high,76.93,19.12,68.26,25.62,96.24,1,hexagon,star,hexagon,medium,low,high,97.76,70.15,21.7,20.71,75.28,Да
0,hexagon,hexagon,star,medium,low,low,69.97,5.42,7.86,54.65,40.2,1,hexagon,hexagon,square,high,medium,low,83.21,82.74,38.38,69.48,62.72,Нет
1,square,square,triangle,high,high,medium,27.55,26.05,3.37,8.02,2.65,1,star,hexagon,square,high,low,low,27.08,1.38,75.35,5.18,35.01,Да
1,square,star,star,medium,low,medium,84.08,13.11,55.29,83.49,84.68,0,circle,hexagon,star,medium,high,medium,88.77,8.35,37.58,26.23,11.72,Да
1,circle,circle,circle,low,low,high,47.88,65.1,74.66,38.2,12.27,0,hexagon,square,star,high,medium,low,9.9,85.5,14.63,68.85,76.9,Да
1,square,triangle,circle,low,high,high,93.29,23.66,46.84,1.55,26.88,0,circle,star,hexagon,high,low,medium,68.96,21.47,26.95,44.5,4.74,Да
1,triangle,star,circle,high,low,low,56.03,33.23,28.13,95.83,63.04,1,circle,star,circle,low,medium,low,13.13,31.22,8.09,50.02,75.97,Да
0,hexagon,square,circle,low,low,medium,29.08,9.57,49.86,54.53,46.16,1,triangle,hexagon,star,low,high,high,97.59,33.71,67.42,97.55,95.74,Нет
1,square,triangle,star,medium,medium,low,89.62,43.55,33.83,91.59,69.19,0,circle,star,hexagon,high,medium,medium,4.97,86.59,4.58,40.46,99.68,Да
0,triangle,hexagon,hexagon,medium,low,medium,82.63,95.48,29.62,18.79,19.38,0,star,square,hexagon,medium,high,medium,23.28,16.28,57.41,59.51,39.63,Нет
1,circle,circle,circle,low,medium,medium,94.69,43.89,44.72,30.02,58.55,0,star,triangle,triangle,low,medium,high,53.01,81.25,95.01,99.86,10.87,Да
1,hexagon,hexagon,triangle,medium,low,high,89.35,75.12,61.4,38.32,45.4,1,star,square,triangle,high,high,high,58.4,46.77,85.99,68.64,9.45,Да
1,hexagon,triangle,star,low,high,high,24.52,57.0,57.87,19.54,58.73,0,star,circle,circle,high,medium,low,51.29,78.32,7.29,51.45,49.15,Да
0,hexagon,circle,square,high,high,medium,81.53,31.77,10.82,45.4,88.2,1,hexagon,circle,square,low,low,medium,74.01,68.81,71.45,32.39,79.18,Да
0,triangle,hexagon,square,medium,medium,medium,59.42,94.14,21.83,28.14,53.35,1,circle,hexagon,circle,medium,high,high,0.16,73.21,69.01,97.65,4.79,Да
0,star,triangle,star,low,low,medium,40.33,51.82,0.7,12.54,74.09,1,triangle,circle,circle,low,medium,medium,56.38,11.38,29.84,29.38,16.83,Да
0,hexagon,circle,star,high,medium,low,0.76,77.2,43.82,8.15,74.41,1,hexagon,hexagon,star,medium,low,medium,61.5,30.88,10.93,11.58,58.86,Нет
0,triangle,square,circle,high,low,medium,69.76,12.25,77.01,25.8,66.21,1,square,triangle,hexagon,medium,medium,low,20.91,22.72,85.41,92.59,8.55,Да
0,star,circle,star,low,low,high,85.39,22.66,41.43,98.12,48.34,0,hexagon,square,circle,medium,low,medium,65.91,12.59,55.43,31.9,87.84,Да
1,triangle,triangle,triangle,high,low,medium,60.42,45.3,99.93,25.63,0.34,1,hexagon,star,square,high,medium,low,65.4,63.92,69.84,58.89,50.31,Да
1,triangle,star,square,high,medium,high,31.07,76.95,75.03,85.55,12.12,1,hexagon,circle,hexagon,low,low,medium,53.02,69.51,45.78,64.59,38.68,Да
1,triangle,triangle,triangle,low,medium,low,5.76,81.58,37.49,45.91,54.31,0,hexagon,triangle,star,medium,low,medium,25.93,14.15,22.24,26.09,1.32,Да
1,hexagon,star,triangle,high,medium,low,65.9,97.78,97.32,25.24,4.38,1,triangle,square,triangle,high,medium,medium,41.66,76.85,26.03,42.34,11.3,Да
1,circle,hexagon,circle,medium,high,low,40.37,95.07,64.07,82.28,4.53,0,star,triangle,circle,low,medium,low,27.24,28.68,53.48,15.55,82.76,Да
0,hexagon,square,star,medium,medium,low,49.69,42.28,91.94,75.49,12.61,0,circle,square,hexagon,low,low,low,76.97,37.68,23.45,88.45,69.9,Да
0,hexagon,circle,square,low,low,medium,56.43,53.19,8.73,61.74,23.31,1,star,circle,triangle,medium,high,medium,61.86,99.33,39.87,58.45,2.04,Да
1,hexagon,triangle,square,high,medium,high,76.86,2.55,55.76,28.65,99.96,0,triangle,hexagon,star,low,low,high,15.12,19.2,7.44,89.03,97.4,Да
0,hexagon,square,square,low,high,high,53.68,48.93,90.84,76.22,12.03,1,triangle,square,square,medium,medium,high,56.76,11.81,99.55,25.71,35.33,Да
0,star,star,triangle,high,high,low,52.6,3.69,65.08,1.94,27.12,0,hexagon,square,star,high,low,high,90.33,26.85,61.67,63.4,60.64,Да
0,star,star,square,high,high,high,48.13,1.32,98.82,27.98,68.29,1,hexagon,triangle,square,low,low,high,83.28,93.18,14.61,21.8,72.26,Да
0,triangle,triangle,square,low,medium,low,42.77,55.62,99.58,86.18,67.67,0,circle,circle,square,low,high,high,89.12,12.0,13.01,28.9,95.65,Нет
1,square,star,triangle,medium,high,high,62.3,89.76,79.2,23.4,87.48,0,hexagon,triangle,square,low,high,medium,91.7,61.59,48.33,36.11,89.04,Да
1,square,square,circle,high,high,low,2.44,96.49,27.88,62.96,61.07,1,circle,hexagon,star,low,medium,high,18.82,79.31,2.48,54.94,59.74,Да
0,circle,square,triangle,high,high,high,72.32,73.39,85.36,47.93,26.58,0,triangle,star,circle,medium,high,high,71.96,92.24,41.2,55.58,13.94,Да
1,triangle,square,triangle,medium,high,medium,31.47,74.74,70.35,42.9,23.92,0,circle,triangle,triangle,low,low,medium,64.44,47.8,94.49,20.03,84.5,Да
0,circle,triangle,circle,medium,high,medium,37.26,44.19,10.63,68.62,82.99,1,circle,star,hexagon,low,medium,high,3.34,45.77,82.34,4.61,81.68,Да
1,star,star,hexagon,high,medium,medium,61.42,56.66,38.77,3.81,9.78,0,square,triangle,circle,high,medium,low,77.82,82.76,93.0,77.21,63.91,Да
1,hexagon,star,hexagon,high,high,medium,24.74,58.41,87.45,49.79,48.09,1,hexagon,square,circle,low,medium,high,20.72,19.58,11.11,52.61,98.92,Да
1,circle,hexagon,star,high,medium,low,65.88,6.99,70.78,44.0,48.28,1,star,hexagon,hexagon,medium,high,high,91.7,46.22,37.08,31.33,52.83,Да
1,circle,circle,star,medium,low,high,12.77,4.56,42.74,75.08,73.9,1,square,star,hexagon,medium,low,medium,83.53,63.77,55.5,5.28,21.37,Да
1,star,circle,triangle,high,medium,high,64.95,14.54,61.3,42.64,99.55,0,square,star,triangle,low,high,low,76.89,70.01,72.03,10.46,25.38,Да
0,triangle,star,star,high,medium,medium,71.72,79.48,93.68,90.48,49.63,1,square,triangle,circle,medium,low,medium,69.68,11.18,39.25,42.36,40.66,Да
1,hexagon,star,hexagon,high,high,medium,69.95,56.12,59.76,99.26,77.54,0,star,hexagon,triangle,low,medium,low,47.01,86.72,31.9,48.38,42.27,Да
1,hexagon,square,star,medium,high,medium,77.42,59.12,22.77,87.58,85.15,0,star,triangle,circle,medium,medium,medium,79.78,81.82,30.51,37.75,83.12,Да
0,triangle,triangle,hexagon,high,high,high,51.69,34.92,66.94,79.61,3.41,0,square,star,hexagon,high,low,medium,81.92,31.7,78.95,56.65,88.69,Да
1,star,star,hexagon,medium,medium,low,86.48,86.85,26.62,71.7,63.58,1,triangle,hexagon,square,high,medium,low,9.85,47.64,38.18,81.41,38.27,Да
1,star,hexagon,triangle,low,medium,medium,23.36,96.35,61.9,56.08,88.44,1,square,triangle,triangle,low,low,low,33.11,38.4,1.63,67.71,94.53,Да
0,circle,hexagon,star,high,high,medium,38.33,21.37,64.46,78.69,72.04,1,circle,square,triangle,high,high,low,31.67,98.11,77.02,86.7,92.81,Нет
0,square,star,star,low,low,high,95.65,31.5,36.15,60.29,77.35,0,circle,hexagon,square,medium,low,low,12.46,58.4,16.13,61.58,41.06,Нет
0,square,circle,circle,medium,low,low,78.89,32.81,74.07,96.19,81.09,1,star,square,circle,medium,high,high,97.58,27.05,62.82,10.5,86.81,Да
0,star,triangle,circle,high,low,medium,74.26,96.28,29.29,88.95,1.94,1,circle,hexagon,square,low,medium,high,58.36,74.59,2.95,14.99,11.28,Да
0,triangle,hexagon,hexagon,medium,low,low,71.12,51.78,1.47,57.64,92.89,0,hexagon,star,square,low,medium,high,58.98,82.16,38.7,39.05,51.12,Да
0,triangle,star,triangle,medium,high,medium,11.05,56.75,35.07,42.49,90.62,0,hexagon,hexagon,star,high,low,low,38.25,72.61,45.59,28.39,71.27,Да
0,square,star,square,high,high,high,95.06,36.82,86.23,19.69,60.13,0,square,square,circle,medium,low,high,76.87,8.35,97.31,65.22,34.56,Да
0,triangle,square,star,high,medium,low,29.25,89.94,57.69,24.47,34.88,0,hexagon,triangle,square,medium,low,high,47.56,28.77,8.82,62.58,2.31,Нет
1,triangle,hexagon,star,medium,low,high,14.44,19.1,84.94,21.88,36.9,1,hexagon,star,square,medium,medium,high,74.22,36.24,75.15,46.26,5.55,Да
0,hexagon,square,hexagon,low,medium,medium,1.86,45.71,12.86,89.16,53.52,0,square,square,star,high,low,high,87.8,21.69,96.48,64.36,89.46,Нет
1,triangle,triangle,hexagon,high,high,high,38.68,22.55,19.3,91.68,29.17,1,hexagon,circle,star,high,low,low,65.69,48.13,27.69,91.12,51.85,Да
0,hexagon,triangle,star,medium,medium,medium,67.26,58.51,16.46,32.01,56.61,1,triangle,hexagon,star,medium,high,medium,62.31,31.95,22.57,49.17,15.23,Да
1,hexagon,hexagon,hexagon,high,medium,medium,39.18,54.78,78.51,70.19,61.79,1,hexagon,circle,hexagon,low,medium,low,78.69,3.65,95.21,34.73,90.21,Нет
1,square,square,triangle,high,low,medium,80.87,13.12,61.22,12.47,72.85,0,star,square,triangle,high,low,medium,50.3,65.2,48.96,47.62,94.22,Да
1,hexagon,circle,star,medium,low,medium,18.16,83.06,33.64,56.14,6.58,0,triangle,circle,star,low,high,low,81.16,43.6,82.26,14.51,32.61,Да
1,star,square,star,medium,low,high,16.97,12.25,78.06,29.94,6.68,1,square,square,circle,high,low,low,9.25,2.81,79.46,9.74,58.6,Да
1,circle,hexagon,circle,low,low,medium,26.63,17.65,43.54,95.06,92.25,1,square,star,hexagon,high,medium,high,24.19,93.29,32.6,41.05,32.58,Да
1,hexagon,hexagon,hexagon,high,medium,medium,5.43,27.07,61.56,13.61,74.45,0,triangle,triangle,triangle,medium,low,high,92.46,65.1,18.75,92.34,72.53,Да
0,star,square,circle,low,high,medium,83.91,81.35,85.47,13.51,34.2,1,square,triangle,hexagon,medium,low,low,17.12,7.39,70.29,86.29,94.79,Да
0,star,star,hexagon,low,low,high,13.49,20.35,42.52,77.13,2.47,0,star,hexagon,star,high,medium,high,45.31,88.94,50.13,67.83,2.79,Нет
0,triangle,star,square,low,high,high,38.01,21.93,75.23,31.19,60.94,1,circle,star,square,high,high,medium,48.07,42.09,49.05,71.89,47.09,Да
1,star,circle,star,low,medium,medium,46.3,65.2,56.56,25.53,24.9,0,circle,circle,square,medium,medium,medium,41.75,23.96,54.62,86.06,79.91,Да
0,triangle,circle,circle,low,medium,medium,23.49,82.97,90.77,20.95,5.81,1,square,star,hexagon,medium,high,high,86.69,4.6,2.57,91.54,68.92,Да
0,star,circle,star,low,low,medium,88.46,69.91,45.55,25.3,75.51,0,star,circle,triangle,low,medium,high,74.97,74.48,0.51,65.94,18.22,Да
0,square,hexagon,circle,low,medium,medium,73.58,53.74,29.87,98.91,97.67,1,square,star,triangle,low,low,low,81.02,96.93,31.41,38.6,39.22,Да
0,square,hexagon,circle,medium,high,high,2.81,65.01,26.94,45.37,74.72,1,circle,triangle,circle,low,medium,low,99.13,18.53,32.37,14.75,46.83,Да
1,square,star,square,low,low,low,43.87,54.71,19.08,25.03,11.21,1,star,hexagon,star,medium,medium,low,97.48,41.69,71.87,0.69,74.5,Да
1,square,square,star,medium,high,low,13.78,35.68,35.65,6.32,36.77,0,square,triangle,square,medium,medium,high,89.21,23.75,32.57,64.79,45.91,Нет
1,square,triangle,triangle,medium,low,high,63.89,69.06,43.43,12.11,24.82,0,hexagon,triangle,triangle,low,medium,high,56.56,57.25,35.96,39.78,31.4,Да
1,star,square,hexagon,medium,low,low,49.33,68.74,13.55,65.68,37.4,0,circle,star,circle,medium,high,low,30.13,87.13,54.95,7.97,41.5,Да
0,hexagon,star,star,medium,medium,high,80.85,63.25,73.57,26.04,55.76,0,circle,circle,hexagon,low,high,high,72.37,13.07,59.16,27.87,96.69,Да
0,hexagon,star,hexagon,medium,medium,low,68.41,63.51,93.79,55.59,63.48,1,star,star,circle,low,medium,medium,94.93,29.82,33.33,46.87,4.68,Да
1,hexagon,star,triangle,high,high,high,81.85,23.62,41.19,55.27,30.82,0,hexagon,circle,square,low,high,medium,99.02,16.47,55.81,78.36,33.38,Да
1,square,star,triangle,medium,low,low,87.63,92.72,92.52,36.2,67.43,0,hexagon,square,star,high,medium,medium,61.32,22.87,61.78,31.48,19.8,Да
0,square,hexagon,hexagon,high,high,low,18.06,99.22,42.2,71.34,68.43,1,triangle,hexagon,circle,low,low,low,70.08,12.99,26.12,65.62,40.05,Да
0,star,circle,hexagon,high,low,high,58.36,55.56,22.02,3.33,99.31,1,circle,circle,hexagon,high,medium,low,27.87,63.46,23.57,4.32,58.58,Да
0,hexagon,circle,hexagon,medium,medium,medium,15.92,22.38,85.91,41.71,48.11,0,triangle,square,circle,low,medium,medium,20.16,4.35,89.04,96.24,19.43,Да
0,triangle,square,triangle,medium,medium,low,24.33,31.73,90.15,43.42,32.87,1,hexagon,hexagon,hexagon,high,medium,medium,63.88,72.9,64.75,97.17,42.65,Да
1,square,square,triangle,medium,low,low,22.74,73.96,63.87,12.45,85.79,1,star,circle,circle,low,low,medium,22.51,14.21,31.11,52.83,82.79,Да
0,circle,star,triangle,high,high,low,35.31,27.21,92.25,1.53,16.82,1,square,triangle,square,medium,low,high,39.53,26.67,55.08,65.76,64.21,Да
1,circle,star,star,high,medium,medium,78.79,60.87,34.87,53.42,44.69,0,square,hexagon,triangle,high,low,medium,49.26,34.53,70.74,76.46,67.92,Да
1,circle,triangle,hexagon,low,low,low,31.74,10.29,31.87,29.47,62.65,1,circle,hexagon,star,low,high,medium,93.27,38.11,2.26,97.04,94.04,Нет
0,star,circle,star,medium,low,high,74.51,96.77,85.49,93.22,14.25,0,hexagon,star,hexagon,medium,low,low,97.76,17.29,91.98,54.46,40.9,Нет
0,triangle,star,square,low,low,low,0.08,84.11,28.08,70.57,5.46,0,triangle,hexagon,square,medium,low,low,24.71,48.88,71.72,75.54,99.8,Да
1,square,square,triangle,high,low,low,57.86,82.16,86.62,8.81,39.72,0,star,star,hexagon,low,low,high,13.2,89.48,39.23,19.24,38.2,Да
0,star,square,star,high,high,low,28.12,77.64,23.83,65.54,34.99,1,square,square,triangle,medium,low,medium,22.49,45.87,93.23,15.4,18.27,Да
1,hexagon,square,triangle,high,low,low,74.19,0.03,69.49,87.53,74.5,0,square,hexagon,hexagon,medium,high,low,51.89,2.79,5.58,71.25,80.75,Да
1,hexagon,triangle,circle,low,high,low,99.11,6.82,81.84,95.69,53.31,1,square,circle,triangle,medium,high,high,78.29,36.34,75.42,92.39,51.0,Да
0,square,star,hexagon,low,high,medium,53.23,58.9,86.81,31.27,2.27,1,triangle,hexagon,triangle,low,high,high,52.2,40.31,52.63,56.76,34.49,Да
1,square,star,triangle,medium,high,low,53.29,76.86,96.51,43.8,91.91,0,circle,hexagon,hexagon,high,low,high,93.31,28.33,66.48,53.45,24.63,Да
0,circle,star,hexagon,low,high,medium,97.44,75.53,30.04,64.53,86.08,0,circle,circle,square,low,high,low,63.74,29.6,47.14,57.11,82.15,Да
0,triangle,triangle,star,medium,medium,low,35.92,52.92,54.42,90.95,7.47,1,star,hexagon,circle,low,medium,medium,48.37,19.89,14.72,87.95,56.4,Да
0,circle,star,circle,medium,high,medium,39.63,52.09,95.65,67.6,25.49,0,triangle,star,square,high,high,medium,77.03,95.67,26.08,80.0,62.44,Да
0,triangle,circle,hexagon,low,high,low,69.66,8.75,1.03,38.42,62.38,0,circle,circle,square,low,high,medium,95.37,52.94,46.3,80.17,46.23,Да
0,star,star,square,low,high,low,49.32,92.87,61.53,9.02,18.04,0,hexagon,triangle,square,high,high,high,33.32,53.68,91.88,10.65,21.45,Да
1,star,star,triangle,medium,low,high,76.89,31.29,14.96,14.42,97.38,1,triangle,hexagon,hexagon,medium,low,low,27.5,42.56,6.83,75.97,33.76,Да
0,triangle,square,hexagon,low,medium,low,41.14,20.99,44.02,54.78,42.07,0,square,hexagon,circle,medium,low,low,21.34,61.69,10.47,76.83,12.87,Да
1,star,star,square,medium,high,high,68.89,59.67,8.41,23.83,70.46,1,square,star,circle,low,high,medium,53.56,42.33,15.27,13.22,34.12,Да
1,triangle,hexagon,hexagon,high,high,medium,77.01,2.36,33.64,44.96,51.12,1,triangle,circle,triangle,low,low,high,46.82,68.9,63.21,47.15,91.27,Нет
1,star,triangle,star,high,medium,low,64.28,96.11,69.16,40.74,30.83,1,triangle,hexagon,circle,medium,medium,medium,24.72,8.82,36.63,9.79,57.49,Да
1,hexagon,square,triangle,medium,high,high,20.22,36.58,81.17,57.05,69.69,0,triangle,star,square,high,medium,medium,72.17,2.97,14.92,39.7,4.62,Да
1,square,triangle,triangle,high,low,medium,51.62,29.55,56.13,33.35,47.54,0,square,triangle,hexagon,medium,high,high,29.75,56.24,12.2,64.1,76.42,Да
1,star,hexagon,square,low,low,medium,96.65,15.16,43.62,46.06,63.58,1,star,triangle,circle,low,medium,medium,75.65,73.41,67.42,21.83,76.77,Нет
0,star,square,circle,medium,high,high,10.42,50.83,34.25,58.2,39.31,0,circle,star,triangle,medium,high,high,83.89,66.9,46.26,13.22,75.95,Нет
1,hexagon,square,circle,medium,low,low,70.52,38.95,90.69,59.41,99.74,1,triangle,circle,circle,medium,medium,low,86.62,39.86,87.28,63.83,61.65,Да
1,circle,hexagon,square,high,medium,high,78.81,30.65,19.76,46.79,20.66,0,circle,hexagon,hexagon,high,high,high,14.65,0.32,40.4,82.68,3.15,Нет
0,hexagon,hexagon,hexagon,medium,medium,high,67.5,13.24,68.41,71.41,18.31,1,hexagon,star,square,medium,low,low,30.59,12.08,65.57,15.43,38.26,Да
1,star,circle,circle,high,high,medium,11.26,32.54,14.08,39.02,0.94,0,circle,star,circle,high,low,medium,52.42,39.2,79.58,90.42,32.53,Да
0,hexagon,square,triangle,medium,low,high,7.48,82.01,89.96,78.8,87.05,1,circle,star,hexagon,medium,low,medium,84.56,66.44,95.37,73.7,2.11,Да
1,hexagon,triangle,square,low,low,medium,50.67,79.45,28.54,98.46,15.71,1,hexagon,square,triangle,high,high,medium,40.11,31.2,86.93,67.8,8.57,Да
1,hexagon,star,square,high,high,high,32.1,57.28,37.13,75.93,24.66,1,hexagon,triangle,square,high,high,high,65.99,53.16,77.53,12.1,42.04,Да
1,triangle,hexagon,triangle,low,medium,high,39.05,75.26,18.32,77.99,20.64,0,triangle,square,triangle,medium,medium,high,45.46,17.55,41.29,92.97,88.08,Да
0,hexagon,circle,circle,medium,high,low,27.28,61.25,93.41,87.23,97.92,0,hexagon,star,star,medium,low,low,2.96,16.96,98.28,47.35,96.17,Да
0,hexagon,hexagon,star,high,high,low,81.97,11.55,88.77,10.35,85.31,1,hexagon,triangle,triangle,medium,low,medium,31.63,74.28,26.47,53.56,74.34,Нет
1,star,triangle,square,low,high,low,85.0,92.57,47.33,56.11,74.91,1,square,hexagon,triangle,high,high,high,75.67,43.84,66.13,51.26,22.56,Да
1,triangle,star,hexagon,medium,low,medium,1.63,50.03,3.01,67.19,38.81,0,circle,hexagon,circle,low,high,medium,73.03,94.9,13.06,53.11,92.17,Да
0,circle,star,square,high,medium,low,81.33,74.04,90.45,91.53,0.68,0,star,square,circle,low,medium,medium,88.37,21.13,60.59,82.29,97.8,Да
0,triangle,hexagon,star,low,low,low,67.34,87.51,96.26,83.34,96.79,0,circle,square,triangle,high,high,medium,59.29,44.78,68.99,9.88,43.02,Да
