obj1_bin_0,obj1_nom_0,obj1_ord_0,obj1_ord_1,obj1_qnt_0,obj1_qnt_1,obj2_bin_0,obj2_nom_0,obj2_ord_0,obj2_ord_1,obj2_qnt_0,obj2_qnt_1,Collision
1,square,high,low,1.97,91.12,0,hexagon,high,high,60.83,44.54,Да
1,star,medium,medium,93.42,5.07,0,triangle,low,low,68.96,52.42,Да
1,square,high,low,47.3,81.81,1,circle,medium,high,22.6,47.83,Да
1,circle,high,high,30.09,55.38,1,circle,medium,high,92.28,77.91,Нет
0,circle,low,high,51.66,61.12,1,square,high,low,62.35,48.84,Да
0,circle,low,medium,82.29,98.68,1,star,high,high,10.59,18.88,Да
1,circle,medium,medium,11.03,58.26,0,star,medium,medium,1.56,11.7,Да
0,star,low,high,35.89,79.7,1,square,medium,medium,1.59,91.83,Да
0,star,medium,medium,31.89,15.35,0,hexagon,low,medium,5.12,4.84,Да
1,square,medium,high,83.96,80.93,0,hexagon,high,medium,91.16,89.76,Да
0,circle,low,high,77.85,76.11,0,circle,medium,high,35.84,69.05,Да
1,triangle,low,high,40.01,96.81,0,hexagon,medium,low,29.82,40.47,Да
1,circle,medium,high,66.45,93.57,1,triangle,high,high,41.65,18.72,Да
0,hexagon,medium,medium,39.44,21.4,0,triangle,low,low,40.96,31.05,Да
0,triangle,medium,high,57.13,46.49,1,triangle,low,low,23.85,52.99,Да
0,hexagon,high,high,99.12,91.15,0,square,high,high,9.18,65.69,Нет
1,triangle,medium,low,53.56,64.08,1,triangle,low,high,10.86,69.15,Да
1,square,medium,low,98.86,46.37,1,square,low,medium,59.92,44.73,Да
1,star,medium,low,74.72,10.89,0,circle,low,low,39.68,37.4,Да
1,square,low,low,12.07,35.18,0,circle,medium,low,90.25,76.83,Да
0,triangle,low,medium,79.6,66.52,0,triangle,medium,low,46.37,92.54,Да
0,circle,high,low,16.13,77.69,0,square,low,medium,50.35,91.45,Да
0,square,medium,low,53.23,44.72,1,triangle,high,low,92.82,55.16,Да
1,triangle,medium,low,61.32,5.58,0,hexagon,high,low,50.16,7.9,Да
1,circle,medium,medium,89.22,63.32,0,square,high,medium,50.2,7.33,Да
0,star,medium,high,21.04,92.16,1,square,low,high,36.32,40.28,Да
1,triangle,medium,low,87.59,49.64,1,square,high,medium,71.04,73.29,Да
1,hexagon,medium,high,93.45,92.84,1,square,medium,medium,39.22,49.73,Да
0,hexagon,low,low,8.95,35.41,1,hexagon,high,high,58.83,62.74,Да
0,hexagon,high,medium,88.53,88.64,1,triangle,high,low,44.74,84.33,Да
1,circle,low,medium,25.92,78.63,0,circle,medium,high,52.87,4.03,Нет
1,circle,low,medium,8.1,96.17,0,star,medium,low,82.7,92.38,Да
0,square,low,high,95.86,79.1,0,star,low,medium,41.37,33.09,Нет
1,circle,high,medium,39.22,32.15,1,square,low,low,23.01,4.68,Да
0,triangle,medium,high,62.3,90.06,0,square,low,medium,57.03,83.54,Да
0,hexagon,high,medium,55.29,66.97,0,circle,low,low,93.75,93.42,Да
0,star,low,low,21.32,16.21,0,star,low,medium,69.32,76.86,Нет
1,hexagon,low,low,66.96,4.6,1,square,medium,low,30.84,80.45,Да
0,triangle,low,low,4.61,36.58,1,hexagon,medium,low,96.3,87.13,Да
0,star,low,low,20.31,78.69,0,star,medium,low,34.27,52.24,Да
0,square,medium,high,94.47,61.82,0,hexagon,high,high,98.33,68.05,Да
0,circle,low,medium,95.35,52.71,0,circle,high,medium,19.2,28.65,Нет
1,triangle,low,high,48.27,0.37,0,circle,high,medium,99.96,24.97,Да
0,circle,medium,high,16.91,43.55,1,star,low,medium,7.59,60.89,Да
0,square,low,low,42.16,15.77,1,triangle,high,high,71.32,73.46,Да
0,star,medium,medium,87.71,45.46,1,star,low,high,74.04,39.71,Да
1,triangle,high,high,7.03,99.18,1,hexagon,low,high,67.96,40.03,Да
1,star,medium,high,12.79,87.95,1,triangle,low,high,77.76,95.42,Да
0,triangle,low,high,89.57,31.06,0,hexagon,low,low,47.18,51.85,Да
0,square,medium,high,41.54,59.35,1,hexagon,high,medium,5.41,98.63,Да
0,square,low,medium,8.35,50.21,1,hexagon,medium,low,35.78,86.28,Да
0,square,low,low,13.92,13.0,0,square,low,high,64.23,63.97,Нет
1,circle,high,low,88.24,98.98,1,triangle,high,high,64.62,0.91,Да
0,hexagon,low,high,49.01,42.52,0,square,low,low,19.52,29.59,Да
1,star,low,medium,16.3,50.57,1,square,low,medium,25.3,41.76,Да
0,triangle,low,medium,89.41,64.76,1,hexagon,medium,high,48.67,65.28,Да
1,star,medium,high,84.53,19.15,1,circle,low,low,72.86,39.55,Да
1,hexagon,low,medium,2.3,22.22,0,star,medium,low,85.28,82.78,Да
1,circle,low,high,58.1,19.26,0,circle,high,low,8.65,66.29,Нет
1,circle,low,low,24.43,38.45,0,hexagon,low,low,92.56,34.72,Нет
1,hexagon,high,low,53.31,19.97,1,star,medium,medium,92.77,78.44,Да
1,triangle,high,low,27.93,92.64,0,star,low,medium,0.79,30.31,Да
0,hexagon,medium,high,31.59,71.43,0,hexagon,low,high,50.64,6.28,Нет
1,circle,high,high,60.19,89.78,1,square,low,high,58.71,17.26,Да
1,circle,high,low,53.89,84.85,1,star,medium,medium,55.37,0.27,Да
0,star,medium,high,39.52,70.32,1,star,high,medium,61.58,83.24,Да
1,triangle,high,medium,10.76,24.27,1,star,medium,low,50.34,62.71,Да
0,triangle,low,low,96.94,61.53,0,star,high,low,29.38,57.06,Нет
1,circle,low,medium,17.46,18.63,0,triangle,medium,low,9.57,66.2,Да
1,hexagon,low,medium,63.31,13.25,0,square,medium,high,20.84,65.36,Да
1,circle,high,high,8.27,63.26,1,triangle,high,high,74.03,56.55,Да
0,star,medium,high,68.83,62.46,1,triangle,high,high,24.11,84.24,Да
1,hexagon,high,low,9.48,15.66,1,hexagon,high,high,82.97,44.09,Нет
1,circle,medium,high,22.95,35.24,0,square,medium,low,40.35,80.48,Да
0,triangle,low,high,64.7,6.63,0,circle,high,high,41.45,78.66,Нет
1,star,medium,medium,28.29,71.57,0,square,low,high,86.85,19.95,Да
1,circle,low,high,53.29,98.75,0,circle,low,low,21.43,45.38,Нет
1,circle,high,low,12.45,73.99,1,star,low,low,18.96,83.49,Да
0,square,high,high,20.24,84.42,1,circle,low,medium,98.54,83.09,Да
1,hexagon,medium,low,73.38,47.63,1,circle,high,low,54.06,2.4,Да
1,square,high,medium,3.51,9.56,0,circle,high,high,19.05,22.31,Да
1,triangle,medium,medium,11.18,72.66,0,star,low,low,16.58,42.39,Да
1,hexagon,high,medium,21.5,25.65,0,star,high,high,86.17,4.72,Да
0,star,high,low,2.02,38.83,0,triangle,low,medium,59.98,26.06,Да
1,hexagon,high,medium,9.54,70.31,1,circle,medium,medium,11.5,25.83,Да
1,circle,medium,medium,28.14,90.48,1,square,high,medium,88.69,21.46,Да
0,circle,medium,high,9.29,48.62,0,hexagon,medium,high,44.39,39.67,Да
1,circle,medium,low,86.61,96.16,0,triangle,high,high,98.94,81.3,Да
0,hexagon,high,medium,6.61,51.99,0,circle,high,medium,28.18,24.41,Да
0,circle,low,high,86.1,12.25,1,triangle,high,medium,52.88,58.21,Да
0,circle,medium,high,82.29,51.84,0,circle,medium,high,17.31,55.76,Нет
0,square,low,medium,10.08,86.06,0,circle,medium,high,43.97,81.79,Да
1,circle,medium,low,2.52,53.8,0,triangle,low,high,17.65,39.4,Да
1,square,medium,medium,5.0,74.78,0,circle,medium,high,30.72,22.36,Да
1,triangle,low,high,59.04,54.8,1,circle,medium,medium,26.99,89.15,Да
1,hexagon,low,low,67.04,54.61,1,hexagon,low,medium,28.31,83.29,Да
0,square,high,high,62.07,28.48,1,square,medium,low,96.98,62.15,Да
1,hexagon,low,medium,54.15,20.13,1,star,medium,low,3.84,9.32,Да
0,hexagon,medium,low,17.47,27.89,1,hexagon,low,high,49.69,1.61,Да
1,star,low,medium,84.1,44.08,0,star,medium,medium,62.92,18.26,Да
1,square,low,medium,32.76,80.96,0,star,low,high,66.08,19.66,Нет
0,circle,low,medium,98.62,82.9,0,square,high,low,75.45,13.62,Нет
1,star,low,high,38.49,16.34,0,hexagon,high,high,76.1,26.22,Да
1,square,high,low,26.3,55.29,0,circle,medium,low,95.55,33.79,Да
0,square,medium,low,89.43,41.6,0,square,high,low,75.57,75.44,Да
1,triangle,medium,high,56.74,57.09,1,circle,medium,medium,82.37,70.95,Да
1,circle,medium,low,72.19,64.76,0,circle,low,high,53.23,10.44,Да
1,triangle,high,low,40.84,27.96,0,circle,low,medium,65.77,97.71,Да
0,hexagon,low,medium,88.69,91.92,1,circle,low,low,47.81,75.21,Да
1,circle,medium,medium,91.77,93.54,1,hexagon,high,low,27.64,16.34,Да
0,triangle,medium,high,43.68,10.54,1,star,low,high,31.34,12.45,Да
0,triangle,low,low,24.07,70.3,0,star,low,high,36.05,8.75,Нет
1,circle,medium,high,64.77,3.32,0,hexagon,medium,high,34.06,73.18,Да
1,square,low,high,95.46,4.66,1,star,medium,high,53.32,23.63,Да
0,hexagon,high,high,62.24,95.78,1,square,medium,low,24.76,7.3,Да
1,star,medium,high,95.42,69.49,1,circle,medium,low,51.66,42.18,Да
1,star,medium,medium,34.38,32.45,1,circle,low,low,91.62,70.87,Да
0,star,low,high,91.51,66.99,0,circle,medium,medium,40.6,30.46,Нет
1,hexagon,high,low,11.26,84.58,1,triangle,high,medium,22.26,48.26,Да
1,circle,medium,medium,35.88,87.09,1,square,high,medium,34.69,19.27,Да
0,circle,low,medium,49.45,2.05,0,triangle,high,high,87.69,42.91,Да
0,circle,high,high,65.31,81.82,0,hexagon,medium,low,94.17,35.89,Да
1,star,low,medium,29.41,85.32,1,triangle,low,medium,88.67,43.39,Нет
1,square,medium,medium,92.42,59.56,0,star,medium,high,28.73,46.57,Да
0,triangle,medium,medium,90.35,47.99,0,star,high,high,38.78,9.23,Нет
1,star,medium,medium,79.93,11.1,1,square,medium,high,97.49,9.34,Да
0,hexagon,low,medium,11.44,23.96,1,triangle,high,low,32.39,26.06,Да
1,circle,high,medium,7.83,49.05,0,triangle,low,high,13.79,11.58,Да
1,triangle,medium,low,49.81,86.51,1,circle,low,medium,28.21,25.28,Да
0,circle,medium,medium,76.53,80.31,1,square,low,high,96.4,2.45,Да
1,circle,low,medium,12.32,49.59,0,circle,low,low,41.59,35.07,Да
0,circle,medium,high,64.14,78.56,0,square,low,low,93.39,21.34,Нет
1,square,low,medium,52.79,76.57,0,square,medium,high,10.41,89.21,Да
1,triangle,medium,medium,72.6,57.9,0,triangle,low,low,76.61,85.82,Да
0,star,high,high,43.54,22.03,0,circle,medium,low,9.33,30.04,Да
0,square,medium,low,69.33,34.8,1,hexagon,high,medium,19.75,47.55,Да
0,hexagon,low,low,15.96,16.41,0,circle,high,medium,61.61,95.58,Нет
0,hexagon,medium,medium,21.46,0.72,1,hexagon,low,high,43.45,52.41,Да
1,star,low,low,90.33,8.05,1,star,medium,low,66.67,84.84,Нет
0,triangle,low,low,32.94,75.96,1,square,low,low,97.34,82.64,Нет
0,star,low,low,98.55,3.35,1,circle,high,low,5.27,94.13,Да
0,square,high,low,4.62,39.99,1,square,medium,medium,19.16,30.57,Да
0,triangle,high,medium,49.59,98.58,0,circle,high,low,64.02,4.34,Нет
1,hexagon,medium,medium,32.5,79.52,1,star,medium,medium,89.65,10.4,Да
0,triangle,low,high,99.6,75.06,1,circle,high,low,79.76,57.13,Да
0,triangle,high,medium,99.0,27.47,0,star,low,medium,46.56,53.03,Да
1,triangle,low,medium,23.52,64.17,1,square,low,high,74.55,29.85,Нет
1,star,medium,low,26.73,49.87,0,triangle,low,high,20.81,24.87,Да
0,circle,low,low,74.97,62.38,1,hexagon,high,low,1.37,70.94,Да
1,square,high,medium,88.97,43.58,0,square,high,low,57.0,34.05,Да
1,triangle,high,medium,66.37,53.1,0,triangle,high,medium,81.32,60.4,Да
0,triangle,low,low,86.47,98.84,1,square,low,medium,43.34,71.23,Да
0,star,low,medium,6.33,32.93,0,square,high,medium,56.92,43.05,Да
0,square,low,medium,64.05,21.65,0,circle,high,low,42.22,19.34,Да
0,square,low,low,70.02,44.85,1,star,low,medium,51.4,86.08,Да
0,hexagon,low,low,19.03,52.43,1,star,high,low,88.43,9.35,Да
1,square,low,high,77.8,8.56,1,circle,medium,medium,47.81,82.95,Да
0,square,medium,medium,94.43,80.6,1,circle,high,low,0.75,83.67,Да
1,triangle,medium,low,89.8,42.21,1,square,low,medium,79.98,57.1,Да
1,circle,high,low,24.5,41.32,1,star,medium,medium,61.77,62.95,Да
1,triangle,low,medium,32.4,65.88,0,square,low,medium,73.04,35.8,Да
0,star,medium,medium,49.96,77.32,1,triangle,low,low,90.11,84.16,Да
1,square,low,low,15.84,98.59,1,triangle,low,high,28.62,26.37,Нет
0,circle,high,medium,95.4,17.35,1,circle,medium,high,50.31,55.98,Да
0,triangle,medium,high,16.16,34.56,1,star,medium,low,60.25,0.18,Да
0,hexagon,low,low,76.14,16.83,1,triangle,low,low,34.54,93.98,Нет
1,star,low,low,34.14,88.09,1,star,high,high,84.61,94.83,Да
1,star,low,medium,57.37,54.85,1,star,medium,high,69.76,71.04,Да
1,star,low,low,4.72,85.24,1,hexagon,low,medium,73.34,42.32,Нет
0,triangle,low,medium,20.5,98.52,1,triangle,high,medium,80.8,17.86,Нет
1,circle,low,high,44.44,55.02,0,triangle,low,low,25.81,49.25,Да
1,circle,high,high,67.72,11.82,0,square,medium,high,74.56,79.14,Да
0,square,low,high,77.76,36.13,0,square,medium,high,77.38,60.53,Да
0,circle,low,low,3.01,3.62,1,star,high,low,84.24,52.75,Да
0,hexagon,medium,high,15.25,84.93,1,circle,medium,high,48.85,84.94,Да
1,star,low,medium,72.98,1.79,0,square,low,medium,50.42,31.31,Да
0,triangle,low,medium,81.31,59.22,1,square,low,high,9.82,86.0,Нет
1,star,medium,high,23.66,10.61,0,star,high,high,85.21,43.95,Нет
0,star,medium,high,22.97,0.76,1,triangle,high,medium,53.35,0.24,Да
1,hexagon,low,medium,8.8,25.62,1,square,high,high,59.44,73.19,Да
1,star,high,high,15.03,55.19,1,circle,high,medium,12.14,87.78,Да
1,star,medium,high,0.8,7.51,1,star,low,medium,60.18,48.44,Нет
1,hexagon,medium,high,58.98,61.49,0,triangle,low,medium,4.2,45.47,Да
0,hexagon,low,medium,90.39,67.2,1,hexagon,low,high,92.32,80.54,Да
1,circle,medium,medium,14.96,96.97,0,circle,low,medium,86.35,88.48,Нет
1,star,low,high,75.14,89.95,1,triangle,high,low,19.43,97.44,Да
0,square,high,medium,57.37,56.68,0,star,medium,high,59.38,34.57,Да
0,square,high,high,93.99,79.34,1,hexagon,low,medium,60.27,59.47,Да
0,square,low,high,79.81,36.36,1,circle,medium,low,80.34,82.29,Да
1,hexagon,high,high,85.27,58.57,1,square,high,low,75.69,53.19,Да
1,star,low,low,63.91,40.34,1,square,high,medium,99.32,46.19,Да
0,circle,medium,low,81.13,33.7,0,circle,medium,low,35.08,57.19,Да
0,star,medium,high,35.09,72.76,0,square,high,medium,12.46,35.69,Да
0,square,low,low,20.9,29.67,0,star,medium,low,57.35,19.21,Да
1,triangle,low,high,91.25,38.06,0,circle,low,high,76.4,6.66,Да
1,square,medium,low,73.43,36.72,0,circle,high,medium,28.58,61.0,Да
0,hexagon,low,high,9.07,87.04,1,square,high,low,23.62,37.91,Да
1,star,medium,low,86.69,17.04,0,circle,medium,low,80.25,88.3,Да
1,hexagon,low,medium,34.89,38.15,0,hexagon,medium,medium,75.37,22.3,Да
0,circle,medium,medium,29.83,88.79,0,circle,medium,high,20.34,31.07,Да
1,star,high,low,62.33,1.53,1,square,medium,medium,86.93,97.05,Да
1,star,high,high,56.86,94.79,0,square,medium,low,13.47,55.63,Да
0,star,medium,low,53.83,89.89,0,square,high,medium,10.92,34.68,Нет
0,triangle,medium,low,25.49,41.78,0,square,medium,high,35.11,86.09,Да
0,star,medium,medium,95.98,65.3,0,star,low,low,88.65,74.34,Да
0,triangle,medium,medium,95.01,99.11,1,square,medium,high,69.54,57.31,Да
0,star,medium,medium,0.42,55.49,1,hexagon,high,high,39.47,88.91,Да
1,square,high,low,33.78,9.69,0,circle,low,low,15.73,9.4,Да
1,circle,medium,medium,4.55,85.36,1,triangle,high,high,71.35,39.45,Да
1,star,low,medium,85.02,13.42,1,triangle,medium,low,59.91,81.06,Да
0,hexagon,high,medium,88.65,25.73,0,star,high,high,98.77,38.59,Да
0,square,medium,high,51.83,87.35,1,triangle,high,high,76.56,92.67,Да
1,hexagon,low,high,83.97,25.6,1,square,medium,low,10.21,15.25,Да
1,hexagon,high,low,70.34,74.51,1,triangle,high,high,72.82,33.66,Да
0,triangle,low,medium,49.96,44.77,1,hexagon,high,high,25.74,42.57,Да
0,circle,medium,low,36.38,75.97,1,square,high,high,96.19,68.7,Да
1,hexagon,low,low,26.62,23.24,1,triangle,low,medium,1.93,19.53,Да
1,square,low,medium,25.94,41.96,1,square,high,high,23.84,0.99,Да
1,circle,high,low,56.21,31.82,1,star,medium,medium,49.9,97.65,Да
0,square,low,medium,16.68,24.9,0,hexagon,medium,low,7.91,89.88,Нет
1,hexagon,low,medium,17.48,31.44,1,circle,high,low,34.41,30.02,Да
1,circle,high,high,1.04,32.3,1,square,medium,low,49.72,48.35,Да
0,star,medium,low,61.33,95.54,1,hexagon,low,medium,44.69,48.89,Да
1,hexagon,low,low,99.43,53.32,0,star,medium,low,46.06,86.92,Да
0,hexagon,medium,medium,88.92,46.21,0,star,medium,low,87.9,59.71,Да
1,triangle,high,high,70.57,50.33,1,hexagon,high,high,50.53,82.64,Да
0,square,medium,high,78.55,99.61,0,triangle,low,medium,94.1,91.2,Да
0,star,low,low,41.69,65.36,0,hexagon,low,medium,14.77,56.6,Да
0,circle,low,high,29.81,70.35,1,triangle,medium,medium,28.03,28.55,Да
0,hexagon,medium,low,36.86,31.36,0,triangle,medium,low,65.65,49.87,Да
0,hexagon,medium,low,8.14,47.15,0,hexagon,high,medium,28.31,85.09,Да
1,star,low,high,63.38,18.41,0,star,high,low,34.73,58.36,Да
0,hexagon,high,medium,17.49,68.52,0,circle,low,low,90.1,89.57,Нет
1,square,low,low,76.29,34.45,0,circle,high,low,53.86,89.54,Да
0,circle,low,low,19.0,74.83,0,hexagon,low,low,33.47,37.34,Да
1,star,medium,low,22.81,21.32,0,square,low,high,77.67,44.81,Да
1,star,low,low,95.73,40.35,1,hexagon,medium,medium,7.07,67.79,Да
1,triangle,medium,high,10.54,47.12,0,circle,low,medium,56.37,11.11,Да
0,circle,high,high,49.88,16.65,0,hexagon,low,low,9.97,46.56,Да
1,star,low,high,6.27,6.96,0,star,low,low,17.69,14.94,Да
1,hexagon,high,high,9.04,31.71,1,circle,low,low,6.24,84.8,Да
0,circle,high,low,63.35,54.49,1,circle,medium,high,90.17,94.28,Да
1,square,low,medium,63.07,65.27,1,circle,high,low,4.82,14.15,Да
1,star,medium,medium,19.31,42.53,0,star,high,medium,51.64,66.73,Да
0,square,medium,high,87.25,50.03,1,circle,low,medium,22.5,63.65,Да
0,star,low,low,70.22,54.32,0,square,high,high,38.36,76.01,Да
0,hexagon,medium,high,30.06,51.19,1,circle,high,low,49.37,69.58,Да
0,triangle,medium,medium,24.84,9.03,0,hexagon,low,medium,45.01,21.71,Да
1,hexagon,high,high,75.43,40.5,0,square,low,high,74.81,29.12,Да
1,square,medium,low,73.36,20.43,0,triangle,high,medium,91.19,16.52,Да
0,circle,medium,low,14.88,53.37,1,circle,medium,high,30.03,92.11,Да
1,square,low,low,34.92,75.81,1,triangle,high,low,2.45,52.18,Да
1,triangle,high,high,21.67,57.95,1,triangle,low,medium,89.39,97.62,Нет
0,star,medium,medium,29.41,22.18,1,star,high,medium,97.88,44.93,Нет
1,star,low,low,28.76,20.78,1,hexagon,high,low,43.34,55.27,Да
1,square,medium,medium,97.6,3.7,0,hexagon,medium,low,45.58,78.93,Да
0,circle,high,medium,75.02,42.64,0,triangle,high,high,14.42,79.72,Нет
1,star,high,high,78.01,43.29,1,star,high,low,47.55,23.11,Да
0,star,high,high,27.74,23.64,0,square,low,medium,30.33,28.83,Да
1,triangle,high,medium,0.05,76.43,1,circle,medium,medium,99.44,9.78,Да
1,triangle,high,low,5.82,38.65,0,square,high,low,18.48,80.55,Да
0,circle,high,low,55.3,66.94,0,circle,high,low,37.86,79.39,Да
1,star,low,high,28.55,64.01,1,triangle,low,low,61.65,8.13,Нет
0,hexagon,high,low,19.3,60.47,0,star,low,low,34.51,25.74,Да
0,square,medium,medium,4.96,90.81,1,star,medium,medium,47.44,44.99,Да
0,star,medium,low,87.59,1.59,0,hexagon,medium,high,97.35,54.18,Да
1,square,medium,high,60.01,6.8,0,hexagon,medium,medium,50.81,52.25,Да
1,star,medium,medium,10.74,72.21,0,square,low,medium,91.03,98.31,Да
0,triangle,high,medium,76.64,35.35,0,hexagon,low,high,4.31,76.41,Нет
0,circle,high,low,75.58,98.65,1,circle,low,low,11.98,11.32,Нет
0,hexagon,low,low,28.94,21.64,1,star,low,high,94.45,29.35,Нет
1,triangle,high,medium,18.84,18.34,0,star,medium,medium,12.87,34.54,Да
0,circle,medium,high,81.4,58.82,1,triangle,medium,low,73.66,31.51,Да
1,triangle,low,high,32.96,27.94,1,triangle,medium,low,44.6,78.59,Да
0,square,low,low,84.74,34.05,1,square,low,low,40.67,36.06,Да
1,star,low,high,4.37,92.1,0,triangle,low,low,65.92,49.24,Нет
1,triangle,low,medium,49.93,2.62,1,circle,low,low,72.76,53.35,Да
1,circle,high,high,17.96,53.13,1,hexagon,low,low,93.2,27.04,Да
1,star,low,medium,67.2,33.49,1,hexagon,high,high,25.69,32.27,Да
1,square,high,low,99.72,34.6,1,square,medium,low,69.81,78.0,Да
1,square,low,high,41.25,24.78,0,hexagon,medium,high,34.23,86.67,Да
0,hexagon,high,medium,10.03,13.49,0,star,high,high,71.76,3.71,Нет
0,star,high,low,31.77,3.45,1,hexagon,medium,high,14.21,60.52,Да
0,square,medium,medium,89.15,98.77,1,triangle,low,low,45.75,63.34,Да
1,triangle,high,high,76.58,66.04,1,star,medium,low,18.36,73.73,Да
1,square,low,medium,23.22,77.72,0,triangle,low,low,33.64,69.38,Да
1,square,low,low,95.36,6.5,1,triangle,low,low,71.56,87.74,Нет
0,square,high,low,62.22,1.48,1,square,low,medium,23.33,7.85,Да
1,hexagon,high,high,16.8,60.03,0,square,high,medium,68.49,38.84,Да
0,circle,high,low,57.23,72.38,0,star,medium,low,49.59,78.21,Да
0,square,high,high,45.13,39.49,1,hexagon,low,medium,9.2,84.66,Да
0,circle,medium,low,81.97,38.78,0,circle,medium,low,38.67,26.48,Да
1,star,medium,high,34.42,38.45,0,hexagon,high,low,86.92,58.53,Да
0,circle,medium,low,87.5,15.28,0,star,medium,low,98.93,18.08,Да
0,star,medium,high,81.2,75.39,0,circle,medium,low,36.89,85.09,Да
1,hexagon,medium,medium,67.46,21.52,0,triangle,medium,low,5.49,73.04,Да
0,star,high,medium,25.86,32.44,0,triangle,medium,low,13.02,22.21,Да
0,star,medium,high,97.03,67.13,0,circle,high,low,78.81,62.38,Да
0,triangle,medium,low,54.87,0.01,0,triangle,medium,high,65.58,50.93,Да
1,hexagon,high,low,90.75,76.63,1,hexagon,low,high,28.5,25.88,Нет
1,square,high,high,21.57,89.91,1,square,high,medium,39.13,89.31,Да
1,hexagon,low,low,98.34,5.16,0,hexagon,medium,medium,81.12,14.78,Да
1,triangle,low,high,81.61,59.16,1,triangle,medium,high,41.31,46.75,Да
0,star,low,medium,94.92,40.85,1,square,low,high,75.58,58.28,Да
1,hexagon,medium,high,21.24,7.85,1,hexagon,high,high,29.52,82.35,Нет
1,triangle,high,low,43.07,68.22,0,triangle,high,medium,72.48,15.02,Нет
0,square,low,low,9.76,61.23,1,hexagon,low,low,46.64,60.92,Да
0,star,low,high,13.7,64.27,1,triangle,medium,medium,54.54,0.66,Да
1,hexagon,medium,high,28.4,81.35,1,star,medium,low,59.87,82.26,Да
0,hexagon,low,high,95.16,28.69,1,circle,high,low,45.06,23.47,Да
0,star,high,high,66.72,67.71,0,triangle,high,medium,46.61,72.09,Да
1,hexagon,high,medium,31.46,74.33,1,hexagon,medium,low,26.57,60.19,Да
1,star,low,low,95.46,16.88,1,triangle,low,medium,98.58,5.01,Да
0,triangle,high,low,73.97,95.71,1,triangle,low,high,90.58,18.32,Нет
0,star,low,high,90.7,34.0,0,hexagon,medium,high,52.74,26.77,Да
1,square,low,high,92.72,71.37,1,hexagon,low,medium,3.46,88.67,Нет
1,star,high,high,75.08,75.4,0,square,high,medium,16.84,48.08,Да
1,hexagon,high,medium,24.31,50.4,0,triangle,medium,medium,85.39,91.35,Да
0,star,medium,medium,99.66,12.87,0,star,low,medium,93.08,4.74,Да
0,star,medium,high,32.51,27.57,1,circle,low,low,16.13,0.66,Да
0,star,low,low,67.17,23.42,0,triangle,high,high,73.45,94.82,Нет
1,square,high,medium,84.48,51.86,0,hexagon,high,medium,62.3,72.39,Да
1,square,low,low,17.52,26.13,0,square,medium,medium,30.34,78.33,Да
1,hexagon,medium,medium,60.9,54.68,1,triangle,high,high,43.61,91.58,Да
1,hexagon,low,high,37.52,28.82,1,star,high,medium,67.73,98.45,Да
1,star,high,high,24.43,0.1,0,hexagon,medium,high,10.13,9.77,Да
0,circle,high,low,1.18,36.33,1,star,low,high,18.9,15.83,Да
0,triangle,medium,high,87.2,60.69,1,star,high,medium,3.33,18.86,Да
0,star,low,low,13.59,77.37,1,circle,medium,low,90.22,81.84,Да
0,triangle,low,high,87.81,2.84,0,circle,high,medium,57.39,35.55,Да
0,square,high,high,60.07,25.83,1,triangle,high,low,52.34,59.33,Да
0,hexagon,medium,low,62.11,98.55,1,circle,low,medium,70.62,85.52,Да
1,circle,high,high,82.87,26.18,0,triangle,high,low,98.84,68.32,Да
1,hexagon,high,medium,50.94,77.72,0,triangle,high,high,17.22,6.54,Да
1,square,medium,high,35.73,50.94,1,hexagon,high,high,13.31,44.57,Да
1,star,high,low,13.88,12.22,1,hexagon,low,medium,29.48,6.75,Да
0,square,low,high,57.04,64.34,0,square,high,medium,90.39,47.88,Да
0,circle,low,medium,55.32,96.63,1,circle,medium,low,41.15,21.93,Нет
0,star,low,high,29.39,88.68,0,square,medium,low,79.35,0.13,Нет
1,star,high,high,60.01,69.03,0,star,low,low,20.29,81.32,Да
1,circle,medium,medium,43.94,51.21,1,triangle,low,low,49.36,96.94,Да
1,hexagon,medium,high,80.55,31.93,0,triangle,low,low,12.75,96.41,Да
0,star,medium,high,55.95,35.7,1,hexagon,high,medium,41.29,29.92,Да
0,hexagon,medium,low,93.37,34.62,1,star,low,high,26.23,82.88,Да
1,triangle,medium,low,51.8,92.21,0,triangle,medium,low,54.94,67.88,Да
1,circle,high,low,88.75,21.13,1,triangle,medium,high,78.04,80.01,Да
1,triangle,medium,low,52.05,37.8,1,star,high,high,93.84,84.62,Да
1,star,low,medium,55.8,43.2,0,star,high,medium,28.38,98.03,Нет
1,circle,high,low,36.68,40.89,1,triangle,high,low,74.31,15.17,Да
1,star,low,low,40.02,0.42,0,star,high,low,88.56,76.97,Нет
0,circle,medium,high,93.31,27.1,0,circle,medium,low,12.49,73.42,Нет
1,hexagon,medium,medium,22.33,49.86,1,star,medium,low,58.59,28.77,Да
0,square,low,medium,12.15,76.05,1,square,low,medium,61.18,39.26,Нет
0,square,low,low,83.02,56.95,1,square,high,medium,27.24,17.68,Нет
1,circle,high,high,57.69,38.49,1,triangle,medium,low,2.25,91.33,Да
0,triangle,medium,medium,28.46,66.51,0,triangle,medium,low,25.67,87.93,Да
1,circle,medium,medium,43.24,66.59,1,hexagon,low,high,58.47,61.4,Да
